"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18911.07,333.00,331.94,0.30%,5.05%,85.00%,0.98%,1.15%,1.37,2764.72,56.63,-0.28%,1802382
2,"AA",12876.00,1073.00,1076.05,0.20%,54.72%,67.90%,12.42%,11.87%,4.65,27499.58,11.84,-1.33%,15922988
3,"AADR",,,,,,,,,,3.64,37.57,-0.42%,13788
4,"AAIT",,,,,,,,,0.60,3.67,31.15,-0.45%,1111
5,"AAL",8630.17,231.06,467.30,1.10%,,53.80%,,11.50%,4.85,11088.67,37.08,-0.72%,3857973
6,"AAMC",2409.02,2.35,1.71,2.50%,3.52%,62.00%,7.68%,6.82%,4.94,23.63,1060.00,3.53%,62638
7,"AAME",76.25,21.30,5.14,8.50%,,4.90%,1.95%,0.20%,0.86,11.88,3.51,-1.96%,12575
8,"AAN",2359.71,75.22,69.81,0.60%,-4.04%,0.80%,,11.43%,5.44,1468.23,30.83,-1.72%,638779
9,"AAOI",322.22,12.63,11.63,1.60%,,31.60%,79.03%,2.15%,2.21,113.35,26.34,3.25%,154051
10,"AAON",1044.21,36.74,28.06,0.30%,-12.68%,58.50%,0.35%,3.49%,7.23,135.64,28.99,2.01%,158363
11,"AAP",9166.26,72.78,72.43,0.60%,-19.98%,95.60%,-0.96%,2.00%,1.68,862.41,124.52,-1.14%,574809
12,"AAPL",476172.68,896.07,890.69,0.04%,6.86%,61.60%,-0.08%,2.58%,1.97,11691.98,531.26,-0.03%,7990303
13,"AAT",1340.18,39.84,34.39,1.00%,-21.33%,86.10%,0.33%,2.18%,4.21,178.53,33.38,-0.77%,145857
14,"AAU",92.45,61.23,52.88,5.36%,,5.90%,165.15%,0.84%,2.52,175.36,1.47,-2.65%,229574
15,"AAV",567.67,134.20,166.86,0.25%,,58.00%,5.10%,0.06%,0.70,138.27,4.22,-0.24%,144384
16,"AAWW",805.09,25.03,24.46,1.50%,18.64%,96.40%,-3.17%,10.67%,6.37,409.49,32.57,1.27%,173518
17,"AAXJ",,,,,,,,,0.60,755.22,56.72,-1.73%,387458
18,"AB",2353.50,92.26,94.60,0.20%,-0.77%,28.90%,-4.10%,2.64%,6.43,387.89,25.29,-0.86%,425405
19,"ABAX",883.05,22.27,21.01,2.60%,2.12%,98.30%,0.86%,14.76%,15.35,202.03,39.67,0.05%,107064
20,"ABB",58091.13,2297.00,2295.97,,,5.60%,54.38%,0.26%,3.15,1904.59,24.97,-1.27%,1477732
21,"ABBV",84535.20,1592.00,1586.98,0.10%,19.34%,70.10%,2.36%,0.74%,1.84,6382.60,53.11,0.02%,6404962
22,"ABC",15624.29,230.28,226.31,0.20%,-1.07%,86.90%,-2.10%,2.99%,3.99,1693.80,66.87,-1.44%,1334746
23,"ABCB",576.50,24.02,21.75,2.90%,9.08%,66.40%,-3.91%,2.29%,5.04,98.75,23.88,-0.50%,67287
24,"ABCD",98.93,47.56,13.08,71.14%,-2.82%,15.30%,-17.57%,0.06%,0.24,31.85,2.05,-1.44%,28321
25,"ABCO",2474.28,36.06,35.93,0.60%,10.18%,96.80%,1.46%,7.44%,10.47,255.09,68.29,-0.47%,123405
26,"ABFS",942.74,25.79,24.62,3.30%,15.31%,95.00%,-1.19%,4.84%,2.96,402.49,36.34,-0.60%,278735
27,"ABG",1640.69,30.40,30.16,1.80%,-8.53%,98.10%,-0.88%,3.69%,3.67,303.26,53.75,-0.41%,168967
28,"ABIO",23.29,10.83,12.94,3.40%,30.72%,22.40%,-2.18%,24.77%,2.66,1205.86,2.09,-2.79%,793413
29,"ABM",1607.52,55.66,50.47,1.80%,7.17%,83.60%,2.69%,2.21%,5.16,215.96,28.73,-0.52%,167937
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,18.01,0.12,0.00%,0
31,"ABMD",1019.10,39.59,39.37,2.10%,1.22%,98.30%,0.65%,10.66%,10.05,417.39,26.76,3.96%,1123633
32,"ABR",331.68,49.21,37.49,0.50%,-10.87%,58.60%,-0.87%,0.50%,1.47,127.67,6.71,-0.45%,147343
33,"ABT",61616.98,1550.89,1540.27,0.20%,5.22%,69.60%,1.66%,0.91%,1.82,7681.94,39.45,-0.70%,8655375
34,"ABTL",127.43,8.91,8.77,8.62%,-44.18%,53.00%,-2.54%,1.76%,0.51,304.37,14.29,-0.07%,107274
35,"ABX",21938.70,1085.00,1161.10,,,73.90%,2.90%,0.99%,0.84,13583.82,19.39,-4.10%,13208761
36,"ACAD",2609.60,91.02,97.27,0.10%,23.33%,85.80%,4.91%,10.48%,5.71,1783.93,28.40,-0.94%,1153925
37,"ACAS",4094.24,277.20,272.72,1.10%,-8.66%,64.70%,3.02%,1.14%,1.10,2807.25,14.73,-0.27%,2088473
38,"ACAT",655.43,13.42,12.96,0.50%,19.61%,91.90%,1.78%,6.63%,3.50,245.44,47.85,-2.03%,100522
39,"ACC",3865.44,104.78,104.16,0.50%,22.43%,99.00%,2.26%,2.07%,2.58,836.78,36.03,-2.33%,563068
40,"ACCL",695.10,55.70,55.33,0.92%,-17.67%,88.80%,-0.99%,2.43%,1.38,976.11,12.50,0.16%,289054
41,"ACCO",679.86,113.50,112.40,0.60%,15.23%,,-2.44%,14.01%,20.13,782.34,6.09,1.67%,641192
42,"ACCU",,,,,,,,,,13.21,26.14,1.55%,44502
43,"ACE",33818.27,340.91,334.38,0.60%,16.12%,94.70%,0.67%,1.37%,2.52,1818.78,98.17,-1.04%,1272197
44,"ACET",559.41,27.87,26.89,2.00%,8.78%,64.40%,-1.96%,1.78%,1.44,332.48,20.03,-0.20%,395067
45,"ACFC",26.00,6.57,13.01,1.20%,,47.20%,-45.06%,0.09%,0.43,26.29,4.05,2.27%,9775
46,"ACFN",62.96,18.09,20.41,7.00%,13.74%,42.00%,0.17%,12.08%,12.28,200.89,3.41,-2.01%,143721
47,"ACG",1773.26,242.91,242.79,,,27.90%,10.93%,0.04%,0.10,1004.92,7.29,-0.14%,3819993
48,"ACGL",7678.09,131.63,128.38,0.90%,-4.05%,92.50%,0.23%,1.51%,4.16,465.09,58.02,-0.53%,480083
49,"ACH",4556.13,543.04,156.18,,,1.60%,-8.84%,1.61%,18.69,134.78,8.44,0.60%,102740
50,"ACHC",2388.41,50.04,46.81,1.90%,-8.74%,72.50%,0.03%,12.85%,15.60,385.67,47.49,-0.50%,333210
51,"ACHN",340.40,96.71,96.58,0.10%,-0.71%,92.40%,-2.57%,17.25%,7.78,2140.66,3.46,-1.70%,874413
52,"ACI",922.80,212.14,209.55,0.54%,-1.55%,63.40%,2.19%,20.20%,4.70,9007.25,4.35,0.00%,4389377
53,"ACIM",,,,,,,,,,2.77,62.48,0.00%,0
54,"ACIW",2373.71,39.13,37.79,1.30%,12.62%,98.90%,-6.38%,5.36%,6.09,332.95,60.40,-0.45%,207245
55,"ACLS",263.39,109.75,109.05,0.50%,-8.04%,53.10%,8.85%,1.25%,1.60,851.96,2.35,-2.08%,557899
56,"ACM",3109.59,96.30,88.94,1.00%,-20.28%,71.70%,-0.36%,0.66%,0.91,643.75,31.95,-1.05%,464121
57,"ACMP",10132.65,178.49,173.67,21.30%,9.64%,68.50%,-1.77%,0.55%,2.37,403.73,56.36,-0.72%,307911
58,"ACN",53348.76,636.70,504.23,0.30%,14.23%,81.80%,0.78%,3.34%,5.75,2932.01,82.63,-1.38%,1981550
59,"ACNB",108.09,5.98,5.84,1.80%,1.89%,7.50%,7.42%,0.01%,0.16,4.59,18.00,-0.39%,4024
60,"ACO",1491.12,32.60,24.93,6.50%,-1.94%,69.50%,-1.39%,2.09%,1.25,416.90,45.72,-0.04%,276447
61,"ACOR",1594.32,40.71,40.52,1.90%,2.38%,86.70%,-1.05%,7.33%,5.80,511.84,39.43,0.69%,470045
62,"ACPW",66.96,19.75,17.57,0.70%,-29.91%,45.90%,4.58%,2.38%,2.54,164.36,3.37,-0.59%,96340
63,"ACRE",377.13,27.98,25.96,1.20%,-84.68%,60.40%,14.12%,3.50%,3.84,236.23,13.49,0.07%,243014
64,"ACRX",559.57,43.04,42.40,0.60%,-68.71%,89.10%,9.05%,11.61%,7.73,637.37,13.00,0.00%,448496
65,"ACST",129.99,103.99,49.20,,,,,0.14%,0.13,538.44,1.30,4.00%,1639773
66,"ACT",38115.92,174.30,173.20,0.40%,-32.39%,86.10%,24.80%,4.34%,3.23,2328.91,216.48,-1.01%,1392335
