"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18134.71,333.42,331.93,0.30%,13.76%,85.30%,0.04%,1.26%,1.52,2751.04,53.73,-1.21%,3007396
2,"AA",15626.49,1172.28,1169.66,0.20%,47.31%,62.00%,-0.83%,6.78%,3.19,24875.27,13.24,-0.68%,21230652
3,"AADR",,,,,,,,,,3.13,37.74,0.00%,490
4,"AAIT",,,,,,,,,0.10,3.40,31.90,0.31%,1261
5,"AAL",25927.20,720.20,466.93,1.20%,103.14%,63.10%,10.63%,4.20%,1.75,11247.57,35.16,-2.33%,13141365
6,"AAMC",2316.53,2.37,1.70,2.80%,3.11%,61.70%,-0.61%,7.71%,5.71,22.97,907.50,-7.16%,20169
7,"AAME",73.11,21.07,4.98,8.60%,,4.90%,3.08%,0.13%,0.65,10.28,3.50,0.86%,4308
8,"AAN",2063.67,71.98,69.81,0.60%,-3.79%,0.80%,,11.84%,5.86,1411.15,29.27,2.09%,1600709
9,"AAOI",347.60,14.76,13.72,1.20%,46.24%,21.90%,-19.16%,3.64%,2.35,212.18,22.68,-3.69%,192357
10,"AAON",1041.88,36.66,28.13,20.90%,-2.91%,58.60%,-0.19%,3.50%,7.38,133.45,28.32,-0.35%,133160
11,"AAP",8798.75,72.94,72.49,0.60%,-20.09%,95.60%,0.02%,2.38%,1.97,874.77,121.44,0.67%,713849
12,"AAPL",492657.68,861.38,860.93,0.04%,5.19%,61.50%,-0.18%,2.31%,1.83,10835.27,594.09,3.87%,23808040
13,"AAT",1408.35,41.94,35.88,1.10%,-7.61%,86.10%,-0.06%,2.32%,4.74,175.30,33.71,0.39%,109769
14,"AAU",94.70,64.42,52.88,5.36%,,5.90%,145.09%,0.80%,2.61,163.01,1.41,-4.08%,53355
15,"AAV",995.88,169.08,167.50,0.25%,,58.00%,4.00%,0.07%,0.43,287.27,6.09,3.40%,927712
16,"AAWW",867.89,25.04,24.44,1.60%,25.73%,94.30%,25.12%,12.41%,8.96,338.57,34.33,-0.95%,189723
17,"AAXJ",,,,,,,,,4.32,679.22,59.50,0.10%,364927
18,"AB",2458.37,96.03,90.64,0.20%,-0.77%,29.20%,0.81%,2.75%,5.91,421.34,25.17,-1.68%,255771
19,"ABAX",867.53,22.25,21.01,2.60%,2.12%,97.20%,3.15%,14.82%,16.50,188.71,40.82,4.69%,228898
20,"ABB",60258.90,2317.65,2292.11,,,5.60%,-0.02%,0.26%,3.39,1783.14,26.26,1.00%,4837548
21,"ABBV",78429.90,1596.05,1594.50,0.10%,19.10%,69.90%,-0.01%,0.67%,1.56,6793.70,50.87,3.52%,7883525
22,"ABC",14400.64,229.20,227.42,0.20%,-1.08%,86.90%,-0.14%,2.76%,3.27,1919.26,63.45,0.99%,1665798
23,"ABCB",547.98,25.16,24.19,2.80%,8.47%,63.10%,0.06%,2.45%,6.23,95.26,21.90,0.55%,70804
24,"ABCD",101.00,44.89,13.18,71.14%,-2.81%,11.90%,-10.04%,0.06%,0.28,30.01,2.24,-0.44%,8245
25,"ABCO",2080.94,36.14,35.90,0.70%,26.50%,96.80%,0.22%,9.71%,13.84,251.87,56.87,-1.23%,301787
26,"ABFS",983.06,25.87,24.48,3.30%,15.26%,94.20%,-0.75%,5.39%,3.59,367.14,37.83,-0.45%,361637
27,"ABG",1824.58,30.66,30.21,1.80%,-8.61%,97.90%,-0.30%,4.62%,4.29,325.63,59.80,0.49%,342398
28,"ABIO",33.60,21.00,18.10,2.60%,21.30%,16.90%,-0.03%,23.32%,5.06,834.89,1.58,-1.25%,166133
29,"ABM",1505.43,55.86,50.48,1.80%,5.90%,83.60%,0.16%,2.62%,6.15,214.79,27.10,0.56%,167316
30,"ABMD",983.16,39.82,39.37,2.10%,1.21%,98.60%,0.16%,18.49%,16.49,441.40,24.00,-2.79%,416051
31,"ABR",351.98,50.14,38.49,0.50%,-9.72%,57.10%,-0.11%,0.52%,1.47,136.60,6.98,-0.57%,112872
32,"ABT",58682.95,1543.07,1540.12,0.20%,4.72%,69.70%,0.15%,0.82%,1.48,8524.59,38.37,0.89%,4235057
33,"ABTL",112.71,8.91,8.77,8.62%,-40.97%,58.00%,9.45%,2.44%,0.69,312.24,11.84,-6.40%,479856
