"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18984.93,333.42,332.95,0.30%,-0.99%,86.40%,1.28%,0.96%,1.44,2208.75,56.89,-0.09%,1271320
2,"AA",15954.87,1172.29,1170.74,0.20%,47.31%,68.20%,9.12%,6.49%,3.53,21511.51,13.83,1.62%,14101576
3,"AADR",,,,,,,,,,2.47,38.26,0.00%,0
4,"AAIT",,,,,,,,,0.19,2.76,33.27,-0.69%,5
5,"AAL",28923.23,720.20,716.11,0.80%,372.03%,58.30%,65.09%,1.87%,1.31,10221.39,41.22,2.64%,9892256
6,"AAMC",2202.28,2.24,1.58,3.00%,4.67%,74.40%,13.48%,9.15%,7.58,19.04,985.00,0.19%,3864
7,"AAME",74.92,20.81,4.72,8.70%,,5.10%,2.81%,0.09%,0.43,9.75,3.52,-2.22%,6550
8,"AAN",2370.59,72.23,70.05,0.70%,26.84%,0.80%,,8.29%,5.58,1040.49,32.98,0.49%,458668
9,"AAOI",316.44,14.78,13.70,1.10%,18.17%,49.10%,78.79%,4.98%,2.72,250.76,20.50,-4.25%,177751
10,"AAON",1142.54,36.62,28.06,21.50%,-1.48%,58.00%,-1.26%,3.67%,8.02,128.49,31.44,0.77%,132462
11,"AAP",9058.20,72.95,72.51,0.60%,-18.75%,95.50%,0.33%,2.63%,2.45,777.37,124.47,0.24%,508396
12,"AAPL",545253.54,861.38,860.63,0.04%,6.82%,62.00%,-2.91%,1.96%,1.73,9731.93,628.65,-0.69%,13136467
13,"AAT",1438.54,41.94,35.83,1.10%,-6.68%,86.10%,2.83%,2.20%,5.28,149.51,34.22,-0.23%,309822
14,"AAU",84.50,62.59,52.88,5.36%,,5.90%,155.95%,0.37%,1.72,114.89,1.30,-3.70%,115442
15,"AAV",1018.57,169.48,167.73,0.25%,,58.00%,3.99%,0.43%,1.71,418.38,6.19,3.00%,779373
16,"AAWW",923.17,25.23,24.65,2.00%,13.24%,94.30%,7.13%,11.99%,10.41,283.93,35.65,-2.56%,138977
17,"AAXJ",,,,,,,,,2.14,478.16,62.08,0.45%,712565
18,"AB",2333.82,96.24,90.81,0.40%,-0.76%,28.60%,-0.88%,2.11%,5.00,384.01,24.51,1.07%,658676
19,"ABAX",919.37,22.25,20.91,6.20%,13.12%,97.20%,8.45%,15.60%,23.87,136.63,41.79,1.14%,149999
20,"ABB",54851.51,2310.51,2291.55,,,6.00%,6.68%,0.25%,2.87,2038.69,23.48,-1.10%,2575692
21,"ABBV",86388.51,1590.07,1588.25,0.10%,21.10%,70.40%,0.32%,0.88%,2.39,5865.90,54.15,-0.33%,3630123
22,"ABC",16526.97,225.84,213.91,0.20%,-6.62%,85.60%,-2.99%,3.04%,3.26,1991.62,73.21,0.04%,1600890
23,"ABCB",528.61,25.16,22.57,2.80%,9.82%,66.30%,4.81%,3.21%,7.70,94.03,21.11,0.48%,82203
24,"ABCD",100.51,44.87,13.13,0.10%,-2.77%,11.40%,-4.25%,0.14%,0.62,30.66,2.17,-3.12%,22888
25,"ABCO",1748.81,36.14,35.86,0.80%,62.32%,96.80%,4.45%,9.97%,14.09,253.82,48.55,0.33%,245216
26,"ABG",1981.86,30.66,30.13,1.50%,-18.01%,99.50%,0.77%,4.55%,4.46,307.75,64.40,-0.37%,180339
27,"ABIO",30.90,21.02,17.44,2.60%,21.26%,12.90%,-23.63%,22.40%,5.96,655.33,1.43,-2.72%,207486
28,"ABM",1523.30,55.86,50.48,1.80%,7.83%,87.00%,4.29%,2.73%,6.73,204.46,27.38,0.40%,213794
29,"ABMD",910.40,39.93,39.51,1.90%,-9.00%,99.70%,11.32%,20.23%,17.24,463.59,22.89,0.39%,639761
30,"ABR",364.52,50.14,38.51,0.40%,-12.25%,47.80%,2.72%,0.37%,1.17,122.07,7.26,-0.14%,59391
31,"ABT",60092.62,1501.94,1498.96,0.20%,6.26%,69.50%,-2.88%,0.73%,1.53,7134.56,39.80,-0.52%,3365364
32,"ABTL",116.87,8.99,8.87,8.62%,0.43%,61.80%,17.79%,1.25%,0.40,277.96,13.05,0.38%,140222
33,"ABX",18907.99,1173.68,1161.30,,,73.90%,2.67%,0.91%,1.00,10583.41,15.90,-1.30%,7278019
34,"ACAD",2043.94,98.98,98.74,0.10%,21.15%,92.40%,9.36%,16.06%,7.35,2156.68,20.45,-0.97%,854114
35,"ACAS",3955.09,267.96,263.32,1.60%,-5.76%,67.50%,1.37%,2.24%,2.02,2923.44,14.84,0.54%,1697664
36,"ACAT",481.17,12.90,12.46,1.80%,6.91%,97.20%,3.47%,8.82%,5.37,204.85,34.02,-8.79%,1427753
37,"ACC",4074.70,104.91,104.30,0.60%,19.79%,99.00%,1.80%,1.75%,3.16,578.16,39.12,0.72%,347014
38,"ACCO",686.88,114.10,112.84,0.90%,37.12%,,-0.77%,14.13%,26.96,591.47,5.92,-1.66%,512269
39,"ACCU",,,,,,,,,,20.72,27.53,0.29%,200
40,"ACE",35022.87,337.70,335.47,0.70%,15.26%,93.10%,-1.50%,1.46%,3.89,1263.39,103.54,-0.16%,715885
41,"ACET",500.76,28.73,27.21,2.00%,8.50%,71.00%,9.37%,4.79%,3.07,425.59,17.30,-0.75%,377032
42,"ACFC",66.38,15.51,10.62,1.10%,,47.60%,0.90%,0.13%,0.70,20.14,4.26,-0.47%,22593
43,"ACFN",32.20,22.21,20.48,6.60%,2.02%,35.20%,-13.93%,10.26%,10.03,209.59,1.40,-3.45%,421745
44,"ACG",1807.32,242.92,242.82,,,32.00%,14.28%,0.01%,0.03,810.54,7.43,-0.13%,472822
45,"ACGL",7634.31,134.10,129.14,1.80%,3.78%,91.60%,-0.78%,1.03%,2.86,464.50,57.04,0.19%,373975
