"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",0.92,,0.02,53.00%,20150
2,"AKS","AK Steel Holding Corporation","Basic Materials","Steel & Iron","USA",814.04,,7.11,18.70%,26944212
3,"ALSE","Alseres Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",0.57,,0.03,21.95%,12000
4,"BGMD","BG Medicine, Inc.","Healthcare","Medical Laboratories & Research","USA",32.11,,1.39,20.87%,8842809
5,"DL","China Distance Education Holdings Limited","Services","Education & Training Services","China",631.61,77.79,22.03,18.00%,408605
6,"DLGC","Dialogic, Inc.","Technology","Communication Equipment","USA",7.61,,0.59,22.92%,10700
7,"ELON","Echelon Corporation","Technology","Networking & Communication Devices","USA",133.44,,3.68,19.09%,2112819
8,"GMET","Geomet, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",3.91,,0.13,33.20%,68314
9,"GSB","GlobalSCAPE, Inc.","Technology","Application Software","USA",55.16,12.25,3.41,15.99%,2505573
10,"IDIX","Idenix Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",920.37,,8.04,17.03%,3239416
11,"KRA","Kraton Performance Polymers Inc.","Basic Materials","Specialty Chemicals","USA",686.04,,24.73,15.61%,1136220
12,"LEDS","SemiLEDs Corporation","Technology","Semiconductor- Memory Chips","USA",32.79,,1.44,22.12%,1102426
13,"LTRX","Lantronix, Inc.","Technology","Networking & Communication Devices","USA",30.33,,2.57,23.56%,1039631
14,"MGH","Minco Gold Corporation","Basic Materials","Gold","Canada",15.61,,0.36,16.13%,326584
15,"ORBC","ORBCOMM, Inc.","Technology","Diversified Communication Services","USA",313.49,55.00,7.84,18.79%,1537402
16,"RCON","Recon Technology, Ltd.","Basic Materials","Oil & Gas Equipment & Services","China",14.19,35.90,4.96,38.16%,1621215
17,"RINO","RINO International Corporation","Industrial Goods","Pollution & Treatment Controls","China",0.14,0.00,0.01,100.00%,0
18,"SCLN","SciClone Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Other","USA",240.62,19.52,5.24,16.70%,972464
19,"SIMO","Silicon Motion Technology Corp.","Technology","Diversified Electronics","Taiwan",122.31,4.18,17.26,15.99%,2409333
20,"WBAI","500.com Limited","Services","Gaming Activities","China",798.64,387.89,40.67,16.50%,1111317
21,"WTT","Wireless Telecom Group Inc.","Technology","Communication Equipment","USA",59.95,17.86,2.91,16.40%,491507
