"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18018.02,333.42,331.93,0.30%,13.76%,85.30%,0.04%,1.26%,1.54,2713.64,54.47,0.80%,1472436
2,"AA",15790.61,1172.28,1169.66,0.20%,47.31%,62.00%,-0.83%,6.78%,3.26,24285.88,13.64,1.26%,11317046
3,"AADR",,,,,,,,,,2.94,37.86,0.34%,3032
4,"AAIT",,,,,,,,,0.11,3.06,31.99,0.35%,5
5,"AAL",25257.41,720.20,466.93,1.20%,103.14%,63.10%,10.63%,4.20%,1.84,10663.29,36.39,3.76%,11286402
6,"AAMC",2318.45,2.37,1.70,2.80%,3.11%,61.70%,-0.61%,7.71%,5.55,23.63,988.02,1.00%,22008
7,"AAME",73.75,21.07,4.98,8.60%,,4.90%,3.08%,0.13%,0.63,10.55,3.45,-1.43%,5023
8,"AAN",2121.25,71.98,69.81,0.60%,-3.79%,0.80%,,11.84%,5.93,1393.87,29.59,0.41%,1721217
9,"AAOI",332.10,14.76,13.72,1.20%,46.24%,21.90%,-19.16%,3.64%,2.26,220.41,21.97,-2.36%,233296
10,"AAON",1039.31,36.66,28.13,20.90%,-2.91%,58.60%,-0.19%,3.50%,7.47,131.72,28.34,-0.04%,125020
11,"AAP",8846.89,72.94,72.49,0.60%,-20.09%,95.60%,0.02%,2.38%,1.98,873.16,120.98,-0.26%,378111
12,"AAPL",508291.75,861.38,860.93,0.04%,5.19%,61.50%,-0.18%,2.31%,1.94,10238.61,591.48,0.24%,8615141
13,"AAT",1423.86,41.94,35.88,1.10%,-7.61%,86.10%,-0.06%,2.32%,4.78,173.80,33.97,0.06%,161092
14,"AAU",89.54,64.42,52.88,5.36%,,5.90%,145.09%,0.80%,2.74,155.00,1.38,-0.72%,30924
15,"AAV",1070.28,169.08,167.50,0.25%,,58.00%,4.00%,0.07%,0.37,336.08,6.30,-0.47%,483389
16,"AAWW",876.15,25.04,24.44,1.60%,25.73%,94.30%,25.12%,12.41%,9.29,326.57,39.58,13.12%,1669068
17,"AAXJ",,,,,,,,,4.85,604.43,59.80,0.30%,186180
18,"AB",2442.04,96.03,90.64,0.20%,-0.77%,29.20%,0.81%,2.75%,5.79,430.37,25.00,-1.69%,355746
19,"ABAX",903.57,22.25,21.01,2.60%,2.12%,97.20%,3.15%,14.82%,17.66,176.37,41.05,1.08%,226999
20,"ABB",55438.19,2317.65,2292.11,,,5.60%,-0.02%,0.26%,3.12,1934.68,23.94,0.08%,3735709
21,"ABBV",83122.29,1596.05,1594.50,0.10%,19.10%,69.90%,-0.01%,0.67%,1.60,6623.24,51.61,-0.90%,4273960
22,"ABC",14939.26,229.20,227.42,0.20%,-1.08%,86.90%,-0.14%,2.76%,3.26,1925.18,64.87,-0.48%,2150244
23,"ABCB",535.15,25.16,24.19,2.80%,8.47%,63.10%,0.06%,2.45%,6.29,94.29,20.97,-1.41%,93413
24,"ABCD",100.55,44.89,13.18,71.14%,-2.81%,11.90%,-10.04%,0.06%,0.29,29.25,2.23,-0.45%,10210
25,"ABCO",2069.38,36.14,35.90,0.70%,26.50%,96.80%,0.22%,9.71%,13.89,250.99,56.49,-1.34%,310031
26,"ABFS",1019.80,25.87,24.48,3.30%,15.26%,94.20%,-0.75%,5.39%,3.62,364.81,39.42,0.00%,0
27,"ABG",1892.95,30.66,30.21,1.80%,-8.61%,97.90%,-0.30%,4.62%,4.42,315.61,62.44,1.13%,378195
28,"ABIO",33.81,21.00,18.10,2.60%,21.30%,16.90%,-0.03%,23.32%,5.11,826.39,1.60,-0.62%,161818
29,"ABM",1513.25,55.86,50.48,1.80%,5.90%,83.60%,0.16%,2.62%,6.10,216.53,26.86,-0.85%,269212
30,"ABMD",943.34,39.82,39.37,2.10%,1.21%,98.60%,0.16%,18.49%,16.38,444.29,22.66,-4.35%,1572971
31,"ABR",351.48,50.14,38.49,0.50%,-9.72%,57.10%,-0.11%,0.52%,1.46,137.45,7.00,-0.14%,83313
32,"ABT",59778.53,1543.07,1540.12,0.20%,4.72%,69.70%,0.15%,0.82%,1.52,8298.66,38.67,-0.18%,3648417
33,"ABTL",110.84,8.91,8.77,8.62%,-40.97%,58.00%,9.45%,2.44%,0.69,309.49,13.43,7.96%,647063
34,"ABX",20343.29,1164.47,1161.32,,,73.90%,2.70%,0.84%,0.78,12463.29,17.11,-2.06%,13203615
35,"ACAD",1990.66,98.89,98.67,0.10%,23.33%,84.50%,-0.14%,13.29%,5.59,2343.66,20.12,-0.05%,1594312
36,"ACAS",4044.30,269.80,259.27,1.10%,-8.73%,66.00%,-0.17%,2.49%,2.10,3077.35,15.03,0.27%,2363148
37,"ACAT",537.29,13.14,12.94,1.80%,6.77%,98.80%,7.53%,8.03%,5.35,194.24,41.69,1.96%,222757
38,"ACC",4007.56,104.91,104.40,0.50%,22.12%,99.00%,1.46%,2.27%,2.89,819.07,38.54,0.89%,636040
39,"ACCL",697.56,55.76,55.33,0.92%,-17.66%,83.30%,-6.64%,3.14%,1.75,992.47,12.51,0.00%,0
40,"ACCO",699.49,114.11,112.75,0.60%,22.12%,,0.24%,14.12%,24.00,663.33,6.01,-1.96%,804111
