"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.15,,0.01,19.20%,72840
2,"ALNY","Alnylam Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",4132.56,,93.28,40.89%,5316290
3,"ANCI","American Caresource Holdings, Inc.","Healthcare","Specialized Health Services","USA",9.43,,1.91,15.76%,8960
4,"BEAM","Beam, Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",10882.63,27.11,83.42,24.56%,36125848
5,"CDTI","Clean Diesel Technologies Inc.","Industrial Goods","Pollution & Treatment Controls","USA",22.66,,2.83,15.51%,1277577
6,"CERP","Cereplast, Inc.","Basic Materials","Chemicals - Major Diversified","USA",0.23,,0.01,17.65%,10707779
7,"CHC","China Hydroelectric Corporation","Utilities","Diversified Utilities","China",147.49,,3.35,22.71%,1192113
8,"CKSW","ClickSoftware Technologies Ltd.","Technology","Internet Software & Services","Israel",234.37,,8.80,21.05%,1127465
9,"DEER","Deer Consumer Products, Inc.","Consumer Goods","Home Furnishings & Fixtures","China",1.68,0.04,0.06,20.00%,10002
10,"DLHC","DLH Holdings Corp.","Services","Staffing & Outsourcing Services","USA",15.56,,2.10,25.75%,198892
11,"DSGX","Descartes Systems Group Inc.","Technology","Business Software & Services","Canada",827.79,55.00,15.71,19.02%,11080
12,"HEAT","SmartHeat Inc.","Industrial Goods","Industrial Equipment & Components","China",0.94,,0.30,36.36%,3209
13,"HEB","Hemispherx Biopharma, Inc.","Healthcare","Biotechnology","USA",46.82,,0.34,22.86%,8958819
14,"ISR","IsoRay, Inc.","Healthcare","Medical Instruments & Supplies","USA",19.38,,0.98,75.00%,9514529
15,"JNUG","Direxion Daily Jr Gld Mnrs Bull 3X Shrs","Financial","Exchange Traded Fund","USA",,,21.01,17.11%,236410
16,"KONE","Kingtone Wirelessinfo Solution Holding Ltd.","Technology","Business Software & Services","China",5.45,,4.72,21.65%,101251
17,"LIVE","LiveDeal, Inc.","Technology","Internet Information Providers","USA",29.74,,10.39,20.12%,2072547
18,"MSTX","Mast Therapeutics, Inc.","Healthcare","Biotechnology","USA",54.44,,0.83,56.60%,24409368
19,"NIHD","NII Holdings Inc.","Technology","Wireless Communications","USA",386.26,,2.78,24.11%,17200328
20,"NPO","EnPro Industries, Inc.","Industrial Goods","Industrial Equipment & Components","USA",1237.49,48.14,71.21,20.27%,2970509
21,"OGEN","Oragenics Inc.","Healthcare","Biotechnology","USA",88.32,,4.25,32.40%,289227
22,"PTN","Palatin Technologies Inc.","Healthcare","Diagnostic Substances","USA",93.82,,1.08,22.73%,2534016
23,"RNN","Rexahn Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",148.73,,1.60,40.35%,78791232
24,"ROSG","Rosetta Genomics, Ltd.","Healthcare","Medical Laboratories & Research","Israel",29.39,,3.77,18.18%,6521740
25,"TSH","Teche Holding Company","Financial","Savings & Loans","USA",110.96,12.91,70.17,28.75%,71261
26,"UGAZ","VelocityShares 3x Long Natural Gas ETN","Financial","Exchange Traded Fund","USA",,,21.55,16.24%,2948939
