"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17811.11,331.00,328.22,0.10%,-15.78%,84.80%,-0.57%,0.80%,0.99,2660.59,53.57,-0.45%,870409
2,"AA",10314.80,1070.00,1068.50,0.07%,10.31%,61.10%,4.61%,12.10%,4.67,27685.09,9.61,-0.31%,8727582
3,"AADR",,,,,,,,,,9.88,37.20,1.06%,100
4,"AAIT",,,,,,,,,0.04,1.61,31.21,0.45%,0
5,"AAMC",1692.00,2.35,,46.34%,0.02%,15.30%,11.76%,,7.64,4.83,725.00,0.69%,500
6,"AAME",85.71,21.27,5.03,75.13%,,4.80%,-4.94%,0.24%,1.45,8.44,4.00,-0.74%,200
7,"AAN",2185.62,76.10,67.11,0.50%,-7.98%,99.60%,3.43%,6.77%,5.74,790.82,28.64,-0.28%,210631
8,"AAOI",163.35,12.60,11.46,1.40%,,17.70%,,0.16%,0.20,94.26,13.19,1.77%,54579
9,"AAON",1686.15,55.14,28.04,0.70%,1.05%,58.40%,1.37%,3.55%,10.81,92.16,30.77,0.62%,39024
10,"AAP",7422.38,72.75,72.25,0.70%,-3.60%,96.20%,-0.01%,3.67%,3.42,776.72,101.01,-1.00%,247637
11,"AAPL",493635.21,904.16,899.28,0.04%,34.12%,61.10%,-1.68%,1.98%,1.46,12194.79,556.07,1.85%,11353916
12,"AAT",1245.87,39.82,34.34,0.70%,4.89%,86.10%,19.87%,2.77%,3.68,258.09,31.19,-0.32%,68025
13,"AAU",65.45,60.05,52.97,5.36%,,5.90%,174.02%,0.94%,3.95,125.67,1.16,6.42%,83643
14,"AAV",673.53,168.38,167.07,0.25%,,58.00%,4.02%,0.10%,1.10,147.54,4.06,1.50%,86286
15,"AAWW",958.73,25.12,24.52,1.60%,-4.06%,99.80%,-2.69%,3.64%,3.04,293.64,38.40,0.63%,151360
16,"AAXJ",2048.96,33.80,33.80,,,,,0.75%,0.35,712.62,61.13,0.84%,1038067
17,"AB",2028.75,92.26,86.69,0.10%,91.18%,31.70%,-6.87%,2.16%,5.15,363.05,22.19,0.91%,309982
18,"ABAX",808.37,22.31,21.06,2.60%,-5.23%,97.40%,-2.88%,8.86%,10.94,170.61,35.98,-0.72%,47326
19,"ABB",58642.41,2297.00,2295.97,,,3.60%,0.46%,0.20%,3.37,1355.23,25.55,0.08%,545984
20,"ABBV",76717.50,1590.00,1589.52,0.06%,1.27%,68.10%,1.38%,0.82%,2.77,4715.33,48.45,0.41%,4042543
21,"ABC",16248.70,230.48,230.59,0.20%,29.14%,88.60%,-0.42%,2.62%,4.65,1299.91,70.53,0.04%,396085
22,"ABCB",491.17,23.90,22.99,1.80%,2.62%,69.10%,-0.64%,2.55%,6.03,97.22,20.47,-0.39%,27491
23,"ABCD",73.88,47.36,15.11,0.30%,-2.70%,18.10%,-2.97%,0.06%,0.39,24.45,1.53,-1.92%,5962
24,"ABCO",2317.68,35.88,35.86,0.50%,-13.91%,96.80%,1.05%,6.95%,14.71,169.55,64.72,0.20%,116095
25,"ABFS",840.31,25.74,24.30,3.40%,12.18%,96.60%,8.26%,11.63%,5.40,523.57,32.54,-0.34%,151418
26,"ABG",1592.41,30.70,30.28,1.20%,-34.84%,98.60%,-3.69%,4.18%,3.93,322.02,51.92,0.10%,63934
27,"ABIO",7.02,4.94,12.88,15.40%,56.54%,6.00%,-67.60%,10.56%,1.75,777.67,1.39,-2.11%,191224
28,"ABM",1535.85,54.95,49.82,1.70%,4.83%,82.60%,-1.04%,1.79%,4.50,198.75,27.81,-0.50%,118748
29,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.36,16.12,0.10,-23.08%,210
30,"ABMD",1120.87,39.26,39.02,2.90%,-3.31%,98.60%,0.67%,13.80%,12.43,432.94,28.59,0.14%,111565
