"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18853.76,331.00,330.03,0.30%,7.12%,85.00%,-0.58%,0.89%,1.21,2427.20,57.54,1.02%,1575905
2,"AA",10635.80,1070.00,1068.36,0.07%,10.31%,61.00%,4.55%,10.80%,4.43,26013.83,10.13,1.91%,17685112
3,"AADR",,,,,,,,,,6.25,38.99,5.38%,18788
4,"AAIT",,,,,,,,,0.99,1.77,31.57,1.63%,747
5,"AAL",8846.88,336.00,751.64,0.70%,,4.50%,63.41%,,,10634.76,26.18,-0.57%,5398415
6,"AAMC",2023.00,2.35,,46.34%,0.02%,15.30%,11.76%,,3.08,8.96,872.00,1.30%,18127
7,"AAME",81.79,21.30,5.14,75.13%,,4.80%,-4.93%,0.15%,0.90,8.63,3.92,2.08%,29745
8,"AAN",2201.60,76.10,67.11,0.50%,-6.63%,99.90%,3.52%,7.93%,6.49,819.49,29.34,1.42%,332941
9,"AAOI",186.54,12.60,11.46,0.90%,,17.70%,,0.40%,0.44,104.37,14.93,0.88%,32381
10,"AAON",1165.09,36.74,28.06,0.30%,-9.82%,58.50%,2.13%,3.63%,10.31,98.78,32.72,3.19%,118115
11,"AAP",7955.61,72.75,72.23,0.80%,4.87%,96.30%,0.09%,3.49%,2.80,902.28,109.84,0.44%,563078
12,"AAPL",496401.94,904.16,899.13,0.04%,32.64%,61.30%,-1.57%,1.89%,1.47,11553.26,570.09,3.84%,17746016
13,"AAT",1255.43,39.82,34.34,0.60%,0.28%,86.10%,19.90%,2.19%,2.78,271.03,31.39,-0.44%,184035
14,"AAU",64.85,60.05,52.92,5.36%,,5.90%,174.02%,0.94%,4.28,116.38,1.06,-1.85%,102945
15,"AAV",740.89,168.38,167.03,0.25%,,58.00%,4.02%,0.18%,1.94,154.65,4.35,-1.14%,87712
16,"AAWW",1002.95,25.12,24.51,12.22%,0.03%,99.90%,-2.71%,3.93%,2.93,328.71,40.39,1.18%,371539
17,"AAXJ",,,,,,,,,1.33,601.66,58.93,0.39%,777343
18,"AB",1983.55,92.26,86.69,0.10%,-0.80%,31.90%,-7.31%,2.55%,5.55,397.90,21.50,0.00%,406023
19,"ABAX",847.40,22.31,21.08,1.80%,-5.19%,97.40%,-2.90%,9.10%,11.07,173.32,38.35,0.95%,117782
20,"ABB",59170.72,2297.00,2295.97,,,3.60%,0.32%,0.19%,3.33,1329.82,26.10,1.32%,2250691
21,"ABBV",83618.10,1590.00,1589.52,0.06%,1.38%,68.40%,1.29%,0.75%,2.09,5694.06,52.58,-0.02%,4926255
22,"ABC",16089.95,230.45,229.55,0.20%,29.14%,89.30%,-0.47%,2.79%,4.34,1474.34,70.03,0.30%,1122827
23,"ABCB",497.86,23.90,22.99,1.30%,3.67%,69.20%,-0.54%,2.27%,5.18,100.61,21.07,1.15%,84242
24,"ABCD",78.61,47.36,11.39,71.14%,-2.66%,18.70%,-3.26%,0.19%,0.87,24.33,1.63,-1.81%,22015
25,"ABCO",2256.68,35.88,35.86,0.40%,-13.81%,96.80%,1.04%,6.55%,12.60,186.59,62.84,-0.08%,172242
26,"ABFS",869.65,25.74,24.30,3.30%,12.00%,96.60%,8.29%,12.51%,6.03,504.03,33.98,0.56%,345533
27,"ABG",1627.71,30.70,30.28,0.60%,-55.20%,98.60%,-3.65%,4.27%,3.82,338.36,53.64,1.17%,181762
28,"ABIO",17.22,10.83,12.88,15.40%,19.74%,5.20%,-52.35%,9.80%,0.98,1290.94,1.62,1.89%,510371
29,"ABM",1552.53,55.33,50.21,1.70%,5.50%,82.00%,-1.02%,1.39%,3.03,229.54,28.29,0.82%,196913
30,"ABMC",2.39,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.64,0.13,18.18%,3300
31,"ABMD",1060.81,39.26,39.02,2.90%,2.40%,98.60%,0.74%,11.37%,10.00,443.41,27.47,1.67%,278657
32,"ABR",287.57,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.44%,0.68,250.74,6.74,1.05%,115729
33,"ABT",58720.23,1551.80,1543.06,0.10%,0.91%,68.50%,0.43%,1.00%,2.05,7515.09,38.44,1.59%,6299956
34,"ABTL",127.73,8.90,8.78,8.62%,-44.21%,49.90%,5.96%,0.43%,0.20,191.24,14.96,4.25%,238631
35,"ABX",16596.58,1001.00,1160.51,,,73.90%,3.15%,1.41%,0.94,17425.72,16.67,0.54%,11523291
36,"ACAD",2162.42,89.50,90.63,0.10%,-6.28%,88.20%,-3.76%,11.18%,4.19,2418.78,25.92,7.28%,2064117
37,"ACAS",4357.67,286.50,267.01,1.10%,-2.84%,61.30%,-3.74%,1.02%,1.27,2135.62,15.40,1.25%,3051441
38,"ACAT",750.56,13.38,13.27,1.60%,-13.00%,88.00%,-3.23%,5.03%,5.47,122.07,56.67,1.02%,105142
39,"ACC",3392.81,104.78,104.27,0.30%,5.36%,99.00%,-0.56%,2.63%,3.12,880.23,32.10,-0.86%,688040
40,"ACCL",534.89,55.66,55.13,0.92%,-17.68%,89.90%,-0.01%,1.51%,6.74,123.52,9.58,-0.31%,67203
41,"ACCO",695.23,113.60,112.49,0.30%,-22.16%,,0.04%,14.06%,19.57,808.17,6.37,4.08%,758527
42,"ACCU",,,,,,,,,,19.56,28.21,0.97%,29500
43,"ACE",34494.56,340.89,338.36,0.40%,-1.09%,93.70%,0.81%,1.18%,3.32,1202.06,101.75,0.55%,900526
44,"ACET",621.76,27.76,26.64,2.60%,36.25%,66.30%,-1.02%,1.24%,1.20,276.01,23.66,5.63%,294884
45,"ACFC",10.02,2.51,12.92,34.25%,,1.50%,2.73%,0.38%,0.87,55.59,4.02,0.50%,70510
46,"ACFN",67.30,18.09,20.46,6.90%,16.09%,42.00%,-6.62%,13.42%,8.26,332.55,3.69,-0.81%,456492
47,"ACG",1722.25,242.91,242.83,,,25.10%,18.65%,0.13%,0.35,888.67,7.16,0.99%,1190448
48,"ACGL",7691.14,131.50,127.98,0.90%,-4.29%,92.80%,-2.64%,2.14%,8.25,331.23,58.10,-0.67%,288905
49,"ACH",4619.97,540.98,156.18,,,2.10%,0.19%,1.98%,29.83,103.79,8.57,0.35%,66445
50,"ACHC",2359.89,50.04,46.86,0.50%,-44.42%,72.50%,0.26%,11.89%,20.48,272.03,47.84,1.44%,280050
51,"ACHN",302.51,96.65,96.43,0.20%,-0.71%,95.00%,-5.87%,18.03%,5.37,3237.30,3.46,10.54%,3658913
52,"ACI",912.08,212.11,210.89,0.54%,1.78%,62.20%,-5.89%,22.36%,5.01,9420.63,4.39,2.09%,6988687
53,"ACIM",,,,,,,,,,2.59,61.72,0.59%,2468
54,"ACIW",2523.95,39.13,38.05,1.00%,-7.56%,98.90%,2.73%,6.87%,9.06,288.48,64.60,0.14%,296621
55,"ACLS",255.23,109.07,107.96,1.40%,1.06%,50.10%,-3.73%,1.27%,2.07,660.62,2.41,2.99%,862823
56,"ACM",2849.62,98.03,85.12,1.10%,-32.11%,72.90%,1.82%,0.95%,1.28,629.48,29.29,0.76%,359181
57,"ACMP",9457.22,178.04,188.90,31.43%,50.02%,74.10%,39.87%,0.54%,2.43,423.33,54.12,1.88%,416048
58,"ACN",51736.94,642.30,638.31,0.30%,9.43%,81.50%,-2.46%,2.63%,4.87,3450.63,81.55,1.24%,4396483
59,"ACNB",106.18,5.98,5.84,1.70%,2.01%,6.90%,5.90%,0.05%,0.77,3.91,18.00,1.41%,1214
60,"ACO",1083.47,32.52,24.82,6.20%,-5.00%,71.00%,-1.13%,6.21%,14.95,103.07,33.45,0.39%,156012
61,"ACOR",1202.60,40.32,40.53,1.80%,17.11%,86.70%,2.33%,6.41%,6.64,391.44,30.00,0.57%,542896
62,"ACPW",58.20,19.34,18.03,0.80%,-22.53%,44.00%,-13.97%,2.28%,4.81,85.52,3.02,0.33%,120625
63,"ACRE",362.86,27.98,28.13,0.20%,133.59%,53.00%,16.37%,3.02%,3.01,282.36,12.93,-0.31%,204001
64,"ACRX",436.59,41.46,42.39,0.10%,13.46%,82.60%,20.63%,11.29%,5.91,809.22,10.65,1.14%,422055
