"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19078.29,333.42,332.95,0.30%,-0.99%,86.40%,1.28%,0.96%,1.46,2184.07,57.45,0.40%,1143346
2,"AA",16001.76,1172.29,1170.74,0.20%,47.31%,68.20%,9.12%,6.49%,3.57,21276.52,13.82,1.25%,7906293
3,"AADR",,,,,,,,,,2.43,38.61,0.34%,948
4,"AAIT",,,,,,,,,0.19,2.65,33.93,-0.24%,861
5,"AAL",29845.09,720.20,716.11,0.80%,372.03%,58.30%,65.09%,1.87%,1.31,10215.79,42.82,3.33%,11918092
6,"AAMC",2233.10,2.24,1.58,3.00%,4.67%,74.40%,13.48%,9.15%,7.69,18.76,1073.01,7.63%,25199
7,"AAME",75.54,20.81,4.72,8.70%,,5.10%,2.81%,0.09%,0.42,9.82,3.63,0.00%,24844
8,"AAN",2414.65,72.23,70.05,0.70%,26.84%,0.80%,,8.29%,5.67,1024.34,33.77,1.02%,656911
9,"AAOI",297.52,14.78,13.70,1.10%,18.17%,49.10%,78.79%,4.98%,2.75,247.70,20.34,1.04%,107195
10,"AAON",1124.60,36.62,28.06,21.50%,-1.48%,58.00%,-1.26%,3.67%,7.81,131.88,30.70,-0.03%,119744
11,"AAP",9135.53,72.95,72.51,0.60%,-18.75%,95.50%,0.33%,2.63%,2.47,772.51,126.46,0.98%,418572
12,"AAPL",549164.19,861.38,860.63,0.04%,6.82%,62.00%,-2.91%,1.96%,1.72,9815.78,644.82,1.14%,11938389
13,"AAT",1434.35,41.94,35.83,1.10%,-6.68%,86.10%,2.83%,2.20%,5.18,152.38,34.35,0.44%,109992
14,"AAU",84.50,62.59,52.88,5.36%,,5.90%,155.95%,0.37%,1.74,113.72,1.34,-0.74%,77465
15,"AAV",1066.03,169.48,167.73,0.25%,,58.00%,3.99%,0.43%,1.68,426.91,6.38,1.43%,1286077
16,"AAWW",902.48,25.23,24.65,2.00%,13.24%,94.30%,7.13%,11.99%,10.56,279.84,36.49,2.01%,136883
17,"AAXJ",,,,,,,,,2.15,475.10,62.18,-0.48%,388559
18,"AB",2402.15,96.24,90.81,0.40%,-0.76%,28.60%,-0.88%,2.11%,4.95,387.51,25.25,1.16%,279176
