"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13620.55,333.51,333.12,0.20%,2.30%,84.20%,-0.74%,0.86%,0.97,2932.66,40.18,-1.62%,5734122
2,"AA",19957.42,1178.82,1177.31,0.20%,2.17%,67.80%,-1.04%,4.75%,2.96,18871.46,16.56,-2.19%,13141384
3,"AAC",454.74,20.67,7.41,42.90%,-3.65%,,,0.14%,0.04,237.75,21.85,-0.68%,31891
4,"AADR",,,,,,,,,,3.42,38.18,0.00%,0
5,"AAIT",,,,,,,,,0.02,1.94,33.90,-1.31%,229
6,"AAL",30124.92,717.26,713.21,0.20%,2.43%,70.70%,0.03%,2.69%,1.46,13117.12,42.70,1.67%,17319456
7,"AAMC",1205.14,2.24,1.59,4.50%,11.14%,74.90%,3.39%,12.25%,17.09,11.41,510.00,-5.21%,18603
8,"AAME",79.49,20.70,4.63,77.33%,-0.03%,4.90%,-0.10%,0.14%,1.22,5.18,3.75,-2.34%,20117
9,"AAN",1809.92,72.31,71.88,0.60%,7.69%,,1.49%,5.38%,5.36,721.14,24.98,-0.20%,542874
10,"AAOI",239.92,14.81,14.38,2.80%,4.54%,64.10%,0.34%,10.45%,5.86,256.62,15.86,-2.10%,161755
11,"AAON",1107.35,55.01,42.17,21.30%,1.11%,57.40%,0.10%,3.62%,8.99,169.90,20.25,0.60%,245408
12,"AAP",10783.52,72.98,72.52,0.60%,2.82%,99.80%,2.93%,3.46%,3.38,741.72,148.44,0.46%,1025919
13,"AAPL",641613.50,5864.84,5860.04,0.05%,30.48%,63.40%,-0.52%,1.70%,1.70,58720.76,108.60,-0.73%,38906664
14,"AAT",1643.85,42.62,36.51,0.50%,7.37%,99.30%,0.80%,2.71%,6.45,153.36,38.48,-0.23%,168583
15,"AAU",75.36,66.69,57.18,5.36%,,5.90%,133.55%,0.42%,1.59,149.81,1.10,-2.65%,230695
16,"AAV",717.76,170.49,168.09,0.25%,,58.00%,3.97%,0.44%,1.97,375.29,4.04,-4.04%,482469
17,"AAVL",800.91,22.26,11.28,29.60%,,31.00%,65.70%,7.15%,6.45,125.05,36.39,1.14%,77593
18,"AAWW",946.74,25.26,24.71,1.90%,-9.94%,,-0.38%,9.94%,10.42,235.73,37.22,-0.69%,345346
19,"AAXJ",,,,,,,,,1.70,633.94,62.53,0.03%,363615
20,"AB",2523.25,97.16,91.48,0.20%,15.45%,28.80%,2.78%,0.88%,3.19,252.29,26.12,0.58%,183135
21,"ABAC",66.32,27.75,12.28,53.91%,,0.60%,-4.10%,0.91%,2.00,55.80,2.34,-2.10%,47151
22,"ABAX",1192.43,22.52,21.22,5.70%,4.73%,,-1.11%,14.85%,15.90,198.22,53.38,0.81%,172316
23,"ABB",50695.38,2324.41,2307.14,,,4.50%,15.37%,0.14%,1.87,1746.18,21.68,-0.60%,1055221
24,"ABBV",100785.71,1593.45,1572.33,0.08%,14.76%,84.30%,4.38%,7.12%,7.93,14113.30,62.66,-0.93%,9738895
25,"ABC",19498.62,224.38,212.56,0.20%,0.22%,85.70%,-0.68%,3.48%,4.68,1578.87,88.19,1.48%,2795030
26,"ABCB",661.82,26.74,24.04,1.60%,2.89%,63.00%,-0.05%,4.20%,10.12,99.83,24.59,-0.65%,67287
27,"ABCD",67.35,44.90,13.16,0.10%,-0.10%,10.70%,-3.05%,0.05%,0.35,18.62,1.54,2.67%,67435
28,"ABCO",1936.24,36.30,36.00,0.80%,8.20%,,0.82%,8.05%,9.37,309.33,53.90,1.05%,209999
29,"ABCW",271.41,9.05,2.14,21.38%,,,,0.00%,0.00,24.03,30.25,0.85%,1300
30,"ABG",2099.68,29.77,29.29,0.60%,-20.48%,99.40%,1.39%,7.72%,6.23,363.18,68.93,-2.27%,400675
31,"ABIO",22.87,20.98,17.48,1.90%,-5.23%,13.20%,-0.43%,12.83%,11.11,201.73,1.07,-1.83%,91140
32,"ABM",1519.75,55.75,50.36,1.90%,2.02%,84.60%,-1.14%,2.49%,5.71,219.32,27.18,-0.29%,168887
33,"ABMD",1315.76,40.46,39.68,2.60%,7.57%,,0.01%,17.73%,26.97,260.91,31.85,-2.06%,517005
34,"ABR",335.19,50.48,38.63,3.30%,14.03%,59.60%,1.53%,0.39%,1.47,101.12,6.60,-0.60%,40511
35,"ABT",65095.17,1503.70,1500.64,0.20%,2.49%,68.40%,-0.89%,0.80%,2.57,4644.50,43.61,0.74%,4179279
36,"ABTL",84.87,9.00,8.85,6.31%,,60.80%,-4.47%,1.41%,1.12,111.31,9.57,1.48%,142545
37,"ABX",13891.69,1165.41,1161.31,,,72.10%,-2.21%,1.19%,1.29,10729.77,11.46,-3.86%,16713908
38,"ABY",2825.05,83.73,83.72,,,34.10%,5.74%,3.49%,7.13,410.05,31.22,-7.47%,804229
39,"ACAD",2774.38,99.44,99.18,0.10%,-1.38%,95.30%,-0.44%,17.23%,14.05,1216.73,27.66,-0.86%,867847
40,"ACAS",3937.68,268.60,263.40,1.30%,21.50%,66.70%,-1.24%,1.08%,1.17,2439.88,14.44,-1.50%,2676097
41,"ACAT",433.85,12.92,12.76,1.50%,19.04%,94.00%,1.69%,6.53%,5.39,154.50,33.48,-0.30%,92369
42,"ACC",4155.23,104.93,104.34,0.10%,5.00%,98.50%,-1.79%,1.29%,1.73,777.56,39.87,0.68%,574236
43,"ACCO",933.88,112.11,110.81,0.90%,22.75%,98.90%,-1.65%,9.46%,8.04,1303.94,8.41,0.96%,1237212
44,"ACCU",,,,,,,,,,3.97,24.84,0.00%,0
45,"ACE",36093.31,331.74,330.78,0.60%,0.10%,93.20%,-0.07%,1.56%,3.86,1333.95,109.73,0.85%,2089249
46,"ACET",671.52,29.07,28.38,2.30%,16.97%,73.40%,-2.72%,3.47%,5.13,191.62,22.96,-0.61%,147613
47,"ACFC",62.97,15.51,10.76,0.10%,181.49%,51.60%,-0.07%,0.13%,0.89,15.26,4.16,2.46%,25535
48,"ACFN",23.08,22.19,20.19,7.20%,25.34%,20.20%,-5.84%,5.06%,5.13,198.91,1.00,-3.85%,434057
49,"ACG",1850.97,242.91,242.88,,,34.40%,-0.46%,0.06%,0.29,514.35,7.63,0.13%,516994
50,"ACGL",7620.20,135.11,130.15,1.80%,4.47%,81.50%,0.01%,1.00%,1.87,698.02,56.73,0.59%,246011
51,"ACH",7780.73,698.45,156.18,,,1.40%,0.10%,1.06%,8.80,187.41,11.16,0.18%,66641
52,"ACHC",3626.36,59.92,58.01,2.00%,-1.48%,70.90%,3.35%,8.74%,14.85,341.57,60.77,0.41%,431795
53,"ACHN",1185.21,97.79,97.54,44.11%,-22.84%,85.30%,-14.98%,14.04%,2.21,6203.64,10.23,-15.55%,19421908
54,"ACI",462.75,212.27,209.57,0.53%,1.81%,65.50%,-0.43%,24.92%,6.88,7597.32,2.25,3.21%,6508610
55,"ACIM",,,,,,,,,,1.80,64.04,-1.04%,329
56,"ACIW",2180.41,114.94,112.17,1.30%,19.80%,98.70%,-0.13%,5.32%,9.60,621.59,18.61,-1.90%,766080
57,"ACLS",241.08,111.61,109.70,0.80%,7.85%,65.10%,12.54%,3.26%,9.76,366.54,2.17,0.46%,441904
58,"ACM",3271.90,99.48,89.35,0.60%,-10.76%,85.20%,9.54%,13.07%,7.03,1659.85,32.32,-1.73%,2276083
59,"ACMP",12059.84,190.79,89.09,46.80%,0.25%,46.30%,-35.52%,1.76%,3.21,488.14,62.09,-1.77%,736961
60,"ACN",53817.52,664.66,473.32,0.30%,1.94%,83.60%,-0.32%,3.76%,6.22,2860.02,81.15,0.22%,2368565
61,"ACNB",116.83,6.01,5.86,2.10%,5.87%,8.70%,-0.76%,0.01%,0.09,3.33,19.50,0.31%,2363
62,"ACOR",1468.77,41.75,41.61,0.80%,14.78%,,3.70%,14.23%,8.34,710.16,34.78,-1.14%,358622
63,"ACPW",44.12,23.10,21.32,28.50%,,46.30%,-3.34%,0.78%,2.31,72.33,1.90,-0.52%,42724
64,"ACRE",343.77,28.60,25.97,0.50%,24.35%,61.90%,-1.10%,3.12%,6.15,131.90,11.99,-0.25%,115752
65,"ACRX",288.04,43.38,42.66,0.20%,11.57%,84.80%,-1.39%,20.81%,13.30,667.55,6.57,-1.05%,392889
