"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19505.83,331.00,330.88,0.30%,4.97%,84.80%,0.16%,0.90%,1.31,2275.11,59.88,1.61%,2562354
2,"AA",10810.12,1070.31,1067.15,0.07%,10.31%,60.80%,-0.19%,11.03%,4.64,25383.12,10.32,2.18%,18121044
3,"AADR",,,,,,,,,,5.65,37.43,1.30%,4077
4,"AAIT",,,,,,,,,0.83,2.09,32.37,1.03%,522
5,"AAL",9626.40,336.00,751.64,0.70%,,0.10%,,10.03%,6.23,12102.74,28.87,0.77%,10593196
6,"AAMC",2470.34,2.35,,46.34%,0.02%,15.30%,11.76%,,3.71,8.17,1151.00,9.49%,40207
7,"AAME",86.26,21.30,5.14,75.13%,,4.80%,3.06%,0.21%,1.17,9.42,4.05,0.00%,7891
8,"AAN",2054.73,76.10,67.09,0.50%,-4.28%,0.80%,,9.10%,8.52,716.23,26.76,-0.89%,1478689
9,"AAOI",172.67,12.60,11.45,0.90%,,19.10%,7.74%,1.17%,1.62,82.48,13.88,1.31%,116463
10,"AAON",1136.43,36.74,28.06,0.30%,-12.68%,58.30%,0.01%,3.76%,9.71,108.55,31.46,1.71%,134344
11,"AAP",8314.25,72.75,72.23,0.80%,4.87%,96.30%,0.04%,3.90%,3.06,920.70,117.60,2.90%,816595
12,"AAPL",484385.62,904.16,899.25,0.04%,-4.49%,61.30%,-0.01%,1.57%,1.25,11342.93,546.39,1.99%,11793422
13,"AAT",1259.41,39.82,34.34,0.60%,0.28%,86.10%,0.09%,2.11%,4.43,163.48,31.99,1.14%,91342
14,"AAU",76.26,60.05,52.92,5.36%,,5.90%,174.02%,0.87%,4.08,113.40,1.27,0.00%,89264
15,"AAV",705.52,168.38,167.07,0.25%,,58.00%,4.02%,0.18%,2.02,150.40,4.08,-2.63%,126921
16,"AAWW",1076.06,25.12,24.52,12.22%,0.03%,99.70%,-13.52%,4.04%,2.86,345.58,43.36,1.24%,200857
17,"AAXJ",,,,,,,,,2.68,628.56,58.43,0.92%,213001
18,"AB",2066.58,92.26,86.69,0.10%,-0.80%,33.20%,5.52%,2.63%,5.79,394.37,22.66,1.16%,244380
19,"ABAX",955.14,22.31,21.08,1.80%,-5.19%,97.30%,-0.04%,9.71%,11.02,185.74,43.23,0.96%,97498
20,"ABB",59905.76,2297.00,2295.97,,,3.60%,0.04%,0.18%,3.17,1321.91,26.42,1.30%,1126650
21,"ABBV",79229.70,1590.00,1589.52,0.06%,1.49%,68.50%,0.26%,0.91%,2.52,5771.09,50.60,1.55%,6599150
22,"ABC",16272.00,230.45,229.58,0.20%,25.96%,88.90%,-0.08%,2.79%,4.35,1471.51,70.54,-0.10%,2425117
23,"ABCB",484.95,23.90,22.99,1.30%,3.67%,64.10%,-7.20%,1.75%,4.17,96.41,20.64,1.72%,144006
24,"ABCD",109.39,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.08%,0.29,30.73,2.09,-9.13%,107631
25,"ABCO",2136.47,35.88,35.86,0.40%,-8.89%,96.80%,0.03%,6.59%,11.80,200.14,61.49,3.28%,203703
26,"ABFS",863.99,25.74,24.30,3.30%,12.00%,96.40%,-39.03%,9.22%,4.69,477.82,34.69,3.34%,272304
27,"ABG",1529.17,30.70,30.28,0.50%,-59.66%,98.50%,-13.54%,3.49%,3.52,300.62,51.42,3.23%,194296
28,"ABIO",21.99,10.83,12.88,15.40%,19.74%,5.20%,-2.18%,16.67%,1.53,1401.10,2.14,5.42%,2427485
29,"ABM",1539.75,55.33,50.23,1.70%,6.69%,82.00%,0.10%,1.45%,3.11,234.53,27.90,0.25%,137788
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.30,19.29,0.12,0.00%,29900
31,"ABMD",1148.36,39.26,39.02,2.90%,-0.09%,98.80%,-0.04%,10.44%,10.88,374.28,29.55,1.03%,191015
32,"ABR",294.90,43.11,38.30,0.20%,-8.49%,59.10%,0.00%,0.38%,1.13,128.33,6.89,0.73%,90305
33,"ABT",60691.02,1551.80,1543.38,0.10%,0.71%,68.60%,0.15%,0.90%,2.07,6738.27,39.57,1.18%,6565323
34,"ABTL",121.23,8.90,8.78,8.62%,-44.21%,52.20%,-3.91%,0.75%,0.29,228.97,16.45,20.78%,696260
35,"ABX",18188.17,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.86,17283.60,17.80,-2.04%,12127413
36,"ACAD",2087.23,89.50,90.65,0.10%,-13.53%,88.30%,0.17%,11.55%,5.82,1800.38,24.31,4.25%,1218508
37,"ACAS",4538.16,286.50,267.06,1.10%,-2.84%,59.80%,-2.82%,0.88%,1.10,2125.79,15.95,0.69%,1156771
38,"ACAT",751.77,13.38,13.27,1.60%,-13.00%,86.60%,-1.83%,3.89%,3.85,134.09,56.57,0.68%,139598
39,"ACC",3543.69,104.78,104.27,0.30%,5.36%,99.30%,-0.72%,2.56%,3.24,824.72,33.83,0.03%,410273
40,"ACCL",542.69,55.66,55.13,0.92%,-17.68%,89.90%,0.00%,1.46%,5.97,134.57,10.00,2.56%,110038
41,"ACCO",712.27,113.60,112.60,0.30%,-24.06%,,0.25%,14.11%,21.73,731.10,6.78,8.13%,1989742
42,"ACCU",,,,,,,,,,20.43,27.75,0.58%,2700
43,"ACE",33038.96,340.89,338.37,0.40%,-0.44%,93.20%,0.01%,1.02%,2.67,1290.69,97.70,0.80%,1855345
44,"ACET",631.47,27.76,26.64,2.60%,33.72%,66.30%,0.01%,1.35%,1.21,296.31,23.24,2.15%,342256
45,"ACFC",10.32,2.51,16.17,1.10%,,10.70%,-402.43%,0.08%,0.19,67.07,4.26,3.40%,14610
