"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13383.76,333.51,333.12,0.20%,2.30%,84.20%,-0.74%,0.86%,0.95,2999.51,41.37,3.09%,2955805
2,"AA",19167.61,1178.82,1177.31,0.20%,2.17%,67.80%,-1.04%,4.75%,2.96,18883.42,16.37,0.68%,14194477
3,"AAC",446.47,20.67,7.41,42.90%,-3.65%,,,0.14%,0.05,221.59,23.35,8.10%,488897
4,"AADR",,,,,,,,,,3.24,37.33,-0.05%,3349
5,"AAIT",,,,,,,,,0.02,1.95,33.43,-1.61%,827
6,"AAL",30304.24,717.26,713.21,0.20%,2.43%,70.70%,0.03%,2.69%,1.45,13231.50,43.14,2.11%,14165336
7,"AAMC",1122.73,2.24,1.59,4.50%,11.14%,74.90%,3.39%,12.25%,18.07,10.79,512.00,2.15%,3191
8,"AAME",78.66,20.70,4.63,77.33%,-0.03%,4.90%,-0.10%,0.14%,1.15,5.48,3.72,-2.11%,5652
9,"AAN",1826.55,72.31,71.88,0.60%,7.69%,,1.49%,5.38%,5.44,710.02,25.69,1.70%,502291
10,"AAOI",234.74,14.81,14.38,2.80%,4.54%,64.10%,0.34%,10.45%,5.91,254.18,15.95,0.63%,391125
11,"AAON",1115.05,55.01,42.17,21.30%,1.11%,57.40%,0.10%,3.62%,8.98,170.12,20.87,2.96%,190759
12,"AAP",10901.02,72.98,72.52,0.60%,2.82%,99.80%,2.93%,3.46%,3.33,754.81,145.56,-2.55%,3387719
13,"AAPL",638446.49,5864.84,5860.04,0.05%,30.48%,63.40%,-0.52%,1.70%,1.70,58633.28,108.70,-0.15%,34262584
14,"AAT",1647.26,42.62,36.51,0.50%,7.37%,99.30%,0.80%,2.71%,6.48,152.56,38.33,-0.83%,143482
15,"AAU",69.36,66.69,57.18,5.36%,,5.90%,133.55%,0.42%,1.52,157.09,1.03,-0.96%,238393
16,"AAV",727.99,170.49,168.09,0.25%,,58.00%,3.97%,0.44%,1.97,376.53,4.56,6.79%,467224
17,"AAVL",745.93,22.26,11.28,29.60%,,31.00%,65.70%,7.15%,6.54,123.21,34.75,3.70%,35336
18,"AAWW",937.40,25.26,24.71,1.90%,-9.94%,,-0.38%,9.94%,10.57,232.21,40.90,10.21%,719275
19,"AAXJ",,,,,,,,,1.73,623.36,61.91,-0.35%,1564429
20,"AB",2537.82,97.16,91.48,0.20%,15.45%,28.80%,2.78%,0.88%,3.25,247.27,25.75,-1.42%,267452
