"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CNTF","China Techfaith Wireless Communication Technology Limited","Technology","Networking & Communication Devices","China",145.04,,2.27,-17.15%,1950243
2,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.22,,0.02,-23.79%,3635
3,"DEER","Deer Consumer Products, Inc.","Consumer Goods","Home Furnishings & Fixtures","China",1.68,0.04,0.04,-20.00%,10146
4,"GERN","Geron Corporation","Healthcare","Biotechnology","USA",564.49,,1.69,-61.59%,46398756
5,"HDY","Hyperdynamics Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",110.71,,2.19,-58.37%,4346273
6,"LRY","Liberty Property Trust","Financial","REIT - Office","USA",5424.20,39.78,20.02,-45.89%,0
7,"MAG","Magnetek Inc.","Industrial Goods","Industrial Electrical Equipment","USA",73.12,19.47,18.87,-16.47%,47515
8,"ORMP","Oramed Pharmaceuticals Inc.","Healthcare","Biotechnology","Israel",115.07,,12.24,-15.53%,1090588
9,"PWO","PowerShares Dynamic OTC","Financial","Exchange Traded Fund","USA",,,48.91,-31.88%,919
10,"SGMA","SigmaTron International Inc.","Technology","Printed Circuit Boards","USA",42.46,23.30,8.74,-18.47%,275369
11,"SSY","SunLink Health Systems Inc.","Healthcare","Hospitals","USA",20.03,70.67,1.69,-20.28%,325400
12,"TAOM","Taomee Holdings Ltd.","Technology","Internet Information Providers","China",298.73,50.88,6.69,-17.81%,370684
13,"TSTC","Telestone Technologies Corp.","Technology","Communication Equipment","China",2.96,,0.20,-16.67%,3558
14,"UBIC","UBIC, Inc.","Technology","Information Technology Services","Japan",149.05,18.40,7.54,-18.04%,173980
15,"ZGNX","Zogenix, Inc.","Healthcare","Drug Manufacturers - Major","USA",475.26,,3.51,-22.69%,14023507
