"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ADGE","American DG Energy, Inc.","Utilities","Electric Utilities","USA",117.64,,2.40,20.00%,35703
2,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.41,,0.02,27.27%,17501
3,"BONE","Bacterin International Holdings, Inc.","Healthcare","Biotechnology","USA",39.23,,0.76,16.92%,1237816
4,"CADC","China Advanced Construction Materials Group, Inc.","Industrial Goods","General Building Materials","USA",11.15,,7.50,50.30%,359755
5,"CELM","China Electric Motor, Inc.","Consumer Goods","Electronic Equipment","China",1.97,0.13,0.09,63.64%,8060
6,"CHGS","China Gengsheng Minerals, Inc.","Basic Materials","Nonmetallic Mineral Mining","China",7.90,,0.29,17.96%,759086
7,"EMIS","Emisphere Technologies, Inc.","Healthcare","Drug Delivery","USA",6.07,,0.20,17.65%,6451
8,"FMAR","First Mariner Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",12.07,,0.64,18.52%,31506
9,"GIGA","Giga-tronics Inc.","Technology","Scientific & Technical Instruments","USA",6.43,,1.27,19.81%,122694
10,"GMET","Geomet, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",4.80,,0.12,33.11%,16125
11,"GNVC","GenVec, Inc.","Healthcare","Biotechnology","USA",47.00,,3.63,28.72%,1033763
12,"IDIX","Idenix Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",1073.09,,8.01,17.11%,3999482
13,"IMUC","ImmunoCellular Therapeutics, Ltd.","Healthcare","Biotechnology","USA",64.16,,1.16,18.37%,14127216
14,"JNUG","Direxion Daily Jr Gld Mnrs Bull 3X Shrs","Financial","Exchange Traded Fund","USA",,,24.64,16.67%,360667
15,"KONE","Kingtone Wirelessinfo Solution Holding Ltd.","Technology","Business Software & Services","China",17.28,,12.30,148.48%,1422899
16,"LIVE","LiveDeal, Inc.","Technology","Internet Information Providers","USA",48.48,,14.10,15.95%,1238231
17,"NIHD","NII Holdings Inc.","Technology","Wireless Communications","USA",514.04,,2.98,24.21%,27800000
18,"NINE","Ninetowns Internet Technology Group Company Limited","Technology","Business Software & Services","China",83.90,20.09,2.21,27.01%,528108
19,"RVM","Revett Minerals Inc","Basic Materials","Industrial Metals & Minerals","USA",28.37,,0.82,17.14%,331203
20,"SCKT","Socket Mobile, Inc.","Technology","Computer Peripherals","USA",4.37,,0.90,20.00%,43150
21,"SEED","Origin Agritech Limited","Consumer Goods","Farm Products","China",55.61,40.00,2.40,18.81%,2696850
22,"SKBI","Skystar Bio Pharmaceutical Company","Healthcare","Drug Manufacturers - Major","China",32.45,4.02,4.26,16.08%,471407
23,"SPIR","Spire Corp.","Technology","Semiconductor - Broad Line","USA",7.25,,0.84,16.67%,35472
24,"STML","Stemline Therapeutics, Inc.","Healthcare","Biotechnology","USA",379.64,,30.44,39.50%,1401687
25,"TELOZ","Tel Offshore Trust","Financial","Diversified Investments","USA",6.65,,1.40,33.33%,3824
26,"TXIC","Tongxin International, Ltd.","Consumer Goods","Auto Parts","USA",6.39,,0.47,24.97%,100
27,"VIMC","Vimicro International Corp.","Technology","Semiconductor - Specialized","China",77.55,12.86,2.70,26.16%,926525
28,"VSCI","Vision-Sciences Inc.","Healthcare","Medical Appliances & Equipment","USA",62.76,,1.36,17.24%,746477
