"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17519.83,331.00,328.04,0.30%,14.53%,84.70%,-0.75%,0.92%,1.13,2675.47,53.58,1.23%,2415395
2,"AA",10079.40,1070.00,1068.50,0.07%,10.31%,61.00%,4.51%,11.39%,4.45,27352.38,9.36,-0.64%,29743368
3,"AADR",,,,,,,,,,9.45,36.35,-0.73%,528
4,"AAIT",,,,,,,,,0.04,1.66,31.74,2.39%,290
5,"AAMC",2079.75,2.35,,46.34%,0.02%,15.30%,11.76%,,6.18,4.98,899.00,1.58%,402
6,"AAME",85.83,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.43,8.37,4.04,0.25%,900
7,"AAN",2172.68,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.42,793.16,28.72,0.60%,787688
8,"AAOI",155.16,12.60,11.46,1.40%,,17.70%,,0.22%,0.28,90.88,12.89,4.71%,74989
9,"AAON",1605.10,55.14,28.06,0.80%,-2.65%,58.40%,1.39%,3.56%,10.49,95.27,29.52,1.41%,66183
10,"AAP",7792.66,72.75,72.25,0.70%,-2.86%,96.30%,0.06%,3.63%,3.30,793.34,105.71,-1.32%,1426055
11,"AAPL",512043.90,904.16,899.28,0.04%,33.13%,61.10%,-1.71%,2.16%,1.56,12435.23,565.00,-0.23%,13440628
12,"AAT",1266.18,39.82,34.34,0.70%,4.89%,86.10%,19.89%,2.38%,3.19,256.52,31.51,-0.91%,103761
13,"AAU",61.85,60.05,52.97,5.36%,,5.90%,174.02%,0.95%,3.86,130.91,1.04,0.97%,227194
14,"AAV",678.58,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.65,146.42,4.06,0.74%,163624
15,"AAWW",944.16,25.12,24.52,1.60%,-2.90%,99.80%,-2.69%,4.65%,3.78,301.69,37.17,-1.09%,329828
16,"AAXJ",2038.14,33.80,33.80,,,,,0.75%,0.35,715.45,60.19,-0.18%,626101
17,"AB",2066.58,92.26,86.69,0.10%,91.18%,32.20%,-6.77%,2.23%,5.18,373.84,22.64,1.07%,257110
