"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19154.97,331.00,330.88,0.30%,4.97%,84.70%,0.01%,0.63%,0.92,2246.80,58.30,0.74%,4621369
2,"AA",12244.33,1070.31,1069.06,0.20%,104.72%,61.80%,1.52%,11.06%,4.21,28103.10,11.64,1.75%,27883368
3,"AADR",,,,,,,,,,4.94,42.46,17.36%,6779
4,"AAIT",,,,,,,,,0.80,2.18,30.71,-2.29%,18135
5,"AAL",10214.40,336.00,751.64,0.70%,,3.30%,,10.03%,5.75,13103.54,30.18,-0.72%,16089071
6,"AAMC",2472.44,2.35,1.70,2.50%,3.53%,60.50%,4.10%,3.65%,4.82,12.83,1021.00,-3.04%,7136
7,"AAME",85.20,21.30,5.14,75.13%,,4.80%,1.19%,0.21%,1.06,10.41,3.99,-0.25%,7859
8,"AAN",2066.14,76.10,67.09,0.50%,-4.04%,0.80%,,9.59%,8.12,792.85,27.21,0.22%,993038
9,"AAOI",168.77,12.60,11.44,0.90%,,19.70%,10.80%,1.17%,1.77,75.68,13.72,2.46%,33888
10,"AAON",1186.77,36.74,28.06,0.30%,-12.68%,58.50%,0.34%,3.76%,9.33,113.04,31.67,-1.95%,85337
11,"AAP",8437.20,72.75,72.23,0.80%,1.39%,95.50%,-0.73%,2.56%,2.39,774.48,115.40,-0.50%,974409
12,"AAPL",493734.66,904.16,884.91,0.04%,5.85%,61.80%,0.02%,1.60%,1.23,11476.79,550.50,0.81%,15085415
13,"AAT",1264.59,39.82,34.45,1.00%,-22.11%,86.10%,0.20%,1.62%,3.65,153.20,31.43,-1.04%,107245
14,"AAU",90.08,60.05,52.92,5.36%,,5.90%,174.02%,0.84%,3.35,132.03,1.39,-7.33%,197670
15,"AAV",725.73,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.60,146.14,4.15,-3.71%,129764
16,"AAWW",935.62,25.12,24.52,12.22%,-2.89%,94.30%,1.64%,4.04%,2.39,413.50,37.10,-0.38%,489660
17,"AAXJ",,,,,,,,,0.55,606.45,55.76,-0.43%,1091865
18,"AB",2041.67,92.26,86.69,0.10%,-0.80%,33.30%,6.24%,2.72%,6.18,381.89,21.55,-2.62%,417443
19,"ABAX",948.01,22.31,21.08,1.80%,-5.19%,98.60%,1.35%,9.71%,13.75,148.83,41.03,-3.46%,231212
20,"ABB",57884.40,2297.00,2295.97,,,3.60%,0.02%,0.20%,3.32,1360.64,25.01,-0.75%,1928408
21,"ABBV",75986.10,1590.00,1589.52,0.06%,1.49%,68.40%,0.15%,0.79%,2.11,5973.31,46.83,-2.01%,10613313
22,"ABC",15486.13,230.28,228.03,0.20%,25.99%,88.60%,-0.40%,2.36%,3.46,1554.83,66.81,-0.65%,2815240
23,"ABCB",489.55,24.02,21.80,1.00%,4.80%,64.20%,-7.02%,1.84%,4.66,86.22,20.21,-0.83%,123028
24,"ABCD",97.98,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.08%,0.29,30.88,1.92,-6.80%,19796
25,"ABCO",2290.77,35.88,35.87,0.40%,-13.29%,96.80%,-0.25%,6.58%,11.78,200.57,63.14,-1.10%,257746
26,"ABFS",834.91,25.74,24.30,3.30%,12.00%,97.50%,1.14%,9.22%,5.00,448.32,32.26,-0.55%,388257
27,"ABG",1472.07,30.70,30.28,0.40%,-62.77%,98.30%,-0.23%,3.89%,4.55,258.60,46.81,-2.38%,400275
28,"ABIO",22.10,10.83,12.88,15.40%,19.74%,15.20%,-2.18%,16.67%,1.44,1491.05,1.93,-5.39%,930239
29,"ABM",1515.96,55.33,50.21,1.80%,10.79%,83.20%,1.53%,1.48%,3.50,212.19,26.98,-1.53%,108355
30,"ABMC",2.72,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.88,0.13,0.00%,225
31,"ABMD",1037.25,39.26,39.02,2.90%,2.40%,98.90%,0.10%,10.44%,9.91,410.98,26.55,0.49%,299118
32,"ABR",300.31,43.40,38.32,0.50%,-12.15%,59.00%,-0.14%,0.27%,0.87,116.89,6.82,-1.45%,155629
33,"ABT",57320.86,1567.00,1543.51,0.10%,0.71%,68.60%,0.19%,0.80%,1.94,6333.29,36.30,-0.77%,8994839
34,"ABTL",145.80,8.90,8.78,8.62%,-44.21%,54.20%,-0.37%,0.75%,0.26,254.29,15.88,-3.05%,483077
35,"ABX",19049.03,1001.00,1161.43,,,73.90%,3.15%,1.48%,0.98,17542.99,18.53,-2.63%,13683688
36,"ACAD",2068.44,89.50,90.65,0.10%,-13.53%,88.50%,0.40%,11.55%,7.47,1402.84,22.45,-2.86%,2031065
37,"ACAS",4500.92,286.50,267.06,1.10%,-2.90%,59.60%,-2.88%,0.88%,1.09,2156.36,15.68,-0.19%,1911730
38,"ACAT",580.68,13.42,13.27,1.70%,-12.30%,86.70%,-1.70%,3.89%,3.18,162.20,42.16,-2.57%,512347
39,"ACC",3625.42,104.78,104.27,0.30%,5.72%,99.10%,-0.92%,2.55%,3.59,740.05,34.32,-0.81%,598144
40,"ACCL",561.05,55.66,55.13,0.92%,-17.68%,89.40%,-0.53%,1.46%,5.63,142.62,9.85,-2.28%,118096
41,"ACCO",722.50,113.60,112.60,0.30%,-24.06%,,-0.34%,14.22%,21.71,737.28,5.84,-8.18%,1821096
42,"ACCU",,,,,,,,,,18.41,26.72,-0.50%,1739
43,"ACE",31426.56,340.89,338.37,0.40%,-0.44%,93.20%,-0.03%,1.04%,2.43,1447.31,93.05,0.93%,2991728
44,"ACET",596.22,27.76,26.64,2.60%,33.72%,67.90%,2.49%,1.35%,1.18,304.08,21.19,-1.35%,360806
45,"ACFC",10.65,2.51,16.17,1.20%,,13.90%,-402.43%,0.08%,0.18,70.40,4.17,-1.88%,44803
46,"ACFN",71.82,18.09,20.47,6.90%,16.09%,41.20%,-2.35%,12.40%,9.25,274.36,3.90,-1.76%,154681
47,"ACG",1841.27,242.91,242.91,,,25.70%,2.05%,0.08%,0.15,1199.41,7.52,-0.79%,823279
48,"ACGL",7049.45,131.50,127.98,0.90%,-4.44%,92.50%,0.03%,2.09%,6.89,387.63,53.61,0.00%,298332
49,"ACH",4971.61,540.98,156.18,,,2.10%,0.07%,1.96%,21.64,141.79,9.04,-1.63%,171808
50,"ACHC",2615.09,50.04,46.86,0.50%,-44.18%,72.50%,0.01%,12.11%,17.09,332.00,52.59,0.63%,524728
51,"ACHN",354.70,96.65,96.45,0.10%,-0.71%,95.10%,0.19%,17.98%,7.42,2336.49,3.44,-6.27%,2739809
52,"ACI",871.78,212.11,211.10,0.54%,0.44%,62.40%,0.45%,20.21%,4.72,9039.83,4.08,-0.73%,11426253
53,"ACIM",,,,,,,,,,3.87,60.02,-0.57%,4072
54,"ACIW",2381.93,39.13,38.05,1.00%,-2.98%,98.90%,-0.42%,6.11%,8.00,290.92,60.07,-1.33%,448522
55,"ACLS",261.78,109.07,107.96,1.40%,1.06%,49.00%,-0.45%,0.64%,0.91,765.66,2.33,-2.92%,1133582
56,"ACM",2893.73,98.03,84.63,1.10%,-20.38%,72.20%,-0.60%,0.98%,1.36,609.87,28.98,-1.83%,476738
57,"ACMP",9978.86,178.04,174.30,0.10%,0.04%,69.70%,-5.98%,0.65%,2.62,429.69,55.78,-0.48%,141565
58,"ACN",51686.98,636.70,507.51,0.30%,14.65%,81.80%,0.59%,2.91%,4.43,3332.17,81.15,-0.04%,2582824
59,"ACNB",113.06,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.04%,0.74,3.50,18.90,0.00%,2181
60,"ACO",1108.83,32.52,24.82,6.20%,-5.00%,70.80%,0.12%,6.35%,13.78,114.45,34.20,0.29%,110112
61,"ACOR",1239.69,40.32,40.54,1.80%,17.11%,96.90%,-4.32%,7.39%,6.78,441.61,29.82,-3.02%,498930
62,"ACPW",66.33,19.34,18.10,0.80%,-22.53%,44.30%,9.17%,2.68%,5.21,93.31,3.35,-2.33%,77092
63,"ACRE",373.21,27.98,25.98,1.20%,-84.65%,53.50%,1.00%,3.20%,3.40,244.24,13.29,-0.37%,176227
64,"ACRX",449.45,41.46,42.40,0.10%,13.46%,81.00%,-1.01%,13.22%,7.48,748.62,10.74,-0.92%,638485
65,"ACST",131.03,103.99,48.31,,,,,0.03%,0.04,374.85,1.24,-1.59%,540740
66,"ACT",23477.68,132.50,173.05,0.40%,-37.13%,69.40%,0.44%,0.68%,0.89,1324.95,178.70,0.85%,1979351
67,"ACTG",681.45,48.33,46.14,2.50%,-5.18%,98.60%,5.14%,16.77%,10.65,726.66,13.82,-1.99%,582207
68,"ACTS",191.06,68.98,65.49,5.61%,,5.10%,-0.31%,0.06%,0.71,57.34,2.31,-16.61%,233194
69,"ACU",45.60,3.19,2.75,10.80%,-2.55%,29.70%,-21.99%,0.08%,0.51,4.49,14.11,-1.33%,1406
70,"ACUR",80.68,47.46,47.88,1.00%,-17.69%,64.00%,-0.16%,1.45%,2.97,234.37,1.65,-2.94%,265382
71,"ACW",183.69,47.59,47.01,26.43%,54.28%,71.30%,14.66%,6.53%,7.26,422.58,3.78,-2.07%,274265
72,"ACWI",,,,,,,,,0.55,1364.05,55.21,-0.52%,1265793
73,"ACWX",,,,,,,,,0.89,512.05,44.29,-0.54%,259616
74,"ACXM",2456.07,73.78,74.63,1.40%,3.61%,91.30%,-0.18%,2.82%,4.10,513.17,32.14,-3.45%,498294
75,"ACY",25.52,1.54,1.12,45.74%,,25.20%,0.52%,0.17%,0.37,5.06,16.50,-0.24%,2145
76,"ADAT",43.14,35.36,39.89,0.60%,37.62%,23.80%,0.05%,1.20%,1.99,240.66,1.25,2.46%,240999
77,"ADBE",29507.83,499.37,494.79,0.38%,-76.33%,91.00%,-1.13%,1.20%,1.60,3709.57,58.36,-1.24%,5133220
78,"ADC",377.44,12.98,12.42,5.90%,12.15%,68.20%,-0.02%,1.37%,1.33,128.78,28.52,-1.89%,51272
79,"ADEP",174.66,10.86,10.78,0.30%,-94.32%,49.60%,-7.54%,1.55%,0.62,269.11,15.87,-1.37%,264869
80,"ADES",516.22,10.11,10.11,4.20%,0.47%,46.60%,1.66%,2.04%,1.97,104.82,50.14,-1.80%,115458
81,"ADGE",117.15,49.02,26.46,11.70%,13.79%,4.80%,-0.78%,0.37%,4.56,21.40,2.35,-1.67%,35385
82,"ADHD",190.44,9.02,7.13,,,15.60%,1.22%,1.21%,0.80,107.67,20.32,-3.79%,230994
83,"ADI",15006.18,311.01,307.97,0.40%,2.98%,87.40%,-0.11%,1.86%,2.72,2105.88,48.22,-0.06%,1800175
84,"ADK",64.09,14.73,13.02,19.99%,,23.10%,8.90%,0.86%,3.68,30.46,4.18,-3.91%,58808
85,"ADM",26155.77,661.00,642.83,0.20%,-8.76%,76.30%,0.74%,1.29%,1.67,4954.37,39.36,-0.53%,5606515
86,"ADMP",700.57,104.88,7.47,45.63%,-0.02%,3.40%,0.71%,0.05%,0.02,171.25,6.68,0.00%,139727
87,"ADNC",241.46,21.64,21.51,1.80%,-97.07%,85.40%,0.28%,1.51%,1.97,165.02,10.94,-1.97%,124328
88,"ADP",36953.30,480.10,478.33,0.20%,20.30%,76.80%,0.09%,0.96%,2.46,1868.23,76.50,-0.61%,1643246
89,"ADRA",,,,,,,,,46.50,8.98,27.64,-1.29%,3744
90,"ADRD",,,,,,,,,4.91,6.48,24.15,-0.90%,6727
91,"ADRE",,,,,,,,,0.08,27.32,33.97,-0.38%,70417
