"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.61,,0.17,41.67%,128503
2,"AMTY","Amerityre Corp.","Consumer Goods","Rubber & Plastics","USA",2.38,,0.10,29.87%,36855
3,"BIOF","BioFuel Energy Corp.","Basic Materials","Specialty Chemicals","USA",15.55,,3.39,16.49%,1125918
4,"CCIH","ChinaCache International Holdings Ltd.","Technology","Internet Information Providers","China",481.76,,26.07,23.55%,2068755
5,"CDTI","Clean Diesel Technologies Inc.","Industrial Goods","Pollution & Treatment Controls","USA",24.97,,3.27,21.11%,1264267
6,"CHMP","Champion Industries Inc.","Consumer Goods","Business Equipment","USA",5.20,,0.56,21.74%,16100
7,"FATE","Fate Therapeutics, Inc.","Healthcare","Biotechnology","USA",8.80,,8.98,28.84%,102634
8,"HPJ","Highpower International, Inc.","Industrial Goods","Industrial Electrical Equipment","China",70.75,86.33,6.06,16.99%,2114544
9,"NEWN","New Energy Systems Group","Technology","Diversified Electronics","China",0.76,,0.08,53.85%,12390
10,"ORCT","Orckit Communications Ltd.","Technology","Communication Equipment","Israel",1.71,,0.10,33.16%,400
11,"PAL","North American Palladium Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",70.01,,0.45,15.92%,18657336
12,"PLUG","Plug Power Inc.","Technology","Diversified Electronics","USA",392.99,,5.82,24.63%,83193768
13,"RDNT","RadNet, Inc.","Healthcare","Medical Laboratories & Research","USA",76.12,1.45,2.29,18.04%,2171643
14,"RUSS","Direxion Daily Russia Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,20.98,21.20%,932043
15,"SSY","SunLink Health Systems Inc.","Healthcare","Hospitals","USA",11.71,41.33,1.46,17.74%,51947
16,"VIMC","Vimicro International Corp.","Technology","Semiconductor - Specialized","China",85.02,14.10,4.24,43.24%,2239473
17,"XGTI","xG Technology, Inc.","Technology","Wireless Communications","USA",16.43,,1.95,50.00%,9439761
