"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",19279.09,28.22,57.38,-0.81%,1189401
2,"AA","Alcoa Inc.","Basic Materials","Aluminum","USA",19515.15,,16.71,0.72%,7570575
3,"AADR","AdvisorShares WCM/BNY MlnFcsd GR ADR ETF","Financial","Exchange Traded Fund","USA",,,38.75,0.39%,13492
4,"AAIT","iShares MSCI All Country Asia Info Tech","Financial","Exchange Traded Fund","USA",,,35.28,2.41%,507
5,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",28152.62,,38.99,-0.26%,6438773
6,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",1570.24,122.34,705.00,0.57%,7656
7,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",85.28,16.48,4.01,-2.67%,6571
8,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",1843.91,20.90,25.14,-1.41%,1019596
9,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",289.78,163.17,21.20,8.27%,668749
10,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1027.04,28.72,18.75,0.43%,49823
11,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",9929.66,21.80,137.44,1.01%,555359
12,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",604116.20,16.30,102.13,1.23%,46636284
13,"AAT","American Assets Trust, Inc.","Financial","REIT - Retail","USA",1486.59,105.70,34.81,-0.20%,154152
14,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",98.00,,1.42,-0.70%,29413
15,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",1058.48,,6.13,-1.61%,447773
16,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",845.96,9.25,33.71,0.66%,177650
17,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",,,66.18,0.09%,439397
18,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2654.53,15.58,27.25,-0.62%,157939
19,"ABAX","Abaxis, Inc.","Healthcare","Medical Laboratories & Research","USA",1066.32,68.62,47.16,-0.40%,73877
20,"ABB","ABB Ltd.","Industrial Goods","Diversified Machinery","Switzerland",53077.01,20.69,22.88,-0.39%,815671
21,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",88775.19,21.53,55.70,-0.09%,11001578
22,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",17214.43,68.50,76.37,-0.46%,765474
23,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",637.21,25.62,23.47,-1.51%,100278
24,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",74.15,,1.65,0.00%,15623
25,"ABCO","The Advisory Board Company","Services","Business Services","USA",1819.36,104.42,50.09,-0.06%,206258
26,"ABG","Asbury Automotive Group, Inc.","Services","Auto Dealerships","USA",2116.22,18.26,69.81,0.09%,140461
27,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",30.09,,1.43,0.00%,66197
28,"ABM","ABM Industries Incorporated","Services","Business Services","USA",1484.00,21.90,26.39,-0.42%,98601
29,"ABMD","ABIOMED, Inc.","Healthcare","Medical Appliances & Equipment","USA",1043.46,151.71,26.03,0.93%,247981
30,"ABR","Arbor Realty Trust Inc.","Financial","REIT - Diversified","USA",351.27,22.45,6.98,0.29%,56370
31,"ABT","Abbott Laboratories","Healthcare","Medical Appliances & Equipment","USA",64358.36,30.79,42.60,-0.47%,2778084
32,"ABTL","Autobytel Inc.","Technology","Internet Information Providers","USA",75.85,2.49,8.28,-1.43%,92385
33,"ABX","Barrick Gold Corporation","Basic Materials","Gold","Canada",21269.83,,18.12,-0.71%,3553186
34,"ABY","Abengoa Yield plc","Utilities","Electric Utilities","United Kingdom",3088.00,,38.70,0.26%,150483
35,"ACAD","ACADIA Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",2367.67,,23.58,-0.97%,680892
36,"ACAS","American Capital, Ltd.","Financial","Asset Management","USA",4176.73,44.43,15.49,-0.39%,1214621
37,"ACAT","Arctic Cat Inc.","Consumer Goods","Recreational Vehicles","USA",486.44,13.74,37.25,-1.06%,132149
38,"ACC","American Campus Communities, Inc.","Financial","REIT - Residential","USA",4120.60,70.13,39.43,0.41%,284781
39,"ACCO","ACCO Brands Corporation","Consumer Goods","Office Supplies","USA",878.82,9.85,7.66,-0.26%,536838
40,"ACCU","AdvisorShares Accuvest Global Opport ETF","Financial","Exchange Traded Fund","USA",,,27.59,0.00%,0
41,"ACE","ACE Limited","Financial","Property & Casualty Insurance","Switzerland",35456.63,10.57,105.90,0.27%,635664
42,"ACET","Aceto Corp.","Basic Materials","Chemicals - Major Diversified","USA",556.21,18.98,19.19,-0.88%,106022
43,"ACFC","Atlantic Coast Financial Corporation","Financial","Regional - Southeast Banks","USA",64.48,,4.14,-0.48%,3776
44,"ACFN","Acorn Energy, Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",43.51,,1.94,-1.02%,68469
45,"ACG","AllianceBernstein Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",1836.40,,7.56,0.00%,574703
46,"ACGL","Arch Capital Group Ltd.","Financial","Property & Casualty Insurance","Bermuda",7501.31,11.74,55.67,0.27%,338355
47,"ACH","Aluminum Corporation Of China Limited","Basic Materials","Aluminum","China",7858.70,,11.06,-1.25%,96538
48,"ACHC","Acadia Healthcare Company, Inc.","Healthcare","Specialized Health Services","USA",3068.77,41.71,51.98,1.33%,336352
49,"ACHN","Achillion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1149.03,,11.45,-2.55%,13401755
50,"ACI","Arch Coal Inc.","Basic Materials","Industrial Metals & Minerals","USA",675.08,,3.18,0.00%,2171427
51,"ACIM","SPDR MSCI ACWI IMI","Financial","Exchange Traded Fund","USA",,,66.11,1.18%,706
52,"ACIW","ACI Worldwide, Inc.","Technology","Technical & System Software","USA",2230.26,34.91,19.39,-0.82%,411782
53,"ACLS","Axcelis Technologies Inc.","Technology","Semiconductor Equipment & Materials","USA",213.16,,2.01,5.24%,488984
54,"ACM","AECOM Technology Corporation","Services","Technical Services","USA",3793.17,15.56,37.69,-1.15%,942042
55,"ACMP","Access Midstream Partners, L.P.","Basic Materials","Oil & Gas Equipment & Services","USA",12021.68,43.46,63.72,1.13%,438031
56,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",54775.18,19.25,80.98,-0.78%,1717970
57,"ACNB","ACNB Corp.","Financial","Regional - Southwest  Banks","USA",115.09,11.75,19.12,-0.16%,2039
58,"ACOR","Acorda Therapeutics, Inc.","Healthcare","Biotechnology","USA",1366.48,72.73,33.01,0.86%,389752
59,"ACPW","Active Power Inc.","Industrial Goods","Diversified Machinery","USA",51.70,,2.23,-0.45%,31556
60,"ACRE","Ares Commercial Real Estate Corporation","Financial","REIT - Diversified","USA",357.79,16.46,12.53,0.16%,95180
61,"ACRX","AcelRx Pharmaceuticals, Inc.","Healthcare","Medical Appliances & Equipment","USA",303.16,,7.25,3.72%,1066767
62,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",99.88,,0.95,1.06%,280876
63,"ACT","Actavis plc","Healthcare","Drugs - Generic","USA",60177.29,484.51,226.31,-0.62%,1082747
64,"ACTG","Acacia Research Corporation","Services","Business Services","USA",871.74,,17.54,0.80%,239304
65,"ACTS","Actions Semiconductor Co., Ltd.","Technology","Semiconductor - Specialized","China",164.40,,2.40,0.00%,50527
66,"ACU","Acme United Corp.","Consumer Goods","Housewares & Accessories","USA",53.30,12.99,16.61,0.67%,8152
67,"ACUR","Acura Pharmaceuticals, Inc.","Healthcare","Drug Delivery","USA",44.89,,0.94,2.00%,93114
68,"ACW","Accuride Corp.","Consumer Goods","Auto Parts","USA",224.71,,4.75,0.85%,117715
69,"ACWI","iShares MSCI ACWI","Financial","Exchange Traded Fund","USA",,,60.99,0.16%,737229
70,"ACWX","iShares MSCI ACWI ex US","Financial","Exchange Traded Fund","USA",,,48.00,0.23%,426156
71,"ACXM","Acxiom Corporation","Technology","Information Technology Services","USA",1431.90,,18.66,0.54%,410067
72,"ACY","AeroCentury Corp.","Services","Rental & Leasing Services","USA",19.22,,11.83,-0.92%,768
73,"ADAT","Authentidate Holding Corp.","Technology","Healthcare Information Services","USA",27.28,,0.70,-1.41%,31729
74,"ADBE","Adobe Systems Inc.","Technology","Application Software","USA",35577.59,127.73,71.55,0.03%,1699276
75,"ADC","Agree Realty Corp.","Financial","Property Management","USA",443.71,23.54,29.60,-0.20%,33031
76,"ADEP","Adept Technology Inc.","Industrial Goods","Diversified Machinery","USA",117.58,,8.75,-2.89%,541068
77,"ADES","Advanced Emissions Solutions, Inc.","Industrial Goods","Pollution & Treatment Controls","USA",447.55,,20.45,-0.39%,83816
78,"ADGE","American DG Energy, Inc.","Industrial Goods","Diversified Machinery","USA",65.90,,1.23,-1.60%,37454
79,"ADHD","Alcobra Ltd.","Healthcare","Biotechnology","Israel",281.12,,19.72,-4.32%,205441
80,"ADI","Analog Devices, Inc.","Technology","Semiconductor - Integrated Circuits","USA",16401.25,23.10,51.03,-2.27%,4732650
81,"ADK","AdCare Health Systems Inc.","Healthcare","Long-Term Care Facilities","USA",89.59,,4.96,0.20%,59210
82,"ADM","Archer Daniels Midland Company","Consumer Goods","Farm Products","USA",31759.58,19.76,49.58,0.77%,1614878
83,"ADMP","Adamis Pharmaceuticals Corporation","Healthcare","Drug Delivery","USA",40.70,,3.90,0.52%,56957
84,"ADMS","Adamas Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",305.03,5.07,18.19,-0.05%,23531
85,"ADNC","Audience, Inc.","Technology","Semiconductor - Integrated Circuits","USA",196.90,,8.55,-1.38%,179152
86,"ADP","Automatic Data Processing, Inc.","Technology","Business Software & Services","USA",40309.88,26.95,83.67,-0.18%,855501
87,"ADPT","Adeptus Health Inc.","Healthcare","Hospitals","USA",570.06,,28.19,1.62%,68749
88,"ADRA","BLDRS Asia 50 ADR ETF","Financial","Exchange Traded Fund","USA",,,30.85,-0.06%,9133
89,"ADRD","BLDRS Developed Markets 100 ADR ETF","Financial","Exchange Traded Fund","USA",,,25.20,0.20%,582
90,"ADRE","BLDRS Emerging Markets 50 ADR ETF","Financial","Exchange Traded Fund","USA",,,43.45,0.81%,13111
91,"ADRU","BLDRS Europe Select ADR ETF","Financial","Exchange Traded Fund","USA",,,25.23,0.20%,208
92,"ADS","Alliance Data Systems Corporation","Services","Business Services","USA",14790.42,33.00,265.58,-0.29%,327702
93,"ADSK","Autodesk, Inc.","Technology","Technical & System Software","USA",12359.67,73.30,53.78,-0.85%,1158325
94,"ADT","The ADT Corporation","Services","Security & Protection Services","USA",6455.77,22.48,36.92,-0.49%,1500649
95,"ADTN","ADTRAN Inc.","Technology","Communication Equipment","USA",1251.22,25.13,23.04,0.74%,249592
96,"ADUS","Addus HomeCare Corporation","Healthcare","Home Health Care","USA",243.32,22.61,21.77,-1.76%,29810
97,"ADVS","Advent Software, Inc.","Technology","Application Software","USA",1640.12,38.33,32.55,2.33%,356810
98,"ADX","The Adams Express Company","Financial","Closed-End Fund - Equity","USA",1323.24,4.49,14.16,0.35%,103556
99,"ADXS","Advaxis, Inc.","Healthcare","Biotechnology","USA",71.84,,3.74,0.27%,294464
