"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1392.75,,37.47,-15.72%,544322
2,"ARWR","Arrowhead Research Corp.","Healthcare","Biotechnology","USA",781.26,,17.37,-16.09%,7561923
3,"ASTM","Aastrom Biosciences, Inc.","Healthcare","Biotechnology","USA",19.74,,5.08,-21.73%,2002620
4,"AXU","Alexco Resource Corporation","Basic Materials","Industrial Metals & Minerals","Canada",129.25,,1.81,-15.81%,948346
5,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.23,,0.02,-19.67%,5215
6,"DRAM","Dataram Corporation","Technology","Data Storage Devices","USA",7.39,,3.30,-15.17%,252552
7,"HAUP","Hauppauge Digital Inc.","Technology","Computer Peripherals","USA",1.82,,0.13,-26.11%,134825
8,"IDRA","Idera Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",277.98,,4.79,-21.22%,11294587
9,"JNUG","Direxion Daily Jr Gld Mnrs Bull 3X Shrs","Financial","Exchange Traded Fund","USA",,,22.11,-19.78%,1701959
10,"LRY","Liberty Property Trust","Financial","REIT - Office","USA",,,20.62,-44.27%,0
11,"ORCT","Orckit Communications Ltd.","Technology","Communication Equipment","Israel",1.68,,0.06,-16.37%,39742
12,"PNRG","PrimeEnergy Corp.","Basic Materials","Independent Oil & Gas","USA",148.67,12.77,52.30,-15.04%,3642
13,"PWO","PowerShares Dynamic OTC","Financial","Exchange Traded Fund","USA",,,52.00,-27.58%,5715
14,"THM","International Tower Hill Mines Ltd.","Basic Materials","Gold","Canada",99.05,,0.85,-16.33%,1008679
15,"TSTC","Telestone Technologies Corp.","Technology","Communication Equipment","China",3.08,,0.21,-16.00%,8116
16,"WTSL","Wet Seal Inc.","Services","Apparel Stores","USA",129.78,,1.26,-18.71%,4666777
17,"XXII","22nd Century Group, Inc.","Healthcare","Biotechnology","USA",179.78,,2.69,-23.80%,3007023
