"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13822.29,335.90,334.65,0.30%,-40.06%,85.90%,1.04%,0.68%,0.88,2576.47,41.97,1.99%,1348778
2,"AA",19466.72,1216.67,1177.30,0.30%,-29.31%,68.30%,1.71%,3.08%,1.94,18653.54,15.80,-1.25%,8985371
3,"AAAP",,,,,,,,,,,,,0
4,"AAC",619.33,21.08,7.73,42.60%,0.00%,15.60%,,9.47%,10.05,72.85,29.98,2.04%,62228
5,"AADR",,,,,,,,,,1.76,38.56,-0.21%,438
6,"AAIT",,,,,,,,,0.29,1.11,35.07,1.33%,615
7,"AAL",35705.20,717.26,713.68,0.55%,-0.17%,69.30%,-1.20%,1.76%,0.94,13369.54,50.75,1.95%,5237361
8,"AAMC",436.91,2.19,1.54,3.40%,168.03%,73.40%,3.48%,9.63%,8.55,17.38,199.92,0.21%,1143
9,"AAME",80.46,20.63,4.55,77.33%,0.00%,5.10%,2.83%,0.07%,0.95,3.50,3.99,2.31%,500
10,"AAN",2232.38,72.48,72.44,0.70%,0.00%,96.90%,-2.86%,5.30%,6.00,639.33,30.72,-0.26%,144982
11,"AAOI",151.31,14.82,13.79,1.40%,-4.50%,46.60%,-21.27%,12.50%,6.49,265.57,10.20,-0.10%,44448
12,"AAON",1276.78,54.47,41.64,21.00%,0.00%,60.50%,-0.91%,2.48%,7.64,135.15,23.40,-0.17%,34035
13,"AAP",11187.18,72.99,71.21,0.50%,-21.95%,97.90%,1.66%,4.14%,3.29,896.55,153.01,-0.17%,441883
14,"AAPL",748189.12,5824.75,5821.19,0.05%,-32.89%,62.20%,-0.26%,1.01%,1.06,55408.98,128.68,0.18%,27242495
15,"AAT",1846.88,43.61,37.33,0.90%,101.40%,99.30%,0.70%,1.64%,4.06,151.08,42.65,0.71%,22966
16,"AAU",77.66,68.73,56.87,5.36%,0.00%,5.90%,124.65%,0.13%,0.32,236.27,1.08,-4.34%,60899
17,"AAV",924.32,168.98,167.94,0.25%,0.00%,58.00%,4.01%,0.46%,3.41,228.28,5.49,0.37%,84547
18,"AAVL",992.36,24.84,17.65,15.60%,-9.14%,63.00%,7.56%,8.07%,4.39,324.71,39.01,-2.35%,114440
19,"AAWW",1185.17,24.81,24.28,1.10%,-18.50%,99.80%,-1.90%,7.07%,7.10,241.90,46.76,-2.11%,147090
20,"AAXJ",,,,,,,,,1.78,1201.11,63.58,0.36%,785809
21,"AB",2720.52,100.76,91.57,0.30%,-1.63%,29.50%,0.06%,0.54%,1.49,333.55,27.10,0.37%,150212
22,"ABAC",58.30,32.39,16.88,53.91%,0.00%,0.60%,-3.09%,0.09%,1.47,10.59,1.55,-13.89%,435
23,"ABAX",1359.84,22.54,21.29,3.30%,-5.52%,,0.50%,18.59%,18.64,212.29,60.00,-0.55%,102748
24,"ABB",49113.83,2316.69,2292.15,,,5.30%,11.21%,0.14%,1.53,2071.17,21.55,1.65%,1211140
25,"ABBV",94013.55,1593.45,1572.60,0.08%,-0.80%,83.30%,0.27%,0.96%,1.65,9176.52,60.39,2.36%,8702768
26,"ABC",22182.81,219.61,218.48,0.30%,-28.90%,86.80%,-0.06%,3.49%,4.26,1791.81,101.54,0.52%,570951
27,"ABCB",725.40,28.16,26.85,3.80%,-1.56%,63.50%,0.89%,3.57%,10.09,94.97,25.76,0.00%,16922
28,"ABCD",119.04,44.92,12.43,72.10%,0.02%,10.50%,-1.59%,0.15%,0.72,25.59,2.66,0.37%,8387
29,"ABCO",2256.10,42.17,41.28,0.30%,-51.08%,98.90%,6.90%,6.46%,5.79,460.51,53.40,-0.19%,121992
30,"ABCW",319.90,9.34,2.17,21.38%,0.00%,,,6.49%,5.35,26.31,34.00,-0.73%,1533
31,"ABDC",,,,,,,,,0.10,45.79,13.64,-0.37%,397862
32,"ABEV",100009.00,15700.00,5990.00,,,,,0.99%,4.60,12957.59,6.36,-0.08%,3500908
