"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CBPO","China Biologic Products, Inc.","Healthcare","Biotechnology","China",769.98,15.75,33.94,15.88%,77646
2,"CCIH","ChinaCache International Holdings Ltd.","Technology","Internet Information Providers","China",408.01,,21.45,20.03%,2216992
3,"CELH","Celsius Holdings, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",7.02,,0.44,15.79%,5726
4,"CHMP","Champion Industries Inc.","Consumer Goods","Business Equipment","USA",4.29,,0.44,15.79%,17706
5,"CHTP","Chelsea Therapeutics International Ltd.","Healthcare","Biotechnology","USA",332.68,,6.16,24.44%,44740800
6,"CPHI","China Pharma Holdings, Inc.","Healthcare","Drug Manufacturers - Major","China",24.84,,0.67,17.54%,1059315
7,"DHRM","Dehaier Medical Systems Limited","Healthcare","Medical Appliances & Equipment","China",40.79,14.02,11.89,34.65%,1840415
8,"DSTI","DayStar Technologies Inc.","Technology","Semiconductor - Specialized","USA",0.98,,0.27,17.35%,1424
9,"HEAT","SmartHeat Inc.","Industrial Goods","Industrial Equipment & Components","China",0.47,,0.15,36.36%,6786
10,"JDST","Direxion Daily Jr Gld Mnrs Bear 3X Shrs","Financial","Exchange Traded Fund","USA",,,21.56,17.94%,605339
11,"NEWN","New Energy Systems Group","Technology","Diversified Electronics","China",0.74,,0.07,40.00%,72489
12,"NNVC","NanoViricides, Inc.","Healthcare","Drug Manufacturers - Major","USA",163.51,,4.00,16.62%,1434205
13,"OCLS","Oculus Innovative Sciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",20.89,,3.80,20.63%,4021146
14,"SCIL","Scientific Learning Corp.","Services","Education & Training Services","USA",7.94,,0.40,17.65%,5666
15,"SHIP","Seanergy Maritime Holdings Corp.","Services","Shipping","Greece",16.38,,1.58,15.47%,209553
16,"SIG","Signet Jewelers Limited","Services","Jewelry Stores","Bermuda",6333.67,17.62,93.65,18.14%,12206583
17,"SPPR","Supertel Hospitality, Inc.","Financial","REIT - Hotel/Motel","USA",4.65,,2.15,33.54%,108727
18,"TNGN","Tengion, Inc.","Healthcare","Biotechnology","USA",0.47,,0.22,15.79%,81583
19,"TPI","Tianyin Pharmaceutical Co., Inc.","Healthcare","Drug Manufacturers - Other","China",26.44,3.91,1.09,21.11%,657708
20,"ZLC","Zale Corporation","Services","Jewelry Stores","USA",488.09,213.00,20.92,40.31%,32898712
