"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18021.35,333.42,331.92,0.30%,13.76%,85.40%,0.11%,1.18%,1.36,2876.45,54.05,0.00%,0
2,"AA",13690.60,1078.00,1076.56,0.20%,54.33%,69.70%,0.23%,8.07%,3.04,28542.85,12.70,0.00%,0
3,"AADR",,,,,,,,,,2.86,37.64,0.00%,0
4,"AAIT",,,,,,,,,0.25,3.90,31.85,0.00%,0
5,"AAL",16639.94,471.52,467.30,1.10%,340.03%,54.80%,1.87%,6.99%,2.98,10941.17,35.29,0.00%,0
6,"AAMC",2432.33,2.37,1.70,2.80%,3.11%,62.00%,11.69%,9.14%,5.93,26.23,1026.30,0.00%,0
7,"AAME",75.43,21.07,5.00,8.60%,,4.90%,3.06%,0.10%,0.47,10.14,3.58,0.00%,0
8,"AAN",2176.68,71.98,69.81,0.60%,-3.79%,0.80%,,12.61%,6.25,1409.61,30.24,0.00%,0
9,"AAOI",309.85,14.22,13.19,0.80%,96.95%,22.90%,-18.54%,2.81%,1.91,193.25,21.79,0.00%,0
10,"AAON",952.84,36.69,28.19,20.90%,-2.91%,58.60%,-0.17%,3.61%,7.75,131.47,25.97,0.00%,0
11,"AAP",8650.23,72.93,72.44,0.60%,-20.09%,95.70%,0.08%,2.18%,1.77,890.41,118.61,0.00%,0
12,"AAPL",466938.91,891.99,890.70,0.04%,5.94%,61.60%,-0.06%,2.32%,1.86,11085.76,523.48,0.00%,0
13,"AAT",1332.06,40.39,34.34,1.20%,-7.27%,86.10%,0.06%,2.08%,4.22,169.44,32.98,0.00%,0
14,"AAU",91.97,63.87,52.88,5.36%,,5.90%,148.19%,0.78%,2.31,177.95,1.44,0.00%,0
15,"AAV",924.43,169.62,167.57,0.25%,,58.00%,3.99%,0.06%,0.49,217.61,5.45,0.00%,0
16,"AAWW",869.39,25.04,24.44,1.60%,25.73%,98.20%,1.81%,10.56%,6.40,403.56,34.72,0.00%,0
17,"AAXJ",,,,,,,,,0.66,689.95,60.80,0.00%,0
18,"AB",2414.19,96.03,94.60,0.20%,-0.77%,29.10%,0.54%,2.56%,5.63,429.20,25.14,0.00%,0
19,"ABAX",875.09,22.25,21.01,2.60%,2.12%,97.20%,3.11%,15.25%,16.75,191.26,39.33,0.00%,0
20,"ABB",59795.04,2337.57,2292.11,,,5.60%,-0.01%,0.28%,3.37,1888.25,25.58,0.00%,0
21,"ABBV",75572.97,1596.05,1594.47,0.10%,19.10%,69.90%,0.08%,0.73%,1.73,6729.99,47.35,0.00%,0
22,"ABC",14898.00,229.20,226.31,0.20%,-1.08%,86.80%,-0.21%,2.82%,3.33,1913.14,65.00,0.00%,0
23,"ABCB",567.84,25.17,24.20,2.80%,8.97%,63.10%,-0.48%,2.57%,5.96,104.27,22.56,0.00%,0
24,"ABCD",95.59,44.88,13.08,71.14%,-2.81%,15.30%,-10.04%,0.12%,0.49,31.48,2.13,0.00%,0
25,"ABCO",2193.34,36.14,35.93,0.60%,8.51%,96.80%,0.22%,7.97%,11.37,251.80,60.69,0.00%,0
26,"ABFS",943.22,25.87,24.48,3.30%,15.26%,94.90%,0.02%,5.62%,3.70,371.64,36.46,0.00%,0
27,"ABG",1693.12,30.84,30.22,1.80%,-8.57%,98.10%,-0.02%,3.61%,3.23,337.96,54.90,0.00%,0
28,"ABIO",38.36,20.96,18.08,2.60%,21.30%,16.90%,-1.62%,20.33%,3.97,926.35,1.83,0.00%,0
29,"ABM",1577.49,55.86,50.48,1.80%,5.79%,83.60%,0.11%,2.38%,5.55,216.40,28.24,0.00%,0
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.32,18.09,0.12,0.00%,0
31,"ABMD",953.29,39.82,39.37,2.10%,1.21%,98.60%,0.12%,10.97%,9.06,477.01,23.94,0.00%,0
32,"ABR",341.52,49.14,37.49,0.50%,-9.90%,58.30%,-0.01%,0.40%,1.05,142.31,6.95,0.00%,0
33,"ABT",57494.79,1543.07,1540.10,0.20%,4.79%,69.70%,0.09%,1.10%,1.98,8585.72,37.26,0.00%,0
34,"ABTL",111.11,8.91,8.77,8.62%,-44.18%,56.40%,6.46%,2.12%,0.55,336.28,12.47,0.00%,0
35,"ABX",21792.46,1159.79,1161.10,,,73.90%,2.71%,0.88%,0.79,12961.18,18.79,0.00%,0
36,"ACAD",1953.90,97.50,97.27,0.10%,23.33%,86.40%,0.68%,11.08%,5.25,2050.70,20.04,0.00%,0
37,"ACAS",3930.99,269.80,259.27,1.10%,-8.90%,66.10%,-0.02%,1.72%,1.49,2997.77,14.57,0.00%,0
38,"ACAT",584.20,13.14,12.96,0.10%,318.47%,98.80%,7.48%,7.22%,3.81,245.53,44.46,0.00%,0
39,"ACC",3945.67,104.91,104.28,0.50%,22.12%,99.00%,1.00%,2.26%,2.77,850.28,37.61,0.00%,0
40,"ACCL",695.88,55.76,55.33,0.92%,-17.66%,88.90%,0.05%,2.69%,1.53,976.39,12.48,0.00%,0
41,"ACCO",684.60,114.10,112.78,0.60%,17.51%,,0.20%,14.11%,21.14,753.05,6.00,0.00%,0
42,"ACCU",,,,,,,,,,13.04,26.96,0.00%,0
43,"ACE",33320.46,337.97,334.38,0.60%,16.29%,94.90%,0.11%,1.54%,2.84,1816.45,98.59,0.00%,0
44,"ACET",560.51,28.38,26.87,2.00%,8.82%,64.40%,-0.09%,2.26%,1.83,330.69,19.75,0.00%,0
45,"ACFC",64.41,15.52,13.07,1.20%,,47.20%,-15.23%,0.03%,0.19,23.22,4.15,0.00%,0
46,"ACFN",65.43,22.18,20.45,7.00%,10.22%,41.90%,-0.01%,10.46%,12.32,173.55,2.95,0.00%,0
47,"ACG",1763.60,242.92,242.79,,,30.90%,10.36%,0.03%,0.07,996.73,7.26,0.00%,0
48,"ACGL",7524.23,134.05,128.49,1.00%,-3.87%,92.60%,0.33%,1.51%,3.81,508.34,56.13,0.00%,0
49,"ACH",7545.02,738.26,156.18,,,1.60%,-0.03%,1.58%,18.07,136.35,10.22,0.00%,0
50,"ACHC",2152.84,50.56,46.87,2.20%,-12.23%,72.50%,1.71%,9.04%,12.06,351.53,42.58,0.00%,0
51,"ACHN",290.37,96.79,96.58,0.10%,-0.71%,97.80%,6.07%,18.36%,9.32,1901.88,3.00,0.00%,0
52,"ACI",1046.69,212.31,211.14,0.54%,-1.55%,68.80%,8.46%,16.48%,3.92,8881.08,4.93,0.00%,0
53,"ACIM",,,,,,,,,,1.63,62.55,0.00%,0
54,"ACIW",2206.65,38.45,37.89,1.30%,12.87%,98.90%,0.82%,4.67%,5.69,310.93,57.39,0.00%,0
55,"ACLS",221.92,110.96,109.28,0.50%,-5.61%,52.90%,-0.02%,1.46%,2.06,775.00,2.00,0.00%,0
56,"ACM",3253.13,99.06,88.96,1.00%,-17.22%,72.00%,0.20%,0.71%,0.98,644.08,32.84,0.00%,0
57,"ACMP",11476.16,201.69,173.67,21.30%,-10.16%,67.80%,-2.56%,0.72%,3.23,389.37,56.90,0.00%,0
