"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19209.11,333.26,332.63,0.30%,2.78%,85.60%,0.08%,0.71%,1.34,1763.12,57.74,0.17%,967468
2,"AA",19350.46,1176.32,1174.79,0.20%,1.60%,68.70%,1.47%,5.16%,4.04,15005.64,16.48,0.18%,7284947
3,"AADR",,,,,,,,,,6.15,38.36,0.34%,7756
4,"AAIT",,,,,,,,,0.34,3.92,35.02,0.55%,385
5,"AAL",28699.97,720.20,715.84,0.70%,12.05%,70.00%,20.18%,2.11%,1.20,12553.61,39.42,-1.08%,7054219
6,"AAMC",1388.80,2.24,1.56,3.60%,11.01%,72.30%,-2.59%,13.08%,10.27,19.86,659.00,6.29%,16300
7,"AAME",85.91,20.70,4.63,75.13%,-0.03%,4.90%,1.10%,0.12%,0.51,11.30,4.15,0.00%,700
8,"AAN",1889.46,72.31,71.91,0.70%,8.81%,0.80%,-85.37%,7.40%,7.32,727.38,25.85,-1.07%,707627
9,"AAOI",284.60,14.80,13.72,1.10%,-1.81%,63.80%,28.90%,8.68%,5.10,233.57,19.42,0.99%,113884
10,"AAON",1021.54,55.01,42.18,21.00%,-1.50%,57.40%,-0.79%,3.24%,8.24,165.89,18.67,0.54%,113063
11,"AAP",9882.22,72.98,72.52,0.60%,2.82%,97.20%,1.81%,2.39%,2.36,733.15,136.33,0.68%,432741
12,"AAPL",606690.99,5987.87,5983.79,0.04%,1.74%,62.50%,0.53%,1.73%,1.95,53115.30,101.54,0.22%,39995568
13,"AAT",1492.13,42.62,36.51,1.10%,28.16%,86.10%,2.29%,2.40%,5.29,165.34,34.85,-0.46%,97022
14,"AAU",98.00,68.53,57.19,5.36%,,5.90%,125.47%,0.33%,1.21,157.49,1.44,0.70%,45348
15,"AAV",1000.71,169.90,168.09,0.25%,,58.00%,3.98%,0.11%,0.44,414.54,5.98,1.53%,287861
16,"AAWW",855.81,25.26,24.68,2.20%,3.16%,94.30%,-1.12%,9.12%,10.01,224.89,33.47,-1.21%,156794
17,"AAXJ",,,,,,,,,2.58,484.50,65.93,0.33%,125220
18,"AB",2592.57,96.81,91.23,0.20%,19.06%,28.40%,0.09%,1.03%,3.09,305.25,27.39,2.28%,310364
19,"ABAX",1043.13,22.52,21.22,5.90%,9.57%,97.20%,-0.65%,13.43%,16.24,175.42,45.71,-1.32%,149898
20,"ABB",52522.44,2310.71,2291.83,,,3.80%,-3.92%,0.19%,2.57,1668.38,22.87,0.62%,1125842
21,"ABBV",87899.38,1592.38,1574.58,0.10%,2.25%,80.80%,15.95%,4.04%,6.40,9947.26,55.87,1.21%,7340368
22,"ABC",17187.51,224.38,212.44,0.20%,-50.67%,86.20%,0.07%,3.28%,4.62,1508.46,76.92,0.42%,455088
23,"ABCB",624.11,26.74,24.08,2.00%,2.89%,63.10%,1.23%,3.22%,11.06,70.17,24.04,3.00%,160687
24,"ABCD",72.80,44.94,13.20,0.10%,-2.77%,11.00%,-2.70%,0.04%,0.22,24.54,1.66,2.47%,37450
25,"ABCO",1811.01,36.30,36.00,0.80%,79.93%,96.80%,-1.78%,9.28%,13.74,243.25,49.10,-1.58%,244583
26,"ABG",2068.58,30.34,29.83,0.90%,-24.37%,99.50%,-0.96%,4.91%,6.28,233.23,68.88,1.03%,216318
27,"ABIO",28.40,21.04,17.46,2.60%,29.62%,13.30%,7.37%,16.79%,15.36,190.95,1.37,1.48%,128969
28,"ABM",1476.72,56.00,50.64,1.80%,2.44%,85.20%,-1.81%,2.34%,5.78,204.48,26.13,-0.91%,171516
29,"ABMD",1007.05,40.46,39.79,3.20%,6.32%,99.70%,11.66%,20.10%,29.41,271.95,25.11,0.88%,162271
30,"ABR",352.28,50.47,38.62,3.30%,14.27%,58.70%,1.53%,0.24%,0.76,119.48,6.98,0.00%,184159
31,"ABT",63320.81,1503.70,1500.55,0.20%,-5.47%,69.20%,-0.02%,0.82%,2.47,4999.97,42.49,0.90%,2424195
32,"ABTL",77.03,9.03,8.90,8.62%,0.43%,63.60%,2.87%,3.43%,2.26,134.86,8.38,-1.76%,194987
33,"ABX",21258.17,1165.47,1161.33,,,72.10%,-2.21%,1.24%,1.58,9093.87,18.01,-1.26%,5634629
34,"ABY",3077.60,80.00,79.99,,,33.00%,,0.71%,0.75,759.10,38.17,-0.78%,276863
35,"ACAD",2204.58,99.44,99.18,0.10%,21.03%,95.70%,3.82%,16.35%,16.15,1003.94,23.15,4.42%,804805
36,"ACAS",4131.07,268.60,263.28,1.80%,13.13%,67.90%,0.60%,0.88%,0.81,2853.60,15.56,1.17%,1368173
37,"ACAT",474.94,12.92,12.76,2.10%,18.32%,92.30%,-5.03%,7.44%,4.25,223.16,37.25,1.33%,237652
38,"ACC",4101.71,104.93,104.34,0.60%,-6.11%,99.00%,-2.95%,1.34%,2.46,568.54,39.13,0.10%,390324
39,"ACCO",875.39,114.43,113.13,0.90%,50.16%,,0.49%,14.00%,22.44,705.50,7.64,-0.13%,3052379
40,"ACCU",,,,,,,,,,4.78,27.59,0.00%,0
41,"ACE",35167.93,335.70,333.49,0.70%,12.71%,92.90%,-0.35%,2.01%,5.69,1180.37,105.28,0.50%,709296
42,"ACET",558.51,28.73,27.15,2.30%,14.76%,76.60%,7.65%,3.98%,5.43,199.34,19.21,-1.18%,124661
43,"ACFC",64.79,15.50,15.51,34.25%,,51.70%,0.16%,0.08%,0.65,18.63,4.18,0.00%,6211
44,"ACFN",41.29,22.20,20.19,7.20%,25.33%,21.50%,-39.02%,5.83%,2.67,440.01,1.92,3.23%,230008
45,"ACG",1829.11,242.91,242.88,,,34.50%,7.64%,0.11%,0.49,520.05,7.56,0.40%,279007
46,"ACGL",7497.25,135.11,130.14,1.80%,3.93%,89.20%,-1.33%,0.94%,3.15,388.61,55.61,0.22%,362273
47,"ACH",7788.54,701.67,156.18,,,1.40%,-0.67%,1.23%,15.07,127.19,11.14,0.36%,132320
48,"ACHC",3007.15,59.82,56.16,1.90%,-3.48%,72.50%,28.68%,8.31%,10.01,466.52,50.63,0.72%,227647
49,"ACHN",954.43,97.79,97.54,13.04%,-18.15%,91.00%,5.50%,16.07%,2.10,7447.60,10.78,10.45%,14343792
50,"ACI",668.71,212.29,211.10,0.54%,-0.69%,67.40%,-9.51%,16.86%,6.66,5345.08,3.13,-0.63%,2213692
51,"ACIM",,,,,,,,,,12.09,65.85,1.25%,2069
52,"ACIW",2176.65,114.08,112.48,1.70%,29.17%,98.90%,-1.50%,5.04%,8.99,631.32,19.10,0.10%,406150
53,"ACLS",209.81,111.60,109.70,0.80%,7.85%,57.70%,2.94%,2.52%,7.64,362.01,1.91,1.60%,418007
54,"ACM",3702.65,99.48,89.45,0.50%,-45.54%,77.70%,3.69%,8.31%,5.10,1456.99,37.67,1.21%,664369
55,"ACMP",11691.61,190.79,89.09,46.80%,80.29%,71.80%,0.23%,1.95%,2.69,645.08,62.28,1.63%,259903
56,"ACN",54030.26,671.10,640.20,0.30%,-3.87%,83.40%,0.30%,2.66%,7.08,2400.53,80.98,0.58%,1734210
57,"ACNB",114.19,6.01,5.87,2.00%,4.34%,8.80%,3.93%,0.04%,0.90,2.89,19.06,0.32%,2278
58,"ACOR",1315.13,41.75,40.91,2.00%,14.86%,86.70%,4.84%,12.02%,8.84,556.19,32.36,2.73%,369952
59,"ACPW",51.70,23.08,21.32,0.40%,10.80%,47.90%,2.61%,0.61%,3.17,40.96,2.25,0.31%,28413
60,"ACRE",354.07,28.60,25.98,0.50%,26.55%,62.70%,-1.27%,2.63%,4.24,160.73,12.41,0.24%,145080
61,"ACRX",286.68,43.37,42.66,0.70%,-92.22%,84.40%,-10.27%,20.77%,7.83,1131.27,6.70,1.36%,642536
62,"ACST",99.88,106.26,50.43,,,,,0.23%,0.36,325.25,0.92,-2.13%,294021
63,"ACT",60068.94,264.26,263.02,0.40%,33.80%,67.50%,9.42%,0.83%,0.91,2396.67,226.61,-0.31%,1042283
64,"ACTG",864.73,50.10,48.71,1.40%,32.99%,82.20%,-2.53%,20.42%,21.96,453.04,17.10,-0.93%,317744
65,"ACTS",164.40,68.50,65.07,5.61%,,9.20%,57.47%,0.03%,0.20,83.14,2.39,-0.42%,43909
66,"ACU",54.23,3.23,2.79,13.20%,-0.23%,38.50%,3.50%,0.18%,0.94,5.46,16.77,-0.12%,1314
67,"ACUR",44.40,48.79,47.81,1.20%,-41.66%,57.10%,-1.21%,0.25%,1.06,111.67,0.92,1.09%,59305
68,"ACW",227.10,47.71,47.26,6.10%,-10.05%,82.70%,-6.09%,3.44%,6.64,245.17,4.65,-2.31%,182482
69,"ACWI",,,,,,,,,0.47,944.57,60.82,0.61%,566922
70,"ACWX",,,,,,,,,1.32,279.83,47.81,0.63%,406247
71,"ACXM",1415.70,77.15,76.24,1.70%,72.22%,95.70%,1.96%,4.13%,4.67,675.13,18.32,-0.19%,316315
72,"ACY",17.84,1.61,1.18,2.30%,-27.43%,25.00%,-1.47%,0.18%,0.61,3.51,11.15,0.63%,3838
73,"ADAT",29.20,38.42,36.90,0.80%,51.14%,29.50%,-2.70%,0.75%,2.57,107.01,0.75,-1.32%,20321
