"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17594.57,333.42,331.93,0.30%,13.76%,85.40%,0.11%,1.26%,1.45,2871.93,52.65,-0.23%,2840148
2,"AA",13518.12,1078.00,983.46,0.20%,53.78%,68.10%,0.24%,8.06%,2.75,28805.80,12.86,2.55%,29710480
3,"AADR",,,,,,,,,,2.83,37.12,0.16%,4986
4,"AAIT",,,,,,,,,0.25,3.90,31.70,-0.47%,933
5,"AAL",15880.79,471.52,467.30,1.10%,340.03%,54.80%,1.89%,5.47%,2.32,11014.04,33.37,-0.92%,13434090
6,"AAMC",2298.85,2.37,1.70,2.80%,3.11%,62.00%,11.69%,7.71%,5.01,26.17,953.00,-1.75%,15776
7,"AAME",74.20,21.08,5.00,8.60%,,4.90%,3.08%,0.11%,0.54,10.23,3.53,0.28%,1000
8,"AAN",2175.96,71.98,69.81,0.60%,-3.57%,0.80%,,11.84%,5.91,1398.51,30.47,0.79%,407841
9,"AAOI",304.11,14.67,13.64,1.20%,46.65%,22.00%,-19.44%,3.13%,2.20,193.80,21.53,3.86%,158090
10,"AAON",941.06,36.66,28.16,20.90%,-2.91%,58.70%,-0.17%,3.43%,7.37,131.12,26.37,2.73%,132097
11,"AAP",8479.28,72.94,72.45,0.60%,-20.09%,95.70%,0.13%,2.38%,1.94,889.34,117.20,0.82%,658844
12,"AAPL",463486.91,891.99,890.71,0.04%,5.94%,61.60%,-0.06%,2.49%,2.00,11063.83,521.68,0.40%,7294361
13,"AAT",1319.54,40.39,34.34,1.20%,-7.27%,86.10%,-0.03%,2.42%,4.92,168.82,32.65,-0.06%,106063
14,"AAU",89.30,65.18,52.88,5.36%,,5.90%,141.01%,0.80%,2.41,176.55,1.39,1.46%,48639
15,"AAV",908.71,168.28,167.50,0.25%,,58.00%,4.02%,0.07%,0.56,221.27,5.46,1.11%,713865
16,"AAWW",857.12,25.04,24.44,1.60%,25.73%,98.20%,1.83%,11.00%,6.65,404.41,34.58,1.02%,143496
17,"AAXJ",,,,,,,,,1.38,685.26,60.84,0.28%,416631
18,"AB",2403.63,96.03,90.64,0.20%,-0.77%,29.10%,0.48%,2.75%,5.84,427.07,25.27,0.96%,238828
19,"ABAX",896.90,22.25,21.01,2.60%,2.12%,97.20%,3.11%,15.53%,17.04,191.54,39.03,-3.18%,150134
