"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19453.86,333.00,332.41,0.30%,4.94%,85.00%,0.94%,0.83%,0.98,2820.00,58.15,-0.46%,2563040
2,"AA",13047.68,1073.00,1076.05,0.20%,54.72%,67.90%,12.33%,12.02%,4.75,27194.09,11.94,-1.81%,25178686
3,"AADR",,,,,,,,,,4.17,37.83,-1.43%,675
4,"AAIT",,,,,,,,,0.64,3.41,32.45,-2.70%,917
5,"AAL",9016.04,231.06,467.30,1.10%,,53.70%,,12.15%,4.52,12569.77,38.96,-0.15%,11369896
6,"AAMC",1946.28,2.35,1.71,2.50%,3.52%,62.00%,7.68%,4.79%,3.47,23.63,804.93,-2.69%,30413
7,"AAME",83.49,21.30,5.14,8.50%,-1.47%,4.90%,1.95%,0.25%,1.09,11.95,3.85,-1.79%,10847
8,"AAN",2292.77,75.22,69.82,0.60%,-7.39%,0.80%,,12.29%,6.05,1417.72,31.18,2.30%,1199595
9,"AAOI",319.44,12.63,11.46,1.60%,,31.70%,78.59%,1.43%,1.48,110.89,27.42,8.42%,108501
10,"AAON",1125.41,36.74,28.06,0.30%,-12.68%,58.50%,0.29%,3.42%,7.21,132.89,30.45,-0.59%,70737
11,"AAP",9226.10,72.76,72.43,0.60%,-19.98%,95.50%,-1.01%,2.49%,2.00,902.50,126.78,-0.02%,612886
12,"AAPL",475312.43,896.07,890.69,0.04%,6.86%,61.60%,-0.13%,2.96%,2.18,12128.40,530.92,0.09%,6236441
13,"AAT",1308.31,39.84,34.39,1.00%,-21.33%,86.10%,0.29%,2.01%,3.76,183.90,32.76,-0.24%,136549
14,"AAU",95.51,61.23,52.88,5.36%,,5.90%,165.15%,0.86%,2.99,152.71,1.49,-4.49%,267043
15,"AAV",552.90,134.20,166.87,0.25%,,58.00%,5.10%,0.15%,2.01,127.96,4.01,-2.67%,121753
16,"AAWW",800.75,25.04,24.46,1.50%,18.64%,96.30%,-3.23%,10.55%,6.20,415.83,32.52,1.69%,211864
17,"AAXJ",,,,,,,,,0.65,778.96,57.97,-0.69%,514692
18,"AB",2200.35,92.26,94.60,0.30%,204.90%,28.90%,-4.10%,2.25%,5.69,374.48,23.91,0.25%,271469
19,"ABAX",870.13,22.27,21.03,2.60%,-1.70%,98.20%,0.77%,14.63%,15.25,201.84,39.25,0.46%,96372
20,"ABB",58596.47,2297.00,2295.97,,,5.60%,54.44%,0.20%,2.56,1815.08,25.34,-0.67%,1889748
