"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ADT","The ADT Corporation","Services","Security & Protection Services","USA",8015.72,20.11,31.48,-16.74%,36644024
2,"AGQ","ProShares Ultra Silver","Financial","Exchange Traded Fund","USA",,,60.97,-21.01%,696130
3,"BOIL","ProShares Ultra DJ-UBS Natural Gas","Financial","Exchange Traded Fund","USA",,,51.19,-18.36%,444366
4,"CARB","Carbonite, Inc.","Services","Business Services","USA",311.72,,9.99,-15.84%,987936
5,"CCGM","China CGame, Inc.","Services","Technical Services","China",1.60,,0.06,-25.00%,225
6,"DVOX","Dynavox Inc.","Technology","Application Software","USA",1.13,,0.09,-24.17%,26947
7,"ESI","ITT Educational Services Inc.","Services","Education & Training Services","USA",873.96,14.30,29.44,-21.11%,4344832
8,"HGG","hhgregg, Inc.","Services","Electronics Stores","USA",324.00,11.87,8.52,-19.32%,2308445
9,"KBIO","KaloBios Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",112.83,,3.33,-28.39%,4383529
10,"NSR","NeuStar, Inc.","Technology","Diversified Communication Services","USA",2799.04,18.00,35.11,-19.75%,7685618
11,"OSTK","Overstock.com Inc.","Services","Catalog & Mail Order Houses","USA",676.38,29.04,22.12,-22.28%,2260417
12,"PAL","North American Palladium Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",104.12,,0.47,-18.10%,10163072
13,"TWM","ProShares UltraShort Russell2000","Financial","Exchange Traded Fund","USA",,,49.83,-20.02%,1820867
14,"UGAZ","VelocityShares 3x Long Natural Gas ETN","Financial","Exchange Traded Fund","USA",,,29.88,-27.62%,4696787
