"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19160.15,333.51,332.62,0.30%,2.77%,85.50%,-0.01%,0.73%,1.45,1686.05,57.69,0.42%,1476730
2,"AA",20127.01,1176.33,1174.79,0.20%,1.60%,68.70%,1.52%,5.45%,4.32,14819.47,17.20,0.53%,13758199
3,"AADR",,,,,,,,,,7.12,38.87,0.70%,1632
4,"AAIT",,,,,,,,,0.94,3.82,34.16,-1.10%,532
5,"AAL",27338.79,720.20,715.84,0.70%,12.05%,70.10%,20.49%,2.27%,1.34,12123.63,38.58,1.65%,7815024
6,"AAMC",1572.70,2.24,1.56,3.60%,191.75%,72.60%,-2.28%,10.73%,8.45,19.79,701.11,-0.14%,24341
7,"AAME",84.29,20.71,4.63,75.13%,-0.03%,4.90%,1.10%,0.13%,0.60,10.07,4.07,0.00%,3386
8,"AAN",1850.41,72.31,71.90,0.50%,43.16%,0.80%,-85.36%,6.21%,5.96,748.94,25.72,0.51%,437622
9,"AAOI",282.68,14.80,13.71,2.80%,0.97%,63.90%,29.00%,8.17%,4.46,251.19,19.21,0.58%,100475
10,"AAON",1023.19,55.01,42.17,21.50%,-1.35%,57.40%,-0.82%,3.49%,10.33,142.39,18.67,0.38%,85720
11,"AAP",9916.52,72.98,72.52,0.60%,2.82%,97.30%,1.93%,2.54%,2.53,728.82,135.90,0.01%,400407
12,"AAPL",586751.37,5987.87,5984.11,0.04%,15.03%,62.50%,0.51%,1.59%,1.87,50766.20,101.00,3.07%,99905352
13,"AAT",1502.85,42.61,36.51,1.10%,25.76%,86.10%,2.24%,1.92%,4.61,152.18,34.63,-1.81%,124016
14,"AAU",101.03,67.35,57.19,5.36%,,5.90%,130.54%,0.37%,1.14,185.09,1.49,-0.67%,113435
15,"AAV",969.29,169.16,168.09,0.25%,,58.00%,4.00%,0.13%,0.57,385.38,5.76,0.52%,250923
16,"AAVL",667.58,22.26,11.28,29.60%,,18.70%,,0.72%,0.24,337.03,30.74,2.50%,54753
17,"AAWW",857.07,25.26,24.68,2.20%,-0.36%,99.90%,-1.14%,11.48%,12.10,234.29,33.98,0.15%,126845
18,"AAXJ",,,,,,,,,2.63,475.90,65.28,-0.26%,459477
19,"AB",2593.54,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.87%,2.94,270.85,27.03,0.90%,125450
20,"ABAC",27.08,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.32,42.05,1.37,7.03%,55923
21,"ABAX",1099.43,22.52,21.22,5.90%,7.44%,97.20%,-0.70%,11.83%,15.31,163.88,48.97,0.31%,81323
22,"ABB",53071.08,2299.44,2291.83,,,3.80%,-3.90%,0.15%,2.30,1539.51,23.00,-0.35%,1765328
23,"ABBV",90707.11,1592.75,1574.97,0.06%,20.72%,80.70%,15.92%,5.35%,7.75,10879.07,57.19,0.42%,8737188
24,"ABC",17501.64,224.38,212.44,0.20%,1.82%,86.30%,0.14%,3.28%,5.33,1307.66,77.96,-0.05%,913589
25,"ABCB",607.53,26.74,24.08,2.00%,2.89%,63.00%,1.15%,3.37%,10.84,74.86,23.08,1.58%,44818
26,"ABCD",71.01,44.94,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.28,25.19,1.52,-3.80%,11577
27,"ABCO",1717.61,36.29,36.00,0.80%,32.98%,96.80%,-1.84%,9.08%,13.56,240.93,48.42,2.30%,338371
28,"ABG",2109.24,30.34,29.85,0.70%,-36.86%,99.50%,-1.02%,5.28%,6.96,226.29,69.00,-0.75%,321288
29,"ABIO",28.18,21.03,17.46,29.03%,21.26%,13.30%,7.37%,15.86%,18.32,151.12,1.34,0.00%,83384
30,"ABM",1556.54,55.75,50.64,1.80%,-0.50%,85.20%,-1.87%,2.37%,5.78,207.35,27.80,-0.43%,226450
31,"ABMD",1009.07,40.46,39.80,3.20%,6.06%,99.70%,11.60%,20.63%,34.07,241.03,24.83,-0.44%,225476
32,"ABR",346.80,50.48,38.62,3.30%,14.27%,58.70%,1.53%,0.20%,0.66,119.97,6.77,-1.46%,123123
33,"ABT",64403.47,1503.70,1500.64,0.10%,5.32%,69.10%,-0.18%,0.79%,2.40,4921.25,42.90,0.16%,3492951
34,"ABTL",74.59,9.03,8.90,8.62%,0.43%,63.60%,2.87%,2.87%,2.08,122.78,8.26,0.00%,44478
35,"ABX",19638.70,1163.43,1161.33,,,72.10%,-2.21%,1.24%,1.60,8971.97,16.74,-0.83%,9982132
36,"ABY",3018.40,80.00,79.99,,,33.60%,,0.86%,1.03,663.52,37.89,0.42%,50656
37,"ACAD",2682.89,99.44,99.18,22.95%,-0.04%,95.60%,3.78%,16.57%,14.78,1112.21,27.31,1.22%,970383
38,"ACAS",4098.84,268.60,263.28,1.30%,21.46%,68.00%,0.61%,0.77%,0.78,2590.24,15.25,-0.07%,2005110
39,"ACAT",462.28,12.92,12.75,2.10%,18.32%,92.20%,-5.06%,6.16%,4.11,190.96,36.84,2.96%,125350
40,"ACC",4180.41,104.93,104.34,0.10%,1.94%,99.00%,-2.91%,1.30%,2.31,586.37,39.17,-1.68%,628074
41,"ACCO",891.33,114.42,113.13,0.90%,22.19%,,0.46%,12.74%,18.80,766.90,7.81,0.26%,1331652
42,"ACCU",,,,,,,,,,1.83,27.68,0.00%,0
43,"ACE",35419.71,335.70,333.49,0.60%,0.35%,93.00%,-0.27%,2.01%,5.81,1154.09,105.72,0.20%,752953
44,"ACET",620.57,28.73,27.16,2.30%,13.00%,76.50%,7.59%,4.06%,5.85,188.29,21.76,0.74%,227429
45,"ACFC",61.92,15.52,10.62,0.10%,181.16%,51.70%,0.16%,0.23%,1.54,15.93,3.96,-0.75%,65632
