"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18291.06,331.00,328.04,0.30%,14.53%,84.80%,-0.74%,0.92%,1.10,2748.49,55.16,-0.18%,2025590
2,"AA",10025.90,1070.00,1068.50,0.07%,10.31%,61.00%,4.52%,11.39%,4.56,26670.33,9.51,1.49%,19295910
3,"AADR",,,,,,,,,,7.30,36.04,-2.07%,5921
4,"AAIT",,,,,,,,,0.03,2.02,30.96,-0.23%,2719
5,"AAMC",2376.20,2.35,,46.34%,0.02%,15.30%,11.76%,,4.28,7.19,1030.00,1.86%,22553
6,"AAME",86.05,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.56,7.68,4.04,0.00%,6776
7,"AAN",2174.97,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.30,808.47,28.68,0.35%,479430
8,"AAOI",190.82,12.60,11.46,1.40%,,17.70%,,0.22%,0.27,95.93,14.78,-2.38%,68817
9,"AAON",1073.97,36.74,28.06,0.30%,-9.82%,58.40%,2.09%,3.56%,10.88,91.91,30.19,3.28%,130520
10,"AAP",7851.58,72.75,72.25,0.70%,-3.41%,96.30%,0.09%,3.62%,3.04,862.28,109.85,1.78%,1433411
11,"AAPL",506817.83,904.16,899.28,0.04%,33.13%,61.10%,-1.66%,2.16%,1.63,11909.20,554.43,-1.09%,11807993
12,"AAT",1243.88,39.82,34.34,0.70%,1.83%,86.10%,19.89%,2.38%,3.15,259.73,30.95,-0.93%,146808
13,"AAU",63.65,60.05,52.98,5.36%,,5.90%,174.02%,0.95%,3.79,133.36,1.07,0.94%,61601
14,"AAV",703.84,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.59,151.52,4.38,4.78%,171202
15,"AAWW",923.81,25.12,24.52,0.80%,2.55%,99.80%,-2.70%,4.65%,3.66,311.20,37.00,0.63%,151702
16,"AAXJ",2001.64,33.80,33.80,,,,,0.75%,0.37,683.29,59.44,0.37%,451524
17,"AB",1999.23,92.26,86.69,0.40%,-16.89%,32.00%,-7.29%,2.23%,4.79,403.55,21.47,-0.92%,256497
18,"ABAX",784.73,22.31,21.08,4.20%,-5.26%,97.40%,-2.90%,9.30%,11.31,173.38,36.00,2.33%,134756
19,"ABB",56529.17,2297.00,2295.97,,,3.60%,0.50%,0.20%,3.68,1268.50,24.62,0.04%,1274900
20,"ABBV",83300.10,1590.00,1589.52,0.06%,1.38%,68.10%,1.27%,0.80%,2.35,5394.38,52.37,-0.04%,6480573
21,"ABC",15847.98,230.45,229.57,0.20%,29.14%,88.80%,-0.51%,2.64%,4.29,1411.68,68.45,-0.47%,1850686
22,"ABCB",478.74,23.90,22.99,1.80%,0.94%,69.20%,-0.54%,2.34%,5.47,98.14,20.10,0.35%,36478
23,"ABCD",72.93,47.36,15.11,0.10%,26.77%,18.00%,-3.38%,0.12%,0.80,23.72,1.72,11.69%,85781
24,"ABCO",2178.46,35.88,35.85,0.40%,-5.90%,96.80%,1.04%,6.69%,13.23,181.21,61.06,0.58%,169925
25,"ABFS",832.33,25.74,24.30,3.40%,12.18%,96.60%,8.29%,13.12%,6.35,501.59,33.54,3.71%,391521
26,"ABG",1596.40,30.70,30.28,1.20%,-34.84%,98.50%,-3.66%,4.27%,3.94,328.55,51.75,-0.48%,277910
27,"ABIO",16.36,10.83,12.88,15.40%,19.74%,6.00%,-48.78%,11.07%,1.08,1315.20,1.52,0.66%,368750
28,"ABM",1524.31,54.95,49.82,1.70%,5.06%,82.60%,-1.04%,1.49%,3.41,218.12,27.58,-0.58%,352874
29,"ABMC",2.39,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.37,16.03,0.13,18.18%,300
30,"ABMD",1044.32,39.26,39.02,2.90%,2.40%,98.70%,0.77%,12.41%,10.99,440.88,26.70,0.38%,234528
31,"ABR",279.81,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.51%,0.78,247.60,6.54,0.77%,117361
32,"ABT",56314.93,1551.80,1543.14,0.10%,0.91%,68.30%,0.33%,1.01%,2.11,7371.19,36.40,0.30%,4680724
33,"ABTL",103.90,8.87,8.78,8.62%,-44.31%,49.90%,5.99%,0.57%,0.32,158.73,11.35,-3.16%,168770
34,"ABX",16476.46,1001.00,1161.43,,,73.90%,3.15%,1.72%,1.12,17777.49,16.74,1.70%,15291099
35,"ACAD",2037.11,89.50,90.65,0.10%,-20.44%,88.20%,-3.82%,10.91%,3.93,2517.44,23.03,1.18%,1263525
36,"ACAS",4237.33,286.50,267.05,0.60%,-3.48%,61.20%,-3.77%,0.76%,1.01,2001.44,14.66,-0.88%,2380519
37,"ACAT",730.23,13.38,13.27,1.60%,-15.08%,88.00%,-3.23%,4.06%,4.60,117.20,54.30,-0.51%,87983
38,"ACC",3332.04,104.78,104.27,0.30%,5.36%,99.00%,-0.57%,2.77%,3.25,888.03,31.86,0.19%,741227
39,"ACCL",494.26,55.66,55.13,0.92%,-17.68%,89.90%,-0.01%,1.49%,6.64,123.44,9.01,1.46%,123568
40,"ACCO",699.78,113.60,112.50,0.40%,-15.76%,,0.04%,14.16%,19.76,805.89,6.21,0.81%,471870
41,"ACCU",,,,,,,,,,18.26,27.59,-0.40%,3100
42,"ACE",33942.32,340.89,338.12,0.10%,7.24%,93.60%,0.78%,1.18%,3.39,1181.05,99.26,-0.31%,1122986
43,"ACET",609.82,27.76,26.63,2.40%,38.16%,66.30%,-1.02%,1.30%,1.30,267.52,22.20,1.05%,189765
44,"ACFC",10.07,2.50,24.12,34.25%,,1.50%,2.74%,0.06%,0.30,48.59,3.90,-2.99%,18773
45,"ACFN",60.06,18.09,20.47,6.90%,16.09%,42.00%,-6.47%,12.70%,7.99,325.47,3.43,3.31%,164628
46,"ACG",1707.67,242.91,242.91,0.10%,359.09%,25.10%,18.39%,0.09%,0.25,893.58,7.02,-0.14%,748936
47,"ACGL",7545.18,131.50,127.98,0.90%,-4.29%,92.50%,-2.76%,2.17%,8.20,339.37,57.02,-0.63%,231776
