"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",12665.04,335.32,334.81,0.30%,-40.10%,85.70%,0.63%,0.89%,1.15,2599.14,38.69,2.44%,2508493
2,"AA",19040.73,1216.66,1177.30,0.30%,-29.31%,67.10%,0.03%,3.05%,2.08,17240.16,16.07,2.68%,14696746
3,"AAAP",,,,,,,,,,,,,0
4,"AAC",537.96,21.08,7.73,42.60%,0.00%,4.90%,,9.19%,7.45,95.38,25.59,0.27%,63592
5,"AADR",,,,,,,,,,1.53,36.74,0.69%,2583
6,"AAIT",,,,,,,,,0.00,1.44,34.43,0.23%,390
7,"AAL",35203.12,717.26,713.68,0.55%,0.00%,70.20%,0.14%,2.94%,1.57,13346.30,48.72,-0.73%,22396609
8,"AAMC",350.40,2.19,1.54,4.40%,129.84%,75.40%,6.38%,12.69%,10.84,18.06,156.33,-2.29%,7018
9,"AAME",82.31,20.63,4.55,77.33%,-0.03%,4.90%,-1.79%,0.18%,1.80,4.52,3.99,0.00%,500
10,"AAN",2294.40,72.47,71.97,0.70%,-0.50%,99.40%,-0.08%,5.48%,6.27,629.32,31.93,0.85%,736324
11,"AAOI",132.49,14.82,14.39,2.80%,-2.81%,60.50%,2.27%,12.63%,4.98,365.27,8.71,-2.57%,132424
12,"AAON",1187.99,54.47,41.64,21.00%,0.00%,60.60%,-0.74%,2.32%,6.42,150.42,22.56,3.44%,95206
13,"AAP",11605.41,72.99,72.61,0.50%,-21.40%,97.00%,0.84%,3.99%,3.52,822.85,155.97,-1.91%,820098
14,"AAPL",682427.73,5824.75,5821.24,0.05%,-32.89%,62.40%,0.02%,1.07%,1.19,52312.27,118.63,1.25%,62346663
15,"AAT",1935.41,43.61,37.33,0.90%,103.95%,99.30%,-0.06%,1.67%,3.94,157.96,43.91,-1.06%,195777
16,"AAU",82.30,68.58,57.22,5.36%,0.00%,5.90%,125.26%,0.22%,0.52,240.24,1.16,-3.33%,195700
17,"AAV",710.89,170.07,167.96,0.25%,0.00%,58.00%,3.98%,0.50%,3.34,251.89,4.19,0.24%,106326
18,"AAVL",985.65,24.84,17.65,22.90%,-6.42%,61.00%,4.12%,8.06%,5.61,253.70,37.61,-5.22%,332658
19,"AAWW",1121.41,24.81,24.28,1.10%,-16.26%,,1.11%,6.90%,6.70,249.75,46.08,1.95%,239454
20,"AAXJ",,,,,,,,,2.20,1096.46,62.92,1.63%,1151211
21,"AB",2347.39,97.16,91.47,5.81%,-0.09%,30.20%,2.41%,0.57%,1.71,308.12,24.37,0.87%,576350
22,"ABAC",46.89,32.34,16.88,53.91%,0.00%,0.60%,-3.09%,0.05%,0.46,19.01,1.60,10.34%,11483
23,"ABAX",1385.76,22.54,21.30,3.30%,-5.22%,,-1.35%,17.58%,17.94,208.71,61.07,-0.67%,329444
24,"ABB",44380.30,2318.72,2307.14,,,5.10%,8.27%,0.15%,1.89,1866.25,19.55,2.14%,2519108
25,"ABBV",96164.71,1593.45,1572.58,0.08%,-0.78%,87.50%,-2.25%,1.05%,2.22,7450.69,60.70,0.58%,11470060
26,"ABC",20928.11,220.18,219.63,0.30%,-6.94%,86.70%,0.16%,4.08%,4.97,1801.95,95.15,0.11%,1697600
27,"ABCB",679.50,28.16,26.85,3.80%,-1.56%,62.80%,-0.18%,3.51%,9.45,99.84,24.58,1.86%,103698
