"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AEHR","Aehr Test Systems","Technology","Semiconductor Equipment & Materials","USA",35.41,,2.78,-16.52%,138628
2,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",1.27,,0.01,-27.54%,11500
3,"ALSE","Alseres Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1.15,,0.04,-26.00%,14649
4,"AVNR","Avanir Pharmaceuticals","Healthcare","Drugs - Generic","USA",623.10,,3.01,-29.84%,13902684
5,"BCAR","Bank of the Carolinas Corp.","Financial","Regional - Mid-Atlantic Banks","USA",2.53,,0.55,-15.38%,24961
6,"CELH","Celsius Holdings, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",8.69,,0.38,-19.04%,6658
7,"GEVO","Gevo, Inc.","Basic Materials","Chemicals - Major Diversified","USA",76.45,,1.21,-27.11%,16059533
8,"GRC","Gorman-Rupp Co.","Industrial Goods","Diversified Machinery","USA",846.84,32.00,30.78,-23.66%,59879
9,"IEP","Icahn Enterprises, L.P.","Conglomerates","Conglomerates","USA",14859.04,18.32,112.44,-15.25%,3128099
10,"RINO","RINO International Corporation","Industrial Goods","Pollution & Treatment Controls","China",0.72,0.01,0.02,-20.00%,14675
