"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ALCS","ALCO Stores, Inc.","Services","Discount, Variety Stores","USA",26.46,,6.52,-19.90%,62267
2,"DLIA","dELiA*s, Inc.","Services","Catalog & Mail Order Houses","USA",20.48,,0.23,-16.10%,1403741
3,"ECTE","Echo Therapeutics, Inc.","Healthcare","Drug Manufacturers - Major","USA",20.65,,0.97,-40.50%,763190
4,"EEH","ELEMENTS SPECTRUM Lg Cp US Sect Mom ETN","Financial","Exchange Traded Fund","USA",,,20.50,-38.25%,15187
5,"HERO","Hercules Offshore, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",488.74,,2.54,-16.45%,14533871
6,"IFON","Infosonics Corp.","Technology","Communication Equipment","USA",42.51,148.00,2.51,-15.20%,1636180
7,"LPCN","Lipocine Inc.","Conglomerates","Conglomerates","USA",95.93,,5.09,-32.13%,423194
8,"MCHX","Marchex, Inc.","Services","Marketing Services","USA",320.93,125.00,4.07,-45.73%,10327943
9,"NXTD","Nxt-ID, Inc.","Services","Security & Protection Services","USA",50.21,,1.68,-19.23%,372205
10,"PIR","Pier 1 Imports, Inc.","Services","Home Furnishing Stores","USA",1451.75,15.70,12.66,-18.53%,23461856
11,"RAD","Rite Aid Corporation","Services","Drug Stores","USA",6506.47,39.06,5.41,-18.52%,153518240
12,"RPRX","Repros Therapeutics Inc.","Healthcare","Biotechnology","USA",297.66,,10.09,-21.66%,8159180
13,"SCOK","SinoCoking Coal and Coke Chemical Industries, Inc.","Basic Materials","Nonmetallic Mineral Mining","China",129.19,153.00,4.34,-29.08%,5949901
14,"SINO","Sino-Global Shipping America, Ltd.","Services","Air Delivery & Freight Services","USA",16.16,23.50,2.27,-19.50%,2514789
15,"USU","USEC Inc.","Basic Materials","Industrial Metals & Minerals","USA",12.62,,1.99,-21.96%,1985706
16,"VHC","VirnetX Holding Corp","Technology","Internet Software & Services","USA",392.96,,5.37,-29.53%,23785060
