"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13894.03,333.51,333.12,0.20%,2.30%,84.50%,-0.42%,0.86%,0.94,3022.35,41.45,-0.50%,2504143
2,"AA",19391.59,1178.82,1177.31,0.20%,2.17%,68.10%,-0.70%,4.75%,2.98,18743.22,16.88,2.61%,15820013
3,"AAC",515.92,20.67,7.41,42.90%,-3.65%,,,0.14%,0.05,220.87,25.00,0.16%,182783
4,"AADR",,,,,,,,,,3.11,37.54,-4.70%,2342
5,"AAIT",,,,,,,,,0.02,1.69,33.93,0.64%,2760
6,"AAL",31157.77,717.26,713.21,0.20%,2.43%,70.60%,-0.07%,2.69%,1.45,13209.40,43.43,-0.02%,7667912
7,"AAMC",1275.50,2.19,1.59,4.50%,11.14%,75.60%,4.41%,12.25%,17.83,10.94,526.00,-9.69%,23210
8,"AAME",80.32,20.70,4.63,77.33%,-0.03%,4.90%,-0.10%,0.14%,1.23,5.14,3.89,0.26%,3623
9,"AAN",1963.21,72.47,71.88,0.60%,8.21%,,1.19%,5.38%,5.69,679.05,27.60,1.88%,867787
10,"AAOI",173.87,14.81,14.38,2.80%,4.01%,66.30%,3.82%,10.45%,4.75,316.18,12.32,4.94%,996231
11,"AAON",1150.95,54.47,41.63,21.30%,1.11%,57.30%,-0.01%,3.67%,9.08,168.13,21.47,1.61%,123341
12,"AAP",10580.64,72.98,72.52,0.60%,2.82%,100.00%,3.25%,3.46%,3.08,813.84,146.27,0.89%,580501
13,"AAPL",643372.93,5864.84,5860.04,0.05%,16.86%,63.40%,-0.64%,1.70%,1.72,58023.60,111.25,1.41%,46196160
14,"AAT",1660.48,42.62,36.51,0.50%,7.37%,99.30%,0.86%,2.71%,6.46,153.12,39.04,0.21%,186191
15,"AAU",77.65,69.33,57.18,5.36%,,5.90%,122.25%,0.42%,1.49,159.81,1.13,0.89%,88387
16,"AAV",795.58,170.36,168.09,0.25%,,58.00%,3.97%,0.44%,1.99,371.70,4.74,1.50%,159294
17,"AAVL",737.25,22.26,11.28,29.60%,,32.90%,76.58%,7.15%,6.67,120.90,33.58,1.39%,26707
18,"AAWW",1031.93,24.80,24.26,1.80%,-4.08%,97.40%,-2.67%,10.12%,10.08,243.57,41.90,0.70%,207948
19,"AAXJ",,,,,,,,,1.65,653.94,62.23,-0.16%,311719
20,"AB",2565.02,97.16,91.48,0.20%,15.45%,28.70%,2.25%,0.88%,3.21,250.25,26.60,0.76%,130136
21,"ABAC",62.46,27.76,12.28,53.91%,,0.60%,1.83%,0.91%,1.98,56.41,2.18,-3.11%,30621
22,"ABAX",1204.82,22.52,21.24,3.30%,-9.61%,,-1.47%,14.83%,15.74,200.19,54.20,1.31%,131371
23,"ABB",51588.99,2303.08,2307.14,,,4.40%,14.75%,0.14%,1.84,1778.41,22.28,-0.54%,1003509
24,"ABBV",101741.78,1593.45,1574.08,0.08%,14.76%,84.70%,4.94%,7.11%,8.28,13516.15,63.76,-0.14%,5321204
25,"ABC",19729.73,224.38,212.56,0.20%,0.22%,85.30%,-1.13%,3.48%,4.68,1579.68,88.71,0.89%,1255872
26,"ABCB",697.38,26.74,24.06,1.20%,-1.84%,64.40%,2.23%,4.20%,9.85,102.51,26.48,1.53%,168081
27,"ABCD",83.08,44.91,13.17,0.10%,-0.10%,10.60%,-3.53%,0.05%,0.31,21.08,1.81,-2.16%,15341
28,"ABCO",1713.61,36.29,36.00,0.80%,8.20%,,0.40%,8.05%,8.96,323.40,48.11,1.88%,193628
29,"ABCW",280.10,9.05,2.15,21.38%,,,,0.00%,0.00,15.70,30.74,-0.68%,3503
30,"ABG",2199.11,29.77,29.29,0.60%,-17.92%,99.40%,1.56%,7.72%,5.98,378.13,76.00,2.88%,347434
31,"ABIO",22.24,20.98,17.48,1.90%,-5.23%,13.20%,-0.40%,12.83%,11.17,200.74,1.05,-0.94%,56458
32,"ABM",1523.09,55.75,50.36,1.90%,2.12%,84.40%,-1.35%,2.49%,5.78,216.88,27.42,0.37%,258858
33,"ABMD",1338.82,40.46,39.72,3.10%,3.38%,,0.14%,17.72%,26.04,270.23,33.60,1.54%,654379
34,"ABR",353.36,50.48,38.63,3.30%,14.03%,59.70%,1.68%,0.39%,1.49,99.82,7.00,0.00%,88694
35,"ABT",66631.21,1505.79,1500.64,0.20%,2.48%,68.10%,-1.18%,0.80%,2.55,4675.83,44.23,-0.05%,3468390
36,"ABTL",95.45,9.03,8.88,6.31%,,59.10%,-7.23%,1.41%,1.09,114.59,11.29,6.81%,290596
37,"ABX",13574.10,1166.16,1161.33,,,72.10%,-2.21%,1.19%,1.16,11914.09,11.73,0.77%,11826794
38,"ABY",2665.13,83.73,83.72,,,35.00%,8.86%,3.49%,6.63,440.99,32.37,1.70%,403194
39,"ACAD",2734.60,99.44,99.18,0.10%,-1.38%,95.00%,-0.79%,17.23%,14.07,1214.86,27.27,-0.84%,1359582
40,"ACAS",4165.99,268.60,263.40,1.30%,21.50%,67.00%,-0.69%,1.08%,1.03,2779.48,15.30,-1.35%,2033725
41,"ACAT",431.16,12.94,12.78,1.50%,17.57%,94.00%,1.72%,6.52%,5.43,153.35,33.46,0.42%,204155
42,"ACC",4158.55,105.12,104.52,0.56%,-0.67%,98.70%,-1.53%,1.28%,1.69,794.87,39.23,-0.83%,589762
43,"ACCO",967.51,112.11,110.81,0.90%,22.75%,99.70%,-1.60%,9.46%,7.56,1386.10,8.86,2.67%,1342903
44,"ACCU",,,,,,,,,,3.97,24.64,-0.32%,6200
45,"ACE",36829.77,331.74,329.53,0.60%,0.10%,94.30%,-0.14%,1.56%,4.23,1217.73,110.77,-0.23%,983699
46,"ACET",616.65,29.06,28.38,2.30%,16.98%,73.90%,-2.03%,3.47%,4.88,201.56,21.56,1.60%,152448
47,"ACFC",64.02,15.50,10.76,0.10%,181.82%,52.10%,0.80%,0.13%,0.89,15.28,3.98,-3.63%,5613
48,"ACFN",22.62,22.18,20.19,7.20%,25.35%,19.80%,-7.69%,5.06%,4.33,236.09,1.03,0.98%,256003
49,"ACG",1843.69,242.91,242.88,,,34.30%,-0.74%,0.06%,0.27,555.98,7.60,0.13%,477656
50,"ACGL",7745.86,135.11,130.21,1.80%,1.76%,81.60%,0.12%,1.00%,1.89,689.20,57.42,0.16%,367597
51,"ACH",8012.49,699.17,156.18,,,1.40%,0.42%,1.06%,9.41,175.38,11.53,0.61%,74962
52,"ACHC",3683.88,59.92,57.49,1.80%,-20.61%,70.90%,3.37%,8.82%,14.38,352.51,61.43,-0.08%,192564
53,"ACHN",1251.12,100.25,100.00,44.11%,-22.40%,82.80%,-15.38%,13.69%,1.92,7141.36,14.85,18.99%,19659464
54,"ACI",515.82,212.27,209.57,0.53%,1.81%,63.80%,-3.11%,24.92%,6.44,8106.57,2.43,0.00%,5926150
55,"ACIM",,,,,,,,,,1.64,64.72,0.23%,1935
56,"ACIW",2116.05,114.94,113.02,1.30%,19.80%,98.50%,2.68%,5.28%,9.55,624.89,18.52,0.60%,438490
57,"ACLS",240.84,112.02,110.12,0.80%,7.82%,64.40%,11.20%,3.25%,9.58,373.48,2.14,-0.47%,137176
58,"ACM",3033.15,99.48,89.38,0.60%,-9.82%,86.70%,11.39%,13.06%,6.96,1676.82,32.22,5.67%,3253203
59,"ACMP",11841.05,190.80,12.15,93.40%,0.12%,45.90%,-36.03%,12.90%,3.13,499.94,61.74,-0.52%,600193
60,"ACN",55791.56,664.66,473.33,0.30%,1.73%,83.80%,-0.18%,3.76%,6.23,2856.47,84.12,0.21%,1929628
61,"ACNB",116.89,6.01,5.87,2.10%,5.87%,8.70%,-0.76%,0.01%,0.09,3.24,19.60,0.77%,5473
62,"ACOR",1499.24,41.75,41.61,0.80%,14.78%,,4.25%,14.23%,8.46,699.78,34.92,-2.76%,486617
63,"ACPW",43.83,23.07,21.32,28.50%,,46.30%,-3.32%,0.78%,2.30,72.50,1.87,-1.58%,59635
64,"ACRE",341.89,28.61,25.97,0.50%,24.34%,60.60%,-3.10%,3.12%,5.80,139.90,12.01,0.50%,132947
65,"ACRX",300.62,43.38,42.66,0.20%,11.57%,82.20%,-4.49%,20.81%,12.80,693.51,6.95,0.22%,770306
66,"ACST",52.07,106.26,50.66,,,,,0.05%,0.09,299.34,0.50,2.04%,70037
67,"ACT",64576.57,265.06,263.92,0.40%,33.83%,72.60%,7.56%,0.79%,0.95,2178.57,240.62,-1.24%,3057323
68,"ACTA",698.65,41.17,34.55,8.90%,-2.55%,84.70%,1.83%,5.11%,11.92,148.00,17.07,0.59%,80818
69,"ACTG",924.21,50.12,48.85,1.50%,-6.82%,,-1.09%,18.44%,22.00,409.30,18.76,1.76%,586379
70,"ACTS",114.98,63.88,60.44,5.61%,,9.90%,,0.01%,0.11,60.78,1.72,-4.44%,26250
71,"ACU",56.70,3.24,2.82,13.10%,-2.97%,40.20%,4.49%,0.12%,0.72,4.84,17.50,0.00%,1825
72,"ACUR",27.45,48.79,47.81,1.20%,16.29%,57.20%,0.23%,0.29%,2.19,64.00,0.59,5.21%,65789
73,"ACW",226.67,47.72,47.25,5.70%,-13.92%,83.40%,1.03%,2.94%,7.93,174.96,4.87,2.53%,179773
74,"ACWI",,,,,,,,,0.90,1309.32,59.54,-0.32%,3080742
75,"ACWV",,,,,,,,,,73.77,69.27,-0.16%,55125
76,"ACWX",,,,,,,,,2.48,403.15,44.75,-0.64%,247491
77,"ACXM",1477.05,77.01,75.99,1.80%,91.15%,97.50%,1.98%,4.08%,6.03,513.58,19.32,0.73%,314113
78,"ACY",17.84,1.60,1.18,2.30%,-27.56%,25.10%,0.25%,0.03%,0.11,3.26,11.34,1.70%,5790
79,"ADAT",33.72,41.63,39.80,2.50%,10.94%,29.00%,6.62%,0.61%,3.05,79.54,0.80,-1.23%,43525
80,"ADBE",35759.66,498.74,496.85,0.10%,-74.86%,91.60%,-0.27%,1.96%,3.09,3160.09,71.41,-0.40%,1578608
81,"ADC",457.93,14.96,14.12,0.10%,7.16%,68.60%,0.10%,2.41%,5.27,64.61,30.64,0.10%,36449
82,"ADEP",118.78,13.11,12.93,11.73%,0.13%,55.70%,6.85%,6.29%,3.71,219.24,8.94,-1.32%,210850
83,"ADES",430.29,20.23,16.75,14.39%,14.79%,53.40%,-12.39%,6.21%,7.14,145.73,21.50,1.08%,71957
84,"ADGE",44.28,52.71,24.28,3.70%,3.83%,5.00%,-2.19%,0.48%,2.21,52.92,0.86,2.38%,19593
85,"ADHD",49.34,13.63,7.32,46.31%,,32.90%,5.26%,28.22%,4.06,509.07,3.62,0.00%,207950
