"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19316.90,333.51,332.62,0.30%,2.77%,85.50%,-0.01%,0.73%,1.45,1683.59,57.65,-0.47%,1345341
2,"AA",20326.98,1176.33,1174.79,0.20%,1.60%,68.70%,1.52%,5.45%,4.32,14843.40,17.01,-1.56%,11029294
3,"AADR",,,,,,,,,,6.59,38.37,-1.35%,825
4,"AAIT",,,,,,,,,0.93,3.84,34.56,-0.09%,950
5,"AAL",27259.57,720.20,715.84,0.70%,12.05%,70.10%,20.49%,2.27%,1.33,12254.01,38.23,1.00%,7332221
6,"AAMC",1641.90,2.24,1.56,3.60%,191.75%,72.60%,-2.28%,10.73%,8.42,19.88,710.95,-3.01%,11810
7,"AAME",84.29,20.71,4.63,75.13%,-0.03%,4.90%,1.10%,0.13%,0.59,10.29,4.07,0.00%,886
8,"AAN",1866.32,72.31,71.90,0.50%,43.16%,0.80%,-85.36%,6.21%,5.90,757.11,25.90,0.35%,439242
9,"AAOI",300.44,14.80,13.71,2.80%,0.97%,63.90%,29.00%,8.17%,4.50,248.98,20.02,-1.38%,132460
10,"AAON",1051.79,55.01,42.17,21.50%,-1.35%,57.40%,-0.82%,3.49%,8.91,165.11,19.06,-0.31%,134897
11,"AAP",10053.72,72.98,72.52,0.60%,2.82%,97.30%,1.93%,2.54%,2.51,734.28,136.80,-0.70%,399924
12,"AAPL",592619.50,5987.87,5984.11,0.04%,15.03%,62.50%,0.51%,1.59%,1.92,49539.07,98.35,-0.63%,45887776
13,"AAT",1505.84,42.61,36.51,1.10%,25.76%,86.10%,2.24%,1.92%,4.60,152.42,35.47,0.37%,83955
14,"AAU",101.70,67.35,57.19,5.36%,,5.90%,130.54%,0.37%,1.16,181.18,1.50,-0.66%,248325
15,"AAV",969.29,169.16,168.09,0.25%,,58.00%,4.00%,0.13%,0.56,391.06,5.63,-1.75%,254508
16,"AAVL",691.17,22.26,11.28,29.60%,,18.70%,,0.72%,0.23,358.04,29.56,-4.80%,51894
17,"AAWW",885.87,25.26,24.68,2.20%,-0.36%,99.90%,-1.14%,11.48%,12.09,234.42,34.73,-0.97%,165848
18,"AAXJ",,,,,,,,,2.71,462.61,66.04,-0.71%,702580
19,"AB",2603.22,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.87%,2.87,277.88,26.70,-0.71%,194959
20,"ABAC",31.32,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.37,36.83,1.37,-7.43%,204204
21,"ABAX",1086.36,22.52,21.22,5.90%,7.44%,97.20%,-0.70%,11.83%,14.78,169.79,48.78,1.12%,73425
22,"ABB",53117.06,2299.44,2291.83,,,3.80%,-3.90%,0.15%,2.30,1536.67,22.91,-0.82%,1294464
23,"ABBV",89098.43,1592.75,1574.97,0.06%,20.72%,80.70%,15.92%,5.35%,7.91,10646.21,55.57,-0.66%,6566577
24,"ABC",17533.05,224.38,212.44,0.20%,1.82%,86.30%,0.14%,3.28%,5.22,1335.78,78.33,0.24%,1086026
25,"ABCB",607.53,26.74,24.08,2.00%,2.89%,63.00%,1.15%,3.37%,10.95,74.12,22.88,0.70%,68543
26,"ABCD",72.80,44.94,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.27,25.78,1.59,-1.85%,29497
27,"ABCO",1743.37,36.29,36.00,0.80%,32.98%,96.80%,-1.84%,9.08%,13.72,238.27,47.55,-1.02%,182459
28,"ABG",2182.66,30.34,29.85,0.70%,-36.86%,99.50%,-1.02%,5.28%,6.98,225.62,71.40,-0.75%,241665
29,"ABIO",28.60,21.03,17.46,29.03%,21.26%,13.30%,7.37%,15.86%,17.25,160.54,1.35,-0.74%,45930
30,"ABM",1574.94,55.75,50.64,1.80%,-0.50%,85.20%,-1.87%,2.37%,5.72,209.23,28.34,0.32%,210268
31,"ABMD",1010.29,40.46,39.80,3.20%,6.06%,99.70%,11.60%,20.63%,33.76,243.22,25.25,1.12%,92301
32,"ABR",350.33,50.48,38.62,3.30%,14.27%,58.70%,1.53%,0.20%,0.65,121.91,6.90,-0.58%,24942
33,"ABT",64583.92,1503.70,1500.64,0.10%,5.32%,69.10%,-0.18%,0.79%,2.40,4933.62,42.81,-0.33%,2599197
34,"ABTL",75.49,9.03,8.90,8.62%,0.43%,63.60%,2.87%,2.87%,2.03,126.21,8.39,0.30%,58423
35,"ABX",19964.46,1163.43,1161.33,,,72.10%,-2.21%,1.24%,1.62,8855.50,16.74,-2.45%,10115351
36,"ABY",3087.20,80.00,79.99,,,33.60%,,0.86%,1.01,678.30,38.16,-1.11%,239948
37,"ACAD",2680.90,99.44,99.18,22.95%,-0.04%,95.60%,3.78%,16.57%,14.99,1096.59,27.93,3.60%,2125156
38,"ACAS",4139.13,268.60,263.28,1.30%,21.46%,68.00%,0.61%,0.77%,0.77,2654.42,15.38,-0.19%,1561242
39,"ACAT",472.48,12.92,12.75,2.10%,18.32%,92.20%,-5.06%,6.16%,4.06,193.48,36.44,-0.36%,195972
40,"ACC",4206.64,104.93,104.34,0.10%,1.94%,99.00%,-2.91%,1.30%,2.33,582.07,40.12,0.07%,476116
41,"ACCO",900.49,114.42,113.13,0.90%,22.19%,,0.46%,12.74%,19.09,755.42,7.91,0.51%,842680
42,"ACCU",,,,,,,,,,1.85,27.68,-0.97%,2117
43,"ACE",35627.84,335.70,333.49,0.60%,0.35%,93.00%,-0.27%,2.01%,5.78,1161.82,106.14,0.01%,558147
44,"ACET",617.70,28.73,27.16,2.30%,13.00%,76.50%,7.59%,4.06%,5.96,184.90,22.12,2.88%,429806
45,"ACFC",64.10,15.52,10.62,0.10%,181.16%,51.70%,0.16%,0.23%,1.53,16.06,4.03,-2.42%,9515
46,"ACFN",36.80,22.17,20.19,7.20%,25.37%,21.40%,-39.35%,5.47%,2.94,375.21,1.94,16.87%,612169
47,"ACG",1821.83,242.91,242.88,,,34.50%,7.64%,0.12%,0.57,511.13,7.46,-0.53%,592396
48,"ACGL",7431.05,135.11,130.15,1.80%,2.10%,89.60%,-0.92%,0.92%,3.10,386.91,55.03,0.05%,795692
49,"ACH",7904.86,656.55,156.18,,,1.40%,-0.69%,1.40%,13.52,162.04,11.83,-1.74%,175940
50,"ACHC",3008.95,59.82,56.18,2.10%,-10.35%,72.50%,28.60%,8.40%,10.74,439.52,50.87,1.13%,142990
51,"ACHN",1190.10,97.79,97.54,13.04%,-22.32%,91.00%,5.46%,15.74%,1.68,9123.66,12.75,4.77%,9027151
