"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18658.47,331.00,328.05,0.30%,7.12%,84.90%,-0.62%,0.90%,1.06,2769.38,57.89,2.70%,4110719
2,"AA",10379.00,1070.00,1068.36,0.07%,10.31%,61.00%,4.53%,10.80%,4.31,26780.88,9.83,1.34%,26079038
3,"AADR",,,,,,,,,,6.93,36.82,1.46%,1824
4,"AAIT",,,,,,,,,0.93,1.88,31.87,-0.05%,1171
5,"AAMC",2361.75,2.35,,46.34%,0.02%,15.30%,11.76%,,3.52,7.84,995.50,-0.95%,17107
6,"AAME",84.77,21.30,5.14,75.13%,,4.80%,-4.93%,0.15%,1.02,7.64,4.00,0.50%,9911
7,"AAN",2203.12,76.10,67.11,0.50%,-6.63%,99.70%,3.40%,7.93%,6.48,820.75,28.79,-0.55%,1079132
8,"AAOI",190.82,12.60,11.46,1.40%,,17.70%,,0.40%,0.48,95.09,15.20,0.40%,77207
9,"AAON",1091.60,36.74,28.06,0.30%,-9.82%,58.50%,2.13%,3.63%,10.77,94.59,30.40,2.32%,75875
10,"AAP",7890.14,72.75,72.26,0.80%,-0.85%,96.30%,0.09%,3.49%,2.84,889.29,109.27,0.75%,1092609
11,"AAPL",501799.75,904.16,899.13,0.04%,33.13%,61.20%,-1.63%,1.89%,1.46,11686.46,550.77,-0.76%,20019524
12,"AAT",1249.06,39.82,34.34,0.60%,0.28%,86.10%,19.90%,2.19%,2.90,259.94,32.24,2.77%,158415
13,"AAU",63.65,60.05,52.94,5.36%,,5.90%,174.02%,0.94%,4.01,124.11,1.07,0.94%,80978
14,"AAV",713.94,168.38,167.03,0.25%,,58.00%,4.02%,0.18%,1.96,153.04,4.34,2.36%,125152
15,"AAWW",947.93,25.12,24.51,0.80%,2.55%,99.80%,-2.67%,3.93%,3.02,319.37,37.90,0.45%,226121
16,"AAXJ",2006.03,33.80,33.80,,,,,0.75%,0.38,662.36,59.83,0.81%,526705
17,"AB",1956.79,92.26,86.69,0.40%,-16.51%,32.00%,-7.22%,2.55%,5.52,400.12,21.40,0.90%,461393
18,"ABAX",825.32,22.31,21.08,1.80%,-5.19%,97.40%,-2.90%,9.10%,11.12,172.55,37.25,0.68%,79653
