"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"A","Agilent Technologies Inc.","Healthcare","Medical Laboratories & Research","USA",19049.14,27.88,57.16,0.02%,1979934
2,"AA","Alcoa Inc.","Basic Materials","Aluminum","USA",19538.68,,16.61,0.24%,9154539
3,"AADR","AdvisorShares WCM/BNY MlnFcsd GR ADR ETF","Financial","Exchange Traded Fund","USA",,,38.71,-0.03%,3262
4,"AAIT","iShares MSCI All Country Asia Info Tech","Financial","Exchange Traded Fund","USA",,,34.68,-0.80%,200
5,"AAL","American Airlines Group Inc.","Services","Major Airlines","USA",28002.10,,38.88,-0.74%,6642585
6,"AAMC","Altisource Asset Management Corporation","Financial","Asset Management","USA",1667.52,129.92,744.43,3.37%,10749
7,"AAME","Atlantic American Corp.","Financial","Life Insurance","USA",84.50,16.32,4.08,-1.45%,6629
8,"AAN","Aaron's, Inc.","Services","Rental & Leasing Services","USA",1852.58,21.00,25.62,0.16%,604129
9,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductor - Integrated Circuits","USA",314.56,177.00,21.24,-1.98%,209353
10,"AAON","AAON Inc.","Industrial Goods","General Building Materials","USA",1026.49,26.28,18.66,1.19%,69810
11,"AAP","Advance Auto Parts Inc.","Services","Auto Parts Stores","USA",9955.93,34.28,136.42,-0.72%,599273
12,"AAPL","Apple Inc.","Consumer Goods","Electronic Equipment","USA",613756.68,16.56,102.50,0.24%,44483812
13,"AAT","American Assets Trust, Inc.","Financial","REIT - Retail","USA",1493.83,106.21,35.05,0.63%,152716
14,"AAU","Almaden Minerals Ltd.","Basic Materials","Gold","Canada",98.60,,1.43,0.00%,53640
15,"AAV","Advantage Oil & Gas Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",1049.21,,6.17,0.82%,316504
16,"AAVL","Avalanche Biotechnologies, Inc.","Healthcare","Biotechnology","USA",,,,,
17,"AAWW","Atlas Air Worldwide Holdings Inc.","Services","Air Services, Other","USA",844.95,9.24,33.45,1.49%,252325
18,"AAXJ","iShares MSCI All Country Asia ex Jpn Idx","Financial","Exchange Traded Fund","USA",,,65.72,0.03%,429544
19,"AB","AllianceBernstein Holding L.P.","Financial","Asset Management","USA",2677.76,15.72,27.66,1.58%,212172
20,"ABAC","Aoxin Tianli Group, Inc.","Consumer Goods","Meat Products","China",,,,,
21,"ABAX","Abaxis, Inc.","Healthcare","Medical Laboratories & Research","USA",1075.33,69.20,47.75,1.25%,84593
22,"ABB","ABB Ltd.","Industrial Goods","Diversified Machinery","Switzerland",52689.33,20.51,22.77,-0.18%,705734
23,"ABBV","AbbVie Inc.","Healthcare","Drug Manufacturers - Major","USA",88033.95,21.34,55.28,-0.58%,7487157
24,"ABC","AmerisourceBergen Corporation","Services","Drugs Wholesale","USA",17364.77,69.10,77.39,0.87%,992147
25,"ABCB","Ameris Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",612.08,24.61,22.89,0.22%,40696
26,"ABCD","Cambium Learning Group, Inc.","Services","Education & Training Services","USA",74.29,,1.65,-1.49%,13007
27,"ABCO","The Advisory Board Company","Services","Business Services","USA",1800.48,103.33,49.60,1.68%,148000
