"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18343.05,333.51,333.13,0.20%,1.52%,84.80%,-0.04%,0.66%,1.21,1815.16,56.46,2.65%,2117422
2,"AA",18783.36,1177.64,1177.45,0.20%,0.77%,68.70%,0.07%,5.33%,3.51,17858.51,16.07,0.75%,32774042
3,"AAC",,,,,,,,,0.00,829.88,19.13,-0.57%,37447
4,"AADR",,,,,,,,,,4.45,36.84,0.77%,259
5,"AAIT",,,,,,,,,0.12,4.46,33.39,1.27%,908
6,"AAL",24551.62,720.20,715.84,0.70%,10.57%,70.50%,0.26%,1.99%,1.37,10339.65,33.00,-3.20%,22709126
7,"AAMC",1512.56,2.24,1.61,3.50%,0.02%,75.00%,3.45%,10.50%,15.01,11.29,679.82,0.68%,3516
8,"AAME",82.80,20.70,4.63,75.13%,-0.03%,4.90%,3.13%,0.22%,1.08,9.26,4.00,0.00%,4050
9,"AAN",1718.81,72.31,71.88,0.70%,31.76%,0.80%,-3.34%,5.37%,4.83,798.97,24.06,1.22%,551488
10,"AAOI",215.04,14.81,13.71,2.80%,4.54%,63.90%,-0.04%,8.88%,5.21,233.97,14.70,1.24%,182481
11,"AAON",935.72,55.01,42.17,21.30%,1.11%,57.60%,0.51%,3.52%,9.41,157.79,17.27,1.53%,161710
12,"AAP",9765.45,72.98,72.52,0.60%,2.82%,99.40%,2.60%,3.05%,3.23,684.30,136.84,2.26%,902557
13,"AAPL",591302.16,5987.87,5984.09,0.04%,39.89%,62.40%,-0.02%,2.31%,2.52,54954.42,100.80,2.08%,57076724
14,"AAT",1440.64,42.61,36.51,0.50%,0.27%,86.10%,0.03%,2.03%,4.82,154.05,34.75,2.78%,114979
15,"AAU",87.10,67.52,57.19,5.36%,,5.90%,129.78%,0.39%,1.26,175.36,1.33,3.10%,138753
16,"AAV",817.30,170.27,168.09,0.25%,,58.00%,3.97%,0.24%,0.99,400.72,4.78,-0.42%,427145
17,"AAVL",702.08,22.26,11.28,29.60%,,26.70%,43.17%,2.88%,1.17,277.17,31.35,-0.60%,108458
18,"AAWW",818.17,25.26,24.71,1.90%,-9.94%,94.30%,0.03%,11.83%,11.62,251.43,32.83,1.36%,163128
19,"AAXJ",,,,,,,,,2.52,522.62,61.65,1.28%,671115
20,"AB",2430.90,96.81,91.23,0.20%,19.06%,28.80%,2.36%,0.86%,3.36,234.20,25.65,2.15%,318247
21,"ABAC",44.25,21.17,9.73,26.50%,86.38%,0.80%,,0.11%,0.24,46.46,2.05,-1.91%,10580
22,"ABAX",1071.28,22.52,21.22,5.90%,7.01%,97.20%,-0.52%,11.71%,12.61,197.10,47.87,0.63%,219887
23,"ABB",50339.03,2341.35,2291.83,,,3.90%,1.27%,0.18%,2.39,1713.52,21.62,0.56%,5736058
24,"ABBV",90264.41,1593.37,1572.14,0.06%,20.71%,82.50%,2.21%,6.04%,7.68,12364.64,58.34,2.98%,10893951
25,"ABC",17165.07,224.38,212.47,0.20%,0.22%,86.20%,-0.14%,2.77%,4.29,1369.09,77.89,1.82%,1414793
26,"ABCB",596.30,26.74,24.08,2.00%,2.89%,63.00%,-0.01%,3.76%,10.93,82.72,22.69,1.75%,248067
27,"ABCD",71.86,44.91,13.16,0.10%,-2.77%,11.00%,-9.89%,0.23%,1.20,25.30,1.61,0.62%,3035
28,"ABCO",1675.97,36.30,36.00,0.80%,39.35%,96.80%,0.07%,8.54%,10.52,292.14,47.66,3.23%,318757
29,"ABG",2000.92,30.34,29.86,0.70%,-37.79%,98.50%,1.78%,5.46%,6.09,267.74,67.87,2.91%,181471
30,"ABIO",24.42,21.05,17.48,1.90%,-5.21%,13.20%,-0.07%,14.31%,20.03,124.87,1.12,-3.45%,221854
31,"ABM",1420.51,55.75,50.35,1.90%,3.01%,85.00%,-0.65%,2.72%,6.60,207.18,26.23,2.94%,219419
32,"ABMD",955.09,40.47,39.80,3.20%,5.89%,99.70%,0.04%,20.76%,35.38,233.59,23.88,1.19%,234604
33,"ABR",332.60,50.47,38.63,3.30%,14.04%,58.70%,32.01%,0.18%,0.63,108.03,6.65,0.91%,133160
34,"ABT",62343.40,1503.70,1500.64,0.10%,7.74%,69.00%,-0.02%,0.73%,2.32,4712.87,42.14,1.64%,6053528
35,"ABTL",79.38,9.01,8.85,8.62%,0.43%,63.60%,-0.12%,1.56%,1.09,126.93,9.40,6.70%,139733
36,"ABX",15900.65,1164.03,1161.31,,,72.10%,-2.21%,1.15%,1.38,9717.01,14.37,5.20%,20349324
37,"ABY",2731.27,83.73,83.72,,,32.00%,-0.49%,1.57%,2.97,442.37,32.59,-0.09%,494923
38,"ACAD",2384.57,99.44,99.18,0.10%,-7.45%,95.80%,0.04%,16.50%,14.05,1164.77,25.25,5.30%,1647041
39,"ACAS",3768.46,268.60,263.40,1.30%,21.21%,67.50%,-0.05%,0.72%,0.80,2350.37,14.17,1.00%,2380960
40,"ACAT",414.34,12.92,12.76,1.60%,21.80%,92.40%,-0.01%,5.50%,4.41,159.13,32.48,1.28%,153663
41,"ACC",3830.99,104.93,104.34,0.10%,5.00%,99.00%,0.02%,1.28%,2.18,613.52,36.97,1.26%,1077076
42,"ACCO",771.26,114.43,113.13,0.90%,22.19%,,0.04%,9.55%,11.08,974.36,6.90,2.37%,981469
43,"ACCU",,,,,,,,,,4.01,25.29,-0.14%,1140
44,"ACE",35292.14,335.70,333.49,0.60%,0.10%,93.00%,-0.11%,1.81%,4.78,1264.61,106.75,1.54%,1526026
45,"ACET",530.41,29.00,27.40,2.30%,17.02%,75.70%,0.13%,3.92%,6.16,174.24,18.78,2.68%,167518
46,"ACFC",62.00,15.50,10.62,0.10%,181.82%,51.60%,-0.09%,0.13%,0.77,18.05,3.99,-0.25%,11080
47,"ACFN",29.49,22.17,20.19,7.20%,25.37%,21.40%,-6.48%,4.64%,5.11,183.03,1.24,-6.77%,185695
48,"ACG",1824.33,242.92,242.88,,,34.50%,,0.05%,0.23,520.48,7.52,0.13%,418412
