"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19193.50,333.51,333.13,0.20%,5.37%,85.30%,-0.31%,0.82%,1.58,1737.53,56.98,-0.99%,1633024
2,"AA",18642.04,1177.64,1176.13,0.20%,0.77%,68.70%,1.51%,5.22%,3.68,16664.54,15.70,-0.82%,16372044
3,"AADR",,,,,,,,,,7.24,37.61,-0.97%,4856
4,"AAIT",,,,,,,,,0.16,3.86,33.93,-0.21%,1245
5,"AAL",25624.72,720.20,715.84,0.70%,10.47%,70.20%,20.63%,1.95%,1.29,10814.93,35.33,-0.70%,12124677
6,"AAMC",1617.30,2.24,1.56,3.20%,0.02%,72.60%,-2.28%,10.40%,8.22,19.73,710.00,-1.66%,6911
7,"AAME",80.81,20.72,4.63,75.13%,-0.03%,4.90%,1.10%,0.15%,0.74,9.57,3.79,-2.82%,4651
8,"AAN",1812.09,72.31,71.88,0.70%,32.10%,0.80%,-85.44%,5.64%,5.11,792.92,24.79,-1.08%,481419
9,"AAOI",253.25,14.81,13.71,2.80%,0.73%,63.90%,28.97%,7.98%,4.46,244.94,17.10,0.00%,165698
10,"AAON",990.18,55.01,42.17,21.50%,0.79%,57.40%,-0.82%,3.45%,10.03,145.12,17.84,-0.89%,140624
11,"AAP",9553.08,72.98,72.52,0.60%,2.82%,97.30%,1.94%,3.02%,2.96,739.40,129.12,-1.36%,592539
12,"AAPL",605134.13,5987.87,5984.08,0.04%,15.92%,62.50%,0.51%,1.61%,1.82,52679.58,102.64,1.56%,62438268
13,"AAT",1422.75,42.61,36.51,1.10%,0.27%,86.10%,2.23%,1.88%,4.64,147.80,33.21,-0.54%,217297
14,"AAU",94.35,68.87,57.19,5.36%,,5.90%,124.08%,0.37%,1.15,183.81,1.43,4.38%,77339
15,"AAV",867.84,169.17,168.09,0.25%,,58.00%,4.00%,0.20%,0.85,389.22,4.98,-2.92%,681129
16,"AAVL",731.91,22.26,11.28,29.60%,,18.70%,,0.72%,0.27,297.93,33.59,2.16%,143290
17,"AAWW",878.29,25.26,24.70,2.10%,-4.50%,99.90%,-1.14%,11.29%,11.24,248.13,34.23,-1.55%,126499
18,"AAXJ",,,,,,,,,2.21,503.86,62.70,-0.33%,793889
19,"AB",2621.61,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.91%,3.49,237.00,27.22,0.52%,187679
20,"ABAC",41.26,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.29,46.53,1.95,0.00%,54800
21,"ABAX",1183.20,22.52,21.22,5.90%,7.01%,97.20%,-0.70%,11.62%,14.59,169.07,52.13,-0.78%,211106
22,"ABB",53720.76,2334.67,2291.83,,,3.80%,-3.97%,0.16%,2.37,1585.39,22.97,-0.17%,4276807
23,"ABBV",93527.38,1593.04,1571.88,0.06%,20.71%,80.70%,15.91%,5.91%,7.97,11655.45,57.56,-1.96%,24197088
24,"ABC",17317.65,224.38,212.45,0.20%,-0.22%,86.30%,0.13%,3.28%,5.26,1326.32,76.79,-0.51%,1196091
25,"ABCB",585.87,26.74,24.08,2.00%,2.89%,63.00%,1.15%,4.07%,12.55,78.03,21.99,0.37%,78231
26,"ABCD",66.45,44.90,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.26,26.93,1.48,-0.20%,10265
27,"ABCO",1665.81,36.30,36.00,0.80%,37.37%,96.80%,-1.80%,8.47%,11.92,255.89,44.33,-3.40%,489229
28,"ABG",2027.93,30.34,29.86,0.70%,-39.56%,99.70%,-0.74%,5.18%,6.70,230.99,64.46,-3.56%,863613
29,"ABIO",27.10,21.01,17.46,29.03%,21.26%,13.30%,7.38%,14.97%,17.72,147.52,1.26,-2.33%,157330
30,"ABM",1514.73,55.75,50.31,1.90%,7.18%,85.60%,-1.86%,2.50%,6.17,204.17,26.69,-1.77%,183440
31,"ABMD",1011.10,40.46,39.80,3.20%,6.06%,99.70%,11.25%,20.41%,32.54,249.64,24.94,-0.20%,130565
32,"ABR",338.15,50.47,38.63,3.30%,14.04%,58.70%,1.53%,0.19%,0.61,117.35,6.76,0.90%,180634
33,"ABT",65260.58,1503.70,1500.64,0.10%,5.18%,69.10%,-0.17%,0.82%,2.62,4692.01,42.50,-2.07%,6565211
34,"ABTL",76.59,9.00,8.88,8.62%,0.43%,63.60%,2.88%,1.66%,1.19,124.44,8.41,-1.18%,52469
35,"ABX",17891.01,1161.00,1161.31,,,72.10%,-2.22%,1.18%,1.53,9012.94,15.54,0.84%,10327851
36,"ABY",2904.00,80.00,79.99,,,33.70%,,1.39%,3.09,360.11,37.24,2.59%,430881
37,"ACAD",2600.36,99.44,99.18,0.10%,-7.45%,95.60%,3.78%,16.11%,13.57,1177.64,26.00,-0.57%,823282
38,"ACAS",3932.30,268.60,263.40,1.30%,21.42%,67.90%,0.62%,0.88%,0.91,2541.79,14.53,-0.75%,1711438
39,"ACAT",464.34,12.92,12.76,1.90%,20.64%,92.20%,-5.07%,5.40%,4.03,170.67,35.94,0.00%,107790
40,"ACC",3836.24,104.93,104.34,0.10%,1.94%,99.00%,-2.91%,1.24%,2.13,606.90,36.19,-1.01%,740538
41,"ACCO",843.35,114.43,113.13,0.90%,22.19%,,0.46%,9.55%,12.20,885.12,7.29,-1.09%,724037
42,"ACCU",,,,,,,,,,1.91,26.04,-3.77%,1
43,"ACE",35792.33,335.70,333.49,0.60%,0.10%,93.00%,-0.27%,2.19%,6.11,1193.38,105.42,-1.13%,1264334
44,"ACET",583.68,29.01,27.40,2.30%,17.01%,75.60%,7.40%,3.95%,6.01,180.41,19.84,-1.39%,148968
45,"ACFC",61.54,15.50,10.62,0.10%,181.82%,51.70%,0.16%,0.10%,0.62,16.47,3.95,-0.50%,47170
46,"ACFN",37.30,22.20,20.19,7.20%,25.33%,21.40%,-39.32%,5.26%,3.97,267.47,1.71,1.79%,303891
47,"ACG",1816.97,242.91,242.88,,,34.50%,7.84%,0.09%,0.42,513.21,7.49,0.13%,451957
48,"ACGL",7390.52,135.11,130.15,1.80%,4.47%,89.60%,-0.92%,0.91%,1.92,617.17,54.14,-1.02%,770381
49,"ACH",7614.26,732.14,156.18,,,1.40%,-0.60%,1.14%,9.79,181.29,10.30,-0.96%,268491
50,"ACHC",3085.52,59.82,56.18,2.10%,-5.21%,72.50%,28.95%,8.72%,13.83,354.22,50.71,-1.69%,247296
51,"ACHN",1081.56,97.79,97.54,13.04%,-33.65%,91.00%,5.46%,17.63%,2.95,5823.04,11.14,0.72%,4686385
52,"ACI",515.82,212.27,211.10,0.54%,-0.43%,67.50%,-9.48%,19.90%,7.85,5355.15,2.32,-4.53%,8337104
53,"ACIM",,,,,,,,,,12.23,64.63,-0.53%,1471
54,"ACIW",2091.09,114.08,112.17,1.30%,19.98%,98.90%,-1.52%,4.74%,9.22,576.95,18.19,-0.76%,396959
55,"ACLS",225.35,111.56,102.47,0.80%,7.86%,57.90%,3.13%,2.95%,8.23,367.16,2.00,-0.99%,593453
56,"ACM",3580.29,99.48,89.48,0.40%,-48.72%,77.80%,3.77%,12.29%,6.99,1573.28,35.46,-1.47%,820234
57,"ACMP",12136.15,190.79,89.09,46.80%,0.25%,71.80%,0.22%,1.86%,3.77,440.16,63.02,-0.93%,298516
58,"ACN",53164.54,671.10,640.20,0.30%,-3.87%,83.40%,0.31%,2.75%,7.13,2469.07,79.60,0.48%,4304876
59,"ACNB",115.81,6.01,5.87,2.10%,4.99%,8.80%,3.93%,0.02%,0.36,3.78,19.25,-0.10%,2475
60,"ACOR",1220.90,41.74,40.91,0.40%,50.47%,86.70%,4.87%,11.53%,10.39,454.17,29.35,0.34%,499786
61,"ACPW",45.97,23.10,21.32,26.61%,,47.90%,2.61%,0.54%,1.95,59.19,2.00,0.25%,38124
62,"ACRE",347.49,28.60,25.97,0.50%,24.35%,62.50%,-1.31%,2.56%,4.52,147.15,12.10,-0.41%,124547
63,"ACRX",289.78,43.38,42.66,0.20%,16.05%,85.00%,-9.46%,20.92%,7.92,1127.08,6.60,-1.20%,485923
64,"ACST",108.39,106.26,50.66,,,,,0.15%,0.20,364.29,1.02,0.01%,304824
65,"ACT",62264.94,264.26,263.02,0.40%,33.80%,67.50%,9.44%,0.82%,0.93,2308.53,240.85,2.22%,6202564
66,"ACTG",832.83,50.11,48.77,1.50%,-6.12%,82.20%,-2.77%,17.90%,18.97,460.04,16.18,-2.65%,327728
67,"ACTS",154.13,68.50,65.07,5.61%,,9.20%,57.47%,0.06%,0.48,76.23,2.19,-2.67%,34792
68,"ACU",54.94,3.23,2.78,13.60%,0.46%,38.50%,3.50%,0.14%,0.85,4.70,16.76,-1.47%,5203
69,"ACUR",40.09,48.89,47.81,1.20%,16.94%,57.10%,-1.21%,0.21%,1.30,76.13,0.73,-10.98%,60865
70,"ACW",212.35,47.72,47.25,5.70%,-13.92%,82.60%,-6.11%,2.68%,6.33,199.72,4.25,-4.49%,131560
71,"ACWI",,,,,,,,,0.46,1019.27,59.58,-0.63%,1243940
72,"ACWV",,,,,,,,,,69.39,66.87,-0.54%,46842
73,"ACWX",,,,,,,,,4.01,297.20,46.24,-0.86%,283652
74,"ACXM",1358.61,77.15,76.13,1.80%,91.36%,95.70%,1.94%,3.45%,4.26,616.24,17.58,-0.17%,675404
75,"ACY",17.78,1.60,1.18,2.30%,-27.56%,25.00%,-1.48%,0.25%,0.74,4.03,11.28,1.53%,6289
76,"ADAT",27.05,41.62,39.84,2.50%,,27.20%,-2.71%,0.68%,3.47,78.38,0.68,3.85%,19274
77,"ADBE",33423.93,497.38,495.58,0.10%,-81.75%,92.50%,1.83%,1.45%,2.75,2624.02,67.79,0.88%,4405116
78,"ADC",422.32,14.96,14.12,0.20%,-6.27%,68.50%,-0.32%,1.86%,5.64,46.67,27.68,-1.95%,77542
79,"ADEP",100.22,13.10,12.89,0.20%,-71.27%,52.10%,-8.25%,6.02%,2.96,262.20,7.68,0.39%,64219
80,"ADES",459.11,21.80,20.28,3.50%,15.61%,64.20%,11.16%,3.47%,4.84,145.15,20.34,-3.42%,118346
81,"ADGE",53.74,52.69,24.28,3.70%,17.47%,5.10%,-0.37%,0.61%,1.42,104.73,0.98,-3.92%,82699
82,"ADHD",276.35,13.64,7.32,,,31.20%,3.55%,10.11%,4.10,180.68,20.37,0.54%,651943
83,"ADI",15685.36,314.21,311.32,0.30%,-5.13%,86.10%,-0.10%,1.70%,2.91,1823.81,49.67,-0.50%,3180611
84,"ADK",87.83,18.11,16.11,3.40%,-10.08%,29.00%,27.91%,1.61%,2.29,113.56,4.83,-0.41%,15354
85,"ADM",33218.46,645.52,631.97,0.20%,-13.24%,76.00%,0.11%,0.84%,1.85,2855.10,50.77,-1.34%,1818415
86,"ADMP",50.24,10.51,8.10,2.20%,-11.82%,14.10%,-25.23%,4.33%,3.20,109.59,4.74,-0.84%,45446
87,"ADMS",282.41,16.76,14.43,13.90%,,46.00%,,1.45%,3.77,55.51,16.29,-3.32%,29352
88,"ADNC",178.95,22.71,22.31,1.90%,-68.40%,91.00%,2.67%,4.17%,5.57,166.78,7.77,-1.40%,98329
89,"ADP",39958.81,480.91,480.16,0.20%,7.61%,76.50%,-0.22%,1.02%,4.14,1185.33,82.61,-0.58%,1135387
90,"ADPT",516.83,20.55,9.80,0.10%,-93.86%,19.10%,91.27%,1.87%,0.90,203.17,25.46,1.23%,48840
91,"ADRA",,,,,,,,,0.45,9.72,29.73,0.00%,2921
92,"ADRD",,,,,,,,,16.47,3.27,24.52,-0.93%,5625
93,"ADRE",,,,,,,,,1.57,17.77,40.50,-0.51%,17071
94,"ADRU",,,,,,,,,2.17,5.78,24.61,-1.09%,1602
95,"ADS",13409.38,55.53,54.13,2.60%,0.28%,,0.06%,3.96%,3.75,571.82,244.46,1.23%,773735
96,"ADSK",12470.93,227.24,226.50,0.40%,26.43%,93.00%,1.12%,1.58%,1.63,2191.08,54.95,0.13%,2221062
97,"ADT",6356.59,174.01,173.51,0.40%,5.29%,93.00%,-3.48%,20.38%,19.13,1848.30,35.45,-2.96%,2531182
98,"ADTN",1183.38,54.71,52.35,12.42%,0.06%,98.60%,-3.20%,4.12%,4.88,442.36,21.29,-1.57%,420079
99,"ADUS",215.76,10.98,10.03,37.30%,0.56%,85.00%,-1.94%,1.72%,4.01,42.91,19.12,-2.70%,18785
100,"ADVS",1633.94,51.56,48.62,0.90%,-88.99%,90.40%,0.16%,3.11%,4.78,316.59,31.14,-1.74%,254343
101,"ADX",1320.42,93.78,84.61,0.30%,4.07%,19.00%,-2.80%,0.99%,6.41,130.93,14.00,-0.57%,119047
102,"ADXS",58.98,19.53,17.72,6.90%,30.51%,10.60%,15.25%,3.60%,2.64,241.91,3.06,1.32%,106975
103,"ADZ",,,,,,,,,,1.22,31.00,1.14%,604
104,"AE",214.38,4.22,2.13,50.16%,0.12%,39.30%,1.53%,2.17%,5.76,8.05,49.67,-2.22%,11635
105,"AEC",1020.98,57.65,55.42,1.20%,-0.14%,86.60%,1.16%,3.18%,5.60,314.09,17.49,-1.24%,448931
106,"AEE",9304.86,242.63,242.20,0.14%,3.03%,67.00%,4.20%,2.63%,4.63,1374.78,38.20,-0.39%,833606
107,"AEG",18418.28,2161.77,1818.62,,,7.40%,4.62%,0.07%,1.45,877.64,8.50,-0.23%,924640
108,"AEGN",886.93,37.36,36.57,1.90%,14.70%,99.90%,-3.50%,7.19%,9.02,291.40,23.39,-1.47%,253317
109,"AEGR",971.31,29.55,28.53,0.30%,20.46%,,2.16%,29.39%,7.95,1055.17,31.95,-2.80%,748833
110,"AEHR",29.11,11.46,8.75,9.10%,21.14%,14.40%,4.17%,0.14%,0.53,23.28,2.46,-3.15%,13335
111,"AEIS",749.27,39.94,34.67,0.60%,20.04%,91.80%,-3.43%,5.54%,4.83,397.52,18.43,-1.76%,473871
112,"AEL",1738.35,74.80,71.75,1.40%,4.28%,,-3.50%,7.46%,18.26,293.17,23.22,-0.09%,330971
113,"AEM",6343.87,210.83,209.50,,,78.10%,5.20%,1.54%,1.74,1851.33,30.58,1.63%,3149579
114,"AEO",2747.30,194.43,174.85,0.10%,9.58%,91.20%,10.91%,15.45%,4.97,5437.44,14.66,3.75%,6243408
115,"AEP",25884.85,488.67,488.34,0.07%,-24.67%,67.50%,2.11%,1.33%,2.76,2348.42,52.56,-0.77%,1975476
116,"AEPI",206.15,5.08,3.87,13.70%,-60.21%,71.90%,5.61%,4.89%,7.42,25.48,40.70,0.30%,15167
117,"AER",9238.04,212.32,181.43,0.50%,27.97%,38.60%,2.71%,1.20%,1.98,1102.09,43.52,0.02%,1953362
118,"AERI",419.99,23.89,23.24,,,92.40%,3.59%,4.16%,2.73,354.17,17.98,2.28%,192222
119,"AES",10523.58,723.27,721.89,17.08%,-0.01%,95.00%,0.16%,1.15%,2.05,4062.83,14.51,-0.27%,2789688
120,"AET",29449.53,354.60,353.13,0.10%,15.66%,90.10%,-1.10%,1.52%,2.47,2175.15,82.12,-1.12%,1510653
121,"AETI",60.78,8.18,4.91,48.01%,-4.33%,31.10%,7.43%,1.15%,4.62,12.26,7.41,-0.27%,462
122,"AEY",23.09,10.04,4.83,24.90%,1.92%,8.40%,2.06%,0.15%,0.20,36.63,2.42,5.22%,112126
123,"AEZS",78.38,57.21,55.92,7.06%,,21.40%,1.83%,6.69%,3.51,1064.78,1.37,0.00%,727360
124,"AF",1263.42,99.56,87.03,0.80%,-2.45%,79.40%,1.87%,7.63%,13.52,491.45,12.60,-0.71%,410116
125,"AFAM",260.24,9.47,7.85,2.80%,152.15%,64.60%,-1.80%,3.29%,4.58,56.39,27.76,1.02%,67005
126,"AFB",,,,,,,,,0.19,63.60,13.57,0.15%,57396
127,"AFCB",47.56,1.80,0.87,3.10%,21.83%,1.50%,50.00%,0.11%,1.02,0.92,22.10,-16.35%,250
128,"AFFX",601.06,73.39,72.47,1.30%,3.02%,,4.47%,12.87%,15.01,621.18,8.05,-1.71%,303419
129,"AFG",5255.06,89.22,69.89,0.30%,-4.25%,61.50%,-1.58%,0.71%,1.35,370.07,58.20,-1.19%,369446
130,"AFH",165.49,11.77,9.11,19.13%,5.93%,35.10%,30.73%,4.04%,5.13,71.74,14.09,0.21%,27073
131,"AFK",,,,,,,,,,36.74,31.58,-0.66%,49434
132,"AFL",26521.55,453.05,439.54,0.30%,-1.09%,60.40%,-0.51%,1.01%,2.35,1889.47,57.86,-1.16%,2232629
133,"AFOP",243.42,18.61,13.81,8.20%,-35.04%,39.90%,26.15%,16.72%,4.23,545.20,13.06,-0.15%,327353
134,"AFSI",2948.42,75.62,30.10,14.50%,2.39%,49.40%,3.62%,28.94%,15.99,544.63,38.47,-1.33%,1150351
135,"AG",950.66,117.51,112.90,,,,,1.65%,1.70,1094.90,8.32,2.84%,1159821
136,"AGA",,,,,,,,,,5.22,27.61,0.22%,8404
137,"AGCO",4269.32,93.79,84.91,0.10%,86.86%,92.90%,-0.20%,10.40%,6.70,1318.09,45.76,0.53%,1473526
138,"AGD",,,,,,,,,0.30,34.03,9.99,-0.79%,85855
139,"AGEN",180.49,62.67,58.50,2.10%,-17.39%,49.00%,4.15%,10.18%,6.85,868.70,2.82,-2.08%,255229
140,"AGF",,,,,,,,,,7.55,12.82,0.00%,0
141,"AGG",,,,,,,,,,1105.59,108.93,0.09%,736013
142,"AGI",1007.42,127.36,126.65,15.16%,,,29.64%,0.57%,2.54,284.18,8.08,2.15%,410149
143,"AGII",1373.07,26.01,25.55,2.10%,2.82%,89.20%,-1.46%,1.99%,4.54,112.00,51.25,-2.92%,113161
144,"AGIO",1631.68,34.46,27.74,15.40%,-58.15%,80.40%,12.99%,9.90%,7.11,386.45,48.00,1.37%,416220
145,"AGLS",,,,,,,,,,5.62,20.50,-0.51%,2313
146,"AGM",338.77,10.58,10.23,2.20%,11.50%,72.40%,3.65%,2.90%,11.01,27.00,32.19,0.53%,41431
147,"AGN",49367.54,297.18,296.61,0.10%,5.32%,93.70%,2.24%,1.35%,2.12,1892.47,169.18,1.84%,4279324
148,"AGNC",7849.58,352.79,352.23,0.40%,14.16%,54.60%,-1.46%,1.56%,1.61,3420.78,22.18,-0.31%,5694768
149,"AGO",3869.83,169.21,167.33,1.40%,-82.04%,99.00%,-3.50%,2.68%,1.91,2348.65,22.47,-1.75%,1969042
150,"AGOL",,,,,,,,,,0.14,119.60,0.00%,0
151,"AGQ",,,,,,,,,,233.75,50.28,-0.18%,146278
152,"AGRO",1087.30,120.41,117.98,27.41%,,74.30%,3.17%,0.35%,1.65,253.36,9.01,-0.22%,232425
153,"AGRX",144.15,18.60,18.52,0.20%,,59.30%,,0.21%,0.36,106.59,7.67,-1.03%,10441
154,"AGTC",265.36,16.38,14.38,9.00%,,52.00%,226.52%,3.41%,6.25,78.51,16.57,2.28%,68709
155,"AGU",13238.08,143.44,143.05,0.10%,,70.50%,4.01%,3.39%,8.69,558.56,94.49,2.38%,1650346
156,"AGX",509.30,14.44,12.00,2.20%,1.60%,76.20%,13.41%,2.61%,2.35,133.26,34.89,-1.08%,86107
157,"AGYS",270.54,22.83,21.70,3.40%,42.63%,81.10%,1.53%,2.64%,10.06,56.97,11.81,-0.34%,68844
158,"AGZ",,,,,,,,,,11.64,112.39,0.09%,10573
159,"AHC",235.52,21.95,18.77,0.80%,-6.40%,72.20%,2.11%,2.26%,6.95,60.90,10.73,0.00%,56456
160,"AHGP",4187.21,59.86,17.22,4.10%,-11.41%,25.60%,0.96%,0.81%,3.46,40.13,68.70,-1.79%,54996
161,"AHH",362.68,39.04,30.57,1.50%,22.36%,53.40%,1.03%,1.42%,3.60,120.32,9.28,-0.11%,132976
162,"AHL",2801.03,65.46,64.76,0.10%,-53.40%,91.80%,-4.04%,1.05%,1.17,577.46,42.40,-0.91%,501893
163,"AHP",387.71,25.39,16.78,1.30%,39.82%,86.80%,9.35%,9.74%,12.86,127.04,15.02,-1.64%,296139
164,"AHPI",16.10,8.05,4.45,0.50%,2.55%,37.80%,-1.97%,0.00%,0.00,17.66,1.99,-0.50%,10933
165,"AHS",715.17,46.50,45.79,0.80%,10.39%,93.60%,0.39%,2.38%,3.28,331.58,14.96,-2.73%,260058
166,"AHT",969.69,89.29,76.65,0.50%,9.30%,79.00%,10.13%,4.37%,6.35,527.27,10.67,-1.75%,647652
167,"AI",626.40,22.92,21.97,1.90%,23.55%,30.20%,10.10%,10.52%,8.13,284.43,27.13,-0.73%,303543
168,"AIA",,,,,,,,,,36.01,47.87,-0.54%,47418
169,"AIG",78378.52,1426.88,1423.52,0.03%,2.39%,85.50%,-0.75%,1.29%,2.62,7020.23,54.51,-0.76%,7158134
170,"AIMC",814.23,26.74,25.74,1.50%,-10.49%,95.20%,-0.75%,8.73%,16.16,139.07,30.45,0.00%,169035
171,"AIN",1156.25,31.80,28.24,0.20%,1.60%,95.70%,2.07%,2.75%,9.66,80.42,36.30,-0.17%,122478
172,"AINV",1981.51,236.74,236.17,,,47.80%,-16.27%,0.57%,0.54,2484.01,8.30,-0.84%,1968964
173,"AIQ",265.78,10.73,9.99,0.10%,-15.71%,85.70%,0.33%,1.72%,4.04,42.43,24.80,0.12%,22946
174,"AIR",1114.13,39.89,38.00,4.40%,5.53%,96.40%,-1.42%,6.58%,11.57,216.15,28.00,0.25%,769524
175,"AIRI",74.94,7.09,6.26,10.90%,,11.10%,76.46%,0.20%,1.07,11.67,10.92,3.27%,9685
176,"AIRM",2123.50,39.15,35.63,7.40%,-2.10%,98.50%,7.85%,23.21%,24.61,335.98,54.37,0.24%,344124
177,"AIRR",,,,,,,,,13.21,47.21,18.87,-0.58%,14389
178,"AIRT",30.46,2.35,1.65,24.87%,25.57%,29.70%,0.58%,0.71%,0.85,13.79,12.95,-0.08%,7397
179,"AIT",1959.93,41.48,38.01,1.30%,2.86%,88.70%,-1.34%,1.97%,4.41,169.66,46.79,-0.97%,105905
180,"AIV",4743.87,146.19,145.00,0.50%,-19.85%,99.70%,-2.51%,2.93%,4.74,896.16,32.18,-0.83%,685949
181,"AIXG",1440.44,114.23,94.51,,,3.30%,-6.36%,0.79%,15.40,48.61,12.44,-1.35%,29494
182,"AIZ",4691.09,71.38,70.41,1.90%,-0.15%,99.90%,-1.48%,3.62%,5.24,486.23,64.86,-1.31%,316485
183,"AJG",7121.16,158.99,157.00,0.50%,11.50%,81.10%,20.96%,0.70%,1.67,657.54,44.78,-0.02%,1285360
184,"AKAM",10940.81,178.16,172.42,0.10%,-16.03%,88.70%,1.34%,2.48%,2.62,1630.58,60.64,-1.25%,1075880
185,"AKAO",153.55,17.71,17.71,,,91.60%,1.69%,2.31%,4.39,93.09,8.19,-5.54%,72847
186,"AKBA",420.60,20.27,15.95,26.00%,,42.50%,131.78%,6.99%,8.16,136.68,20.25,-2.41%,121110
187,"AKER",20.34,4.90,3.56,,,20.60%,-4.81%,0.13%,0.24,19.08,4.05,-2.41%,11917
188,"AKG",397.52,174.35,136.40,6.42%,,63.00%,2.34%,0.76%,5.91,176.59,2.28,0.00%,117873
