"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18224.74,333.42,331.92,0.30%,13.76%,85.40%,0.11%,1.18%,1.37,2866.72,54.66,0.00%,0
2,"AA",13507.34,1078.00,1076.56,0.20%,54.33%,69.70%,0.23%,8.07%,2.96,29308.81,12.53,0.00%,0
3,"AADR",,,,,,,,,,2.98,37.20,0.00%,0
4,"AAIT",,,,,,,,,0.26,3.82,31.97,0.00%,0
5,"AAL",16965.29,471.52,467.30,1.10%,340.03%,54.80%,1.87%,6.99%,2.94,11119.64,35.98,0.00%,0
6,"AAMC",2486.11,2.37,1.70,2.80%,3.11%,62.00%,11.69%,9.14%,6.00,25.93,1048.99,0.00%,0
7,"AAME",75.64,21.07,5.00,8.60%,,4.90%,3.06%,0.10%,0.48,9.91,3.59,0.00%,0
8,"AAN",2211.95,71.98,69.81,0.60%,-3.79%,0.80%,,12.61%,6.22,1415.15,30.73,0.00%,0
9,"AAOI",312.70,14.22,13.19,0.80%,96.95%,22.90%,-18.54%,2.81%,2.03,182.68,21.99,0.00%,0
10,"AAON",958.71,36.69,28.19,20.90%,-2.91%,58.60%,-0.17%,3.61%,7.64,133.41,26.13,0.00%,0
11,"AAP",8690.34,72.93,72.44,0.60%,-20.09%,95.70%,0.08%,2.18%,1.78,888.52,119.16,0.00%,0
12,"AAPL",466903.25,891.99,890.70,0.04%,5.94%,61.60%,-0.06%,2.32%,1.85,11165.60,523.44,0.00%,0
13,"AAT",1358.72,40.39,34.34,1.20%,-7.27%,86.10%,0.06%,2.08%,4.23,168.98,33.64,0.00%,0
14,"AAU",95.81,63.87,52.88,5.36%,,5.90%,148.19%,0.78%,2.32,177.83,1.50,0.00%,0
15,"AAV",871.85,169.62,167.57,0.25%,,58.00%,3.99%,0.06%,0.51,208.98,5.14,0.00%,0
16,"AAWW",872.14,25.04,24.44,1.60%,25.73%,98.20%,1.81%,10.56%,6.36,405.57,34.83,0.00%,0
17,"AAXJ",,,,,,,,,0.67,679.21,60.42,0.00%,0
18,"AB",2412.27,96.03,94.60,0.20%,-0.77%,29.10%,0.54%,2.56%,5.71,423.63,25.12,0.00%,0
19,"ABAX",901.79,22.25,21.01,2.60%,2.12%,97.20%,3.11%,15.25%,16.69,191.88,40.53,0.00%,0
20,"ABB",60566.44,2337.57,2292.11,,,5.60%,-0.01%,0.28%,3.36,1891.09,25.91,0.00%,0
21,"ABBV",78366.05,1596.05,1594.47,0.10%,19.10%,69.90%,0.08%,0.73%,1.76,6621.65,49.10,0.00%,0
22,"ABC",14707.76,229.20,226.31,0.20%,-1.08%,86.80%,-0.21%,2.82%,3.37,1891.82,64.17,0.00%,0
23,"ABCB",581.68,25.17,24.20,2.80%,8.97%,63.10%,-0.48%,2.57%,5.94,104.66,23.11,0.00%,0
24,"ABCD",98.29,44.88,13.08,71.14%,-2.81%,15.30%,-10.04%,0.12%,0.46,33.70,2.19,0.00%,0
25,"ABCO",2220.80,36.14,35.93,0.60%,8.51%,96.80%,0.22%,7.97%,11.23,255.03,61.45,0.00%,0
26,"ABFS",927.44,25.87,24.48,3.30%,15.26%,94.90%,0.02%,5.62%,3.58,384.59,35.85,0.00%,0
27,"ABG",1714.09,30.84,30.22,1.80%,-8.57%,98.10%,-0.02%,3.61%,3.25,336.23,55.58,0.00%,0
28,"ABIO",38.78,20.96,18.08,2.60%,21.30%,16.90%,-1.62%,20.33%,3.88,946.33,1.85,0.00%,0
29,"ABM",1595.92,55.86,50.48,1.80%,5.79%,83.60%,0.11%,2.38%,5.58,215.49,28.57,0.00%,0
30,"ABMC",2.39,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.34,17.07,0.11,0.00%,0
31,"ABMD",948.11,39.82,39.37,2.10%,1.21%,98.60%,0.12%,10.97%,9.06,476.77,23.81,0.00%,0
