"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18516.14,331.00,332.41,0.30%,4.97%,85.40%,1.30%,0.64%,0.82,2603.83,57.29,2.41%,4621650
2,"AA",12586.83,1070.31,1069.37,0.20%,54.82%,68.80%,12.95%,12.23%,4.75,27534.47,11.78,0.17%,22075196
3,"AADR",,,,,,,,,,4.35,37.00,-1.36%,754
4,"AAIT",,,,,,,,,0.48,2.48,31.27,-3.93%,1221
5,"AAL",11622.24,336.00,751.64,0.70%,,18.30%,,8.40%,4.64,13613.15,35.66,3.09%,9273799
6,"AAMC",2277.58,2.35,1.70,2.50%,3.53%,60.80%,4.69%,3.89%,4.17,15.83,910.01,-6.19%,96879
7,"AAME",83.92,21.30,5.14,75.13%,,4.80%,1.29%,0.24%,1.10,11.04,3.94,0.00%,9158
8,"AAN",2219.95,75.23,66.89,0.40%,-5.64%,0.80%,,13.23%,6.71,1318.51,29.70,0.64%,567855
9,"AAOI",189.31,12.60,11.44,1.50%,,25.00%,41.11%,1.42%,2.24,72.73,17.98,19.71%,468679
10,"AAON",1054.13,36.74,28.06,0.30%,-12.68%,58.40%,0.17%,3.54%,8.03,123.57,29.54,2.96%,120388
11,"AAP",9163.52,72.76,72.40,0.60%,-29.99%,99.70%,3.09%,2.49%,1.96,923.38,127.56,1.29%,883581
12,"AAPL",481522.21,896.07,890.69,0.04%,20.51%,61.10%,-1.15%,1.86%,1.31,12669.97,531.15,-1.16%,10868071
13,"AAT",1338.65,39.82,34.42,1.00%,-22.56%,86.10%,8.48%,1.76%,3.83,157.81,33.80,0.54%,234614
14,"AAU",101.02,61.23,52.91,5.36%,,5.90%,165.15%,0.77%,2.50,163.90,1.70,3.03%,137285
15,"AAV",531.43,134.20,167.07,0.25%,,58.00%,5.10%,0.13%,1.78,126.35,4.01,1.26%,88571
16,"AAWW",803.00,25.04,24.52,1.30%,3.50%,96.20%,-3.38%,11.41%,7.27,385.06,32.62,1.71%,242983
17,"AAXJ",,,,,,,,,0.75,731.49,57.54,0.03%,368512
18,"AB",2363.65,92.26,94.60,0.30%,-0.80%,29.00%,-3.63%,2.91%,6.89,399.90,24.23,-5.43%,967824
19,"ABAX",861.89,22.27,21.05,2.10%,-0.43%,97.20%,2.97%,14.01%,15.20,194.13,39.46,1.96%,161479
20,"ABB",58137.07,2297.00,2295.97,,,3.80%,3.12%,0.18%,2.49,1616.98,25.04,-1.07%,3464063
21,"ABBV",82313.52,1608.00,1589.52,0.06%,-15.30%,69.70%,1.64%,0.59%,1.38,6811.68,51.86,1.31%,6076008
22,"ABC",15684.17,230.28,226.26,0.20%,3.83%,88.70%,-0.41%,2.42%,3.21,1707.25,68.39,0.41%,1468231
23,"ABCB",484.02,24.02,21.75,2.90%,8.57%,66.70%,-5.26%,1.66%,4.14,87.39,20.23,0.40%,35432
24,"ABCD",93.70,47.56,11.39,71.14%,-2.66%,15.20%,-18.01%,0.05%,0.18,30.78,1.93,-1.99%,23355
25,"ABCO",2301.54,36.06,35.97,0.30%,-18.77%,96.80%,1.13%,6.90%,10.59,234.50,64.05,0.36%,288726
26,"ABFS",815.61,25.79,24.30,3.40%,14.80%,94.90%,-1.81%,7.34%,4.34,410.79,31.86,0.73%,393915
27,"ABG",1496.94,30.50,30.26,1.70%,-8.80%,95.20%,-3.49%,3.49%,3.70,285.21,48.89,-0.39%,142684
28,"ABIO",19.17,10.83,13.24,2.60%,30.72%,15.40%,-2.18%,24.47%,2.16,1496.95,1.76,-0.56%,312387
29,"ABM",1514.30,55.33,50.69,1.80%,10.30%,82.10%,0.66%,1.73%,4.23,207.38,27.59,0.80%,179199
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.34,17.39,0.12,0.00%,24000
31,"ABMD",1136.29,39.59,39.38,1.90%,-0.53%,99.70%,2.52%,11.30%,12.10,367.80,28.58,-0.42%,541669
32,"ABR",307.69,43.40,37.49,0.50%,-12.15%,60.00%,1.77%,0.38%,1.32,108.52,6.97,-1.69%,233449
33,"ABT",60736.92,1567.00,1543.45,0.10%,0.71%,69.20%,1.28%,0.71%,1.56,7014.64,38.95,0.49%,8597412
34,"ABTL",158.88,8.90,8.78,8.62%,-44.21%,57.70%,6.16%,0.52%,0.17,270.67,18.63,4.37%,373590
35,"ABX",21450.45,1085.00,1161.10,,,73.90%,2.90%,1.04%,0.78,15568.50,20.98,6.12%,19598510
36,"ACAD",2148.10,89.50,90.64,0.10%,1.13%,89.60%,1.33%,10.82%,7.64,1284.22,24.58,2.42%,655893
37,"ACAS",4394.91,286.50,267.13,1.10%,-2.90%,63.20%,2.70%,0.95%,1.05,2414.35,15.79,2.93%,7315177
