"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17731.67,331.00,328.04,0.30%,14.53%,84.70%,-0.75%,0.92%,1.13,2661.22,53.21,-0.67%,1347600
2,"AA",10282.70,1070.00,1068.50,0.07%,10.31%,61.00%,4.51%,11.39%,4.40,27640.54,9.55,-0.62%,20599540
3,"AADR",,,,,,,,,,9.75,37.21,0.02%,700
4,"AAIT",,,,,,,,,0.04,1.63,31.12,-0.29%,900
5,"AAMC",1703.75,2.35,,46.34%,0.02%,15.30%,11.76%,,6.24,4.93,800.00,10.34%,915
6,"AAME",85.20,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.42,8.46,4.01,0.25%,1209
7,"AAN",2179.53,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.38,797.89,28.25,-1.36%,600221
8,"AAOI",166.25,12.60,11.46,1.40%,,17.70%,,0.22%,0.27,93.40,12.58,-4.62%,18598
9,"AAON",1696.63,55.14,28.06,0.80%,-2.65%,58.40%,1.39%,3.56%,10.83,92.26,29.39,-4.48%,172775
10,"AAP",7348.17,72.75,72.25,0.70%,-2.86%,96.30%,0.06%,3.63%,3.35,781.57,103.05,2.02%,549772
11,"AAPL",502776.26,904.16,899.28,0.04%,33.13%,61.10%,-1.71%,2.16%,1.58,12257.88,551.23,-0.87%,16608983
12,"AAT",1241.89,39.82,34.34,0.70%,4.89%,86.10%,19.89%,2.38%,3.21,255.05,31.04,-0.48%,190058
13,"AAU",69.66,60.05,52.97,5.36%,,5.90%,174.02%,0.95%,3.99,126.38,1.05,-9.48%,322794
14,"AAV",683.63,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.64,146.98,4.02,-0.99%,103847
15,"AAWW",964.76,25.12,24.52,1.60%,-2.90%,99.80%,-2.69%,4.65%,3.86,294.89,37.52,-2.29%,288571
16,"AAXJ",2066.19,33.80,33.80,,,,,0.75%,0.35,719.57,60.14,-1.62%,864133
17,"AB",2047.21,92.26,86.69,0.10%,91.18%,32.20%,-6.77%,2.23%,5.31,364.56,22.78,2.66%,592052
18,"ABAX",802.57,22.31,21.06,2.60%,-5.23%,97.40%,-2.89%,9.31%,11.52,170.20,35.75,-0.64%,111526
19,"ABB",58688.35,2297.00,2295.97,,,3.60%,0.44%,0.20%,3.51,1329.85,25.26,-1.14%,782041
20,"ABBV",77035.50,1590.00,1589.52,0.06%,1.38%,68.10%,1.30%,0.80%,2.66,4761.60,48.39,-0.12%,4260401
21,"ABC",16253.57,230.45,229.57,0.20%,28.78%,88.90%,-0.41%,2.64%,4.67,1294.38,70.89,0.51%,1084067
22,"ABCB",489.25,23.90,22.99,1.80%,2.62%,69.20%,-0.54%,2.34%,5.53,97.10,20.16,-1.51%,59907
23,"ABCD",72.46,47.36,15.11,0.10%,26.77%,18.00%,-3.21%,0.12%,0.79,23.76,1.41,-7.84%,6656
24,"ABCO",2322.35,35.88,35.85,0.40%,-5.90%,96.80%,1.05%,6.69%,13.99,171.36,62.56,-3.34%,131343
25,"ABFS",837.48,25.74,24.30,3.40%,12.18%,96.60%,8.26%,13.12%,6.13,520.08,33.63,3.35%,750321
26,"ABG",1593.94,30.70,30.28,1.20%,-34.84%,98.50%,-3.66%,4.27%,3.98,324.76,51.32,-1.16%,180540
27,"ABIO",15.06,10.83,12.88,15.40%,19.74%,6.00%,-48.78%,11.07%,1.80,790.84,1.41,1.44%,162022
28,"ABM",1528.16,54.95,49.82,1.70%,4.83%,82.60%,-1.04%,1.49%,3.71,200.67,27.75,-0.22%,166227
29,"ABMC",2.17,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.39,15.07,0.10,0.00%,11800
30,"ABMD",1122.44,39.26,39.02,2.90%,-3.96%,98.70%,0.77%,12.41%,11.18,433.34,28.06,-1.85%,358749
31,"ABR",285.85,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.51%,0.80,243.19,6.57,-0.90%,64768
32,"ABT",59263.35,1551.80,1543.14,0.10%,0.84%,68.20%,0.19%,1.01%,2.01,7762.24,38.14,-0.13%,5584937
