"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18328.10,333.42,331.93,0.30%,13.76%,85.30%,0.09%,1.26%,1.48,2818.62,55.01,0.07%,889438
2,"AA",15821.56,1171.10,1076.56,0.20%,47.38%,68.00%,0.11%,7.36%,3.00,26440.53,13.63,0.89%,12626501
3,"AADR",,,,,,,,,,2.95,38.01,-0.05%,23119
4,"AAIT",,,,,,,,,0.27,3.60,32.50,0.00%,100
5,"AAL",17050.16,471.52,467.46,1.10%,290.65%,62.40%,15.86%,5.47%,2.30,11103.81,37.09,2.57%,14519512
6,"AAMC",2334.45,2.37,1.70,2.80%,3.11%,62.00%,11.69%,7.71%,5.52,23.77,991.00,0.61%,14409
7,"AAME",74.59,21.07,4.98,8.60%,,4.90%,3.08%,0.11%,0.54,10.12,3.54,0.00%,17592
8,"AAN",2168.76,71.98,69.81,0.60%,-3.79%,0.80%,,11.84%,5.71,1446.25,29.58,-1.83%,1090892
9,"AAOI",352.03,14.76,14.64,1.20%,46.24%,21.90%,-19.60%,2.91%,2.06,207.64,23.63,-0.92%,227520
10,"AAON",1008.15,36.66,28.13,20.90%,-2.91%,58.60%,-0.07%,3.44%,7.38,130.99,27.72,0.80%,169855
11,"AAP",8870.23,72.94,72.45,0.60%,-20.09%,95.60%,0.02%,2.38%,1.95,885.89,122.15,0.44%,592337
12,"AAPL",474271.09,891.99,890.72,0.04%,3.78%,61.50%,-0.19%,2.49%,2.09,10603.46,524.75,-1.31%,9367350
13,"AAT",1361.55,40.39,34.34,1.20%,-7.27%,86.10%,0.13%,2.42%,4.76,174.55,33.92,0.62%,169902
14,"AAU",86.66,63.72,52.88,5.36%,,5.90%,149.06%,0.80%,2.53,168.17,1.38,1.47%,81447
15,"AAV",994.19,169.08,167.50,0.25%,,58.00%,4.00%,0.07%,0.46,270.61,5.91,0.51%,479216
16,"AAWW",897.43,25.04,24.44,1.60%,25.73%,94.30%,17.24%,11.00%,7.52,357.64,36.01,0.47%,198835
17,"AAXJ",,,,,,,,,1.39,681.79,60.02,-0.63%,633001
18,"AB",2529.43,96.03,90.64,0.20%,-0.77%,29.20%,0.79%,2.75%,5.91,421.97,26.41,0.27%,277837
19,"ABAX",872.42,22.25,21.01,2.60%,2.12%,97.20%,3.03%,15.53%,17.41,187.46,39.31,0.26%,188161
20,"ABB",59943.06,2303.73,2292.11,,,5.60%,0.07%,0.26%,3.26,1850.43,25.96,-0.23%,1291387
21,"ABBV",79818.46,1596.05,1594.50,0.10%,19.10%,69.90%,0.07%,0.67%,1.55,6838.31,50.14,0.26%,6143364
22,"ABC",14824.66,229.20,226.33,0.20%,-1.08%,86.80%,-0.25%,2.77%,3.28,1912.73,64.84,0.25%,1397138
23,"ABCB",565.60,25.16,24.20,2.80%,8.97%,63.10%,0.02%,2.42%,5.86,100.08,22.60,0.53%,98790
24,"ABCD",96.94,44.88,13.08,71.14%,-2.81%,15.30%,-10.04%,0.06%,0.27,29.91,2.17,0.46%,19126
25,"ABCO",2202.37,36.14,35.93,0.60%,7.97%,96.80%,0.23%,8.55%,12.07,254.44,59.99,-1.56%,142328
26,"ABFS",1008.67,25.87,24.48,3.30%,15.26%,95.00%,0.07%,5.32%,3.54,368.45,38.88,-0.28%,245161
27,"ABG",1694.04,30.84,30.22,1.80%,-8.57%,97.90%,-0.23%,4.62%,4.42,315.80,57.48,4.64%,721165
28,"ABIO",36.33,21.00,18.10,2.60%,21.30%,16.90%,0.03%,22.91%,4.78,867.61,1.69,-2.31%,79113
29,"ABM",1554.58,55.86,50.48,1.80%,5.90%,83.60%,0.18%,2.62%,6.12,215.70,27.55,-1.01%,181413
30,"ABMD",1013.82,39.82,39.37,2.10%,1.21%,98.50%,0.00%,15.73%,13.84,447.45,25.30,-0.63%,194020
31,"ABR",351.48,50.14,38.49,0.50%,-9.72%,57.20%,0.05%,0.52%,1.44,139.19,7.03,0.29%,72015
32,"ABT",59562.50,1543.07,1540.09,0.20%,4.79%,69.80%,0.22%,0.82%,1.44,8777.63,38.60,0.00%,3541294
33,"ABTL",118.32,8.91,8.77,8.62%,-40.97%,56.40%,6.48%,2.62%,0.73,314.75,13.64,2.71%,255289
34,"ABX",20458.21,1165.71,1161.32,,,73.90%,2.69%,0.84%,0.75,12957.59,17.81,1.48%,12216844
35,"ACAD",2072.58,98.46,98.24,0.10%,23.33%,85.30%,0.44%,11.52%,4.98,2275.04,20.14,-4.32%,2379964
36,"ACAS",3974.15,269.80,259.27,1.10%,-8.73%,66.20%,0.09%,1.34%,1.15,3023.32,14.79,0.41%,1154233
