"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"BBW","Build-A-Bear Workshop Inc.","Services","Toy & Hobby Stores","USA",221.29,43.93,15.00,17.74%,870397
2,"BRP","Brookfield Residential Properties Inc.","Financial","Real Estate Development","USA",2210.29,12.34,23.39,23.04%,4234282
3,"CPXX","Celator Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",44.86,,2.25,30.81%,1660473
4,"CYTX","Cytori Therapeutics, Inc.","Healthcare","Biotechnology","USA",36.62,,0.53,15.93%,13737667
5,"DAN","Dana Holding Corporation","Consumer Goods","Auto Parts","USA",2721.97,,20.56,17.55%,9847563
6,"DRD","DRDGOLD Ltd.","Basic Materials","Gold","South Africa",96.19,,2.88,15.66%,294253
7,"FST","Forest Oil Corporation","Basic Materials","Independent Oil & Gas","USA",113.35,31.67,1.15,21.05%,4174369
8,"GBR","New Concept Energy, Inc.","Basic Materials","Independent Oil & Gas","USA",2.28,19.50,1.49,27.26%,61575
9,"IHT","Innsuites Hospitality Trust","Financial","REIT - Hotel/Motel","USA",20.58,,3.05,23.48%,22711
10,"INFN","Infinera Corporation","Technology","Communication Equipment","USA",1312.14,,13.85,30.54%,23772070
11,"LAKE","Lakeland Industries Inc.","Healthcare","Medical Instruments & Supplies","USA",73.79,,15.26,16.22%,5106234
12,"LAWS","Lawson Products Inc.","Services","Industrial Equipment Wholesale","USA",183.57,,24.50,16.11%,47808
13,"MTRN","Materion Corporation","Basic Materials","Industrial Metals & Minerals","USA",600.50,23.45,35.15,20.87%,488365
14,"NCT","Newcastle Investment Corp.","Financial","REIT - Diversified","USA",1587.95,17.62,23.74,98.16%,1772996
15,"NPTN","NeoPhotonics Corporation","Technology","Semiconductor - Broad Line","USA",80.12,,3.01,22.36%,394099
16,"PTSX","Point.360","Services","Movie Production, Theaters","USA",4.03,,0.44,15.79%,1111
17,"RRST","RRSat Global Communications Network Ltd.","Technology","Diversified Communication Services","Israel",107.99,19.41,7.18,15.62%,26519
18,"SCSS","Select Comfort Corporation","Consumer Goods","Home Furnishings & Fixtures","USA",1159.71,22.72,25.08,16.22%,5671010
19,"SHLM","A. Schulman, Inc.","Basic Materials","Chemicals - Major Diversified","USA",880.39,23.92,35.62,18.18%,873350
20,"SILC","Silicom Ltd.","Technology","Networking & Communication Devices","Israel",201.33,11.35,34.82,24.18%,240878
21,"TSCO","Tractor Supply Company","Services","Specialty Retail, Other","USA",8439.78,25.12,71.00,15.82%,6478093
22,"TUBE","TubeMogul, Inc.","Technology","Application Software","USA",410.67,,16.73,21.32%,974642
