"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",14342.93,335.90,334.52,0.30%,-43.07%,85.50%,0.62%,0.72%,0.97,2494.71,42.16,-1.26%,987678
2,"AA",18272.64,1222.25,1219.63,0.30%,-29.22%,66.30%,-0.82%,2.48%,1.56,19378.73,15.25,2.01%,10290415
3,"AAAP",,,,,,,,,,,,,0
4,"AAC",722.41,21.08,13.14,42.60%,0.00%,29.50%,,5.39%,8.69,81.43,30.86,-9.95%,524701
5,"AADR",,,,,,,,,,1.76,39.40,0.00%,0
6,"AAIT",,,,,,,,,0.12,1.14,35.36,-1.18%,340
7,"AAL",33655.16,696.65,693.09,0.55%,-0.17%,73.50%,1.90%,1.89%,1.00,13077.44,48.19,-0.25%,5956396
8,"AAMC",422.67,2.19,1.54,3.40%,144.54%,75.40%,6.31%,12.27%,10.58,17.89,190.79,-1.14%,3995
9,"AAME",82.93,20.63,4.55,6.20%,0.00%,5.10%,3.34%,0.04%,0.57,3.18,4.02,0.00%,100
10,"AAN",2154.83,72.48,72.47,0.60%,0.00%,,1.18%,4.30%,5.00,623.26,29.10,-2.12%,577623
11,"AAOI",196.66,14.82,13.79,1.40%,-4.50%,57.60%,-3.22%,12.29%,6.50,260.77,13.37,0.75%,301317
12,"AAON",1256.62,54.47,41.64,20.60%,0.00%,59.00%,-3.49%,2.60%,7.88,137.23,22.65,-1.81%,35073
13,"AAP",11309.04,73.07,71.33,0.60%,-19.35%,97.20%,1.45%,5.25%,4.20,891.14,153.91,-0.56%,349702
14,"AAPL",751916.96,5824.75,5821.23,0.05%,-33.50%,61.30%,-1.69%,1.05%,1.07,56997.43,128.82,-0.21%,24424303
15,"AAT",1800.31,43.57,37.25,1.00%,,99.30%,0.38%,1.41%,3.38,155.42,41.43,0.27%,99074
16,"AAU",70.95,66.31,56.73,5.36%,0.00%,5.90%,135.36%,0.13%,0.31,236.14,1.09,1.86%,53164
17,"AAV",879.42,169.12,167.93,0.25%,0.00%,58.00%,4.00%,0.41%,3.26,209.48,5.43,4.42%,76145
18,"AAVL",914.11,24.84,17.65,15.60%,-9.14%,64.00%,9.18%,7.17%,3.74,338.20,35.25,-4.21%,117607
