"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19313.56,333.51,333.13,0.20%,4.55%,85.50%,-0.01%,0.82%,1.60,1709.16,58.89,1.69%,2344625
2,"AA",19009.33,1176.32,1174.81,0.20%,0.77%,68.70%,1.51%,5.22%,3.87,15878.69,16.28,0.74%,36762520
3,"AADR",,,,,,,,,,7.33,38.08,-0.94%,3275
4,"AAIT",,,,,,,,,0.16,3.83,34.47,0.00%,0
5,"AAL",27353.20,720.20,715.84,0.70%,10.67%,70.20%,20.73%,1.95%,1.22,11420.24,37.46,-1.37%,6595752
6,"AAMC",1528.40,2.24,1.56,3.20%,283.73%,72.60%,-2.28%,10.40%,8.08,20.06,695.00,1.86%,6684
7,"AAME",81.80,20.71,4.63,75.13%,-0.03%,4.90%,1.10%,0.15%,0.72,9.81,4.02,1.77%,1607
8,"AAN",1840.29,72.31,71.88,0.70%,32.10%,0.80%,-85.45%,5.64%,5.33,760.13,25.66,0.83%,643165
9,"AAOI",264.48,14.80,13.71,2.80%,0.73%,63.90%,29.00%,7.98%,4.30,254.61,18.07,1.12%,158450
10,"AAON",1018.24,55.01,42.17,21.50%,-1.35%,57.40%,-0.82%,3.45%,8.75,166.25,18.38,-0.70%,111068
11,"AAP",9882.95,72.98,72.52,0.60%,2.82%,97.30%,1.94%,3.02%,2.97,738.42,134.37,-0.78%,355804
12,"AAPL",603936.57,5987.87,5984.11,0.04%,16.77%,62.50%,0.52%,1.61%,1.84,52335.93,101.58,0.71%,60546936
13,"AAT",1433.31,42.62,36.51,1.10%,25.75%,86.10%,2.24%,1.88%,4.52,151.72,33.70,0.21%,157209
14,"AAU",108.40,68.61,57.19,5.36%,,5.90%,125.14%,0.37%,1.12,187.96,1.58,0.00%,160119
15,"AAV",958.04,170.47,168.09,0.25%,,58.00%,3.97%,0.20%,0.88,376.47,5.53,-1.60%,507442
16,"AAVL",722.34,22.26,11.28,29.60%,,18.70%,,0.72%,0.26,312.19,32.78,1.02%,105269
17,"AAWW",899.76,25.26,24.69,2.20%,-1.77%,99.90%,-1.14%,11.29%,11.14,250.39,36.00,1.07%,149365
18,"AAXJ",,,,,,,,,2.42,516.58,63.98,-0.59%,295178
19,"AB",2652.59,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.91%,3.28,252.23,27.40,0.00%,100135
20,"ABAC",38.72,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.28,48.64,1.90,3.83%,83243
21,"ABAX",1171.04,22.52,21.22,5.90%,7.01%,97.20%,-0.70%,11.62%,14.60,168.94,52.45,0.87%,129329
22,"ABB",53352.22,2310.62,2291.83,,,3.80%,-3.88%,0.16%,2.44,1534.90,23.02,-0.30%,2968514
23,"ABBV",93338.08,1592.80,1571.68,0.06%,20.72%,80.70%,15.91%,5.91%,8.24,11276.24,59.62,1.74%,14220655
24,"ABC",17301.94,224.38,212.45,0.10%,-0.44%,86.30%,0.13%,3.28%,5.34,1305.39,76.53,-0.75%,1688063
25,"ABCB",607.00,26.74,24.08,2.30%,0.99%,63.00%,1.15%,4.07%,12.77,76.64,22.67,-0.13%,57161
26,"ABCD",70.56,44.94,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.30,23.57,1.50,-4.46%,63236
27,"ABCO",1736.48,36.29,36.00,0.80%,39.36%,96.80%,-1.80%,8.47%,12.18,250.43,48.31,0.96%,586212
28,"ABG",2014.58,30.34,29.86,0.70%,-39.56%,99.50%,-0.98%,5.18%,6.91,223.77,66.57,0.26%,285174
29,"ABIO",26.85,20.98,17.46,29.03%,21.26%,13.30%,7.39%,14.97%,17.51,149.29,1.32,3.13%,50358
30,"ABM",1541.49,55.75,50.34,1.90%,5.90%,85.60%,-1.86%,2.50%,6.17,204.34,27.60,-0.18%,213875
31,"ABMD",1005.43,40.46,39.80,3.20%,6.06%,99.70%,11.60%,20.41%,32.66,248.74,25.18,1.33%,205169
32,"ABR",343.77,50.48,38.62,3.30%,14.19%,58.70%,1.53%,0.19%,0.61,118.67,6.76,-0.73%,81316
33,"ABT",64508.73,1503.70,1500.64,0.10%,5.18%,69.10%,-0.18%,0.82%,2.54,4839.84,43.38,1.12%,4773032
34,"ABTL",77.03,9.03,8.90,8.62%,0.43%,63.60%,2.87%,1.66%,1.19,124.15,8.93,4.69%,195547
35,"ABX",19413.41,1171.60,1161.33,,,72.10%,-2.20%,1.18%,1.52,9017.23,16.25,-1.93%,9575715
36,"ABY",2972.00,80.00,79.99,,,33.60%,,1.39%,2.93,379.97,37.44,0.78%,328696
37,"ACAD",2688.86,99.44,99.18,0.10%,-7.45%,95.60%,3.78%,16.11%,13.69,1167.47,27.45,1.52%,979107
38,"ACAS",4053.32,268.61,263.40,1.30%,21.42%,67.90%,0.61%,0.88%,0.90,2571.70,15.08,-0.07%,2214208
39,"ACAT",466.15,12.92,12.76,2.10%,18.32%,92.20%,-5.06%,5.40%,3.69,186.43,37.56,4.09%,176631
40,"ACC",3928.58,104.93,104.34,0.10%,1.94%,99.00%,-2.91%,1.24%,2.12,610.28,37.44,0.00%,883890
41,"ACCO",868.45,114.42,113.13,0.90%,22.19%,,0.46%,9.55%,12.76,846.59,7.56,-0.40%,1900816
42,"ACCU",,,,,,,,,,1.93,27.06,0.00%,0
43,"ACE",35550.63,335.70,333.49,0.60%,-1.23%,93.00%,-0.27%,2.19%,6.19,1179.43,106.02,0.11%,1150741
44,"ACET",606.10,29.00,27.42,2.30%,16.81%,75.60%,7.40%,3.95%,5.90,183.65,21.01,0.53%,182011
45,"ACFC",62.08,15.52,10.62,0.10%,181.16%,51.70%,0.16%,0.10%,0.60,16.82,3.90,-2.50%,35415
46,"ACFN",38.42,22.21,20.19,7.20%,25.31%,21.40%,-39.31%,5.26%,3.68,288.52,1.70,-1.73%,155665
47,"ACG",1809.68,242.91,242.88,,,34.50%,7.64%,0.09%,0.43,509.12,7.47,0.27%,524406
48,"ACGL",7278.38,135.11,130.15,1.80%,2.18%,89.60%,-0.92%,0.91%,2.12,557.88,54.18,0.58%,1780180
49,"ACH",7559.86,687.26,156.18,,,1.40%,-0.66%,1.14%,10.21,173.81,10.88,-1.09%,92966
50,"ACHC",2936.67,59.81,56.18,2.10%,-8.39%,72.50%,28.96%,8.72%,13.32,368.00,49.22,0.24%,176928
51,"ACHN",1159.79,97.79,97.54,13.04%,-22.32%,91.00%,5.46%,17.63%,2.68,6407.62,11.95,0.76%,4282717
52,"ACI",587.99,212.27,211.10,0.54%,-0.43%,67.50%,-9.48%,19.90%,8.23,5105.53,2.80,1.08%,4541892
53,"ACIM",,,,,,,,,,12.16,65.30,0.00%,0
54,"ACIW",2193.76,114.08,112.17,1.30%,19.40%,98.80%,-1.52%,4.74%,8.91,597.50,19.06,-0.88%,364521
55,"ACLS",217.56,111.57,109.70,0.80%,7.85%,57.90%,3.13%,2.75%,8.58,352.07,1.95,0.00%,243333
56,"ACM",3694.69,99.48,89.49,0.40%,-49.50%,77.80%,3.77%,12.29%,7.09,1551.47,37.20,0.16%,696626
57,"ACMP",12291.34,190.80,89.09,46.80%,-9.14%,71.80%,0.22%,1.86%,2.81,591.77,64.49,0.11%,170314
58,"ACN",53748.40,671.10,640.20,0.30%,-3.87%,83.40%,0.32%,2.75%,7.28,2417.93,79.68,-0.51%,3097442
