"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ARWR","Arrowhead Research Corp.","Healthcare","Biotechnology","USA",661.90,,7.03,-43.80%,54475280
2,"ATEN","A10 Networks, Inc.","Technology","Communication Equipment","USA",472.50,,4.55,-42.41%,5160741
3,"BIOC","Biocept, Inc.","Healthcare","Medical Laboratories & Research","USA",17.53,,3.28,-16.54%,34734
4,"DLIA","dELiA*s, Inc.","Services","Catalog & Mail Order Houses","USA",13.93,,0.16,-17.32%,1249225
5,"DUST","Direxion Daily Gold Miners Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,24.58,-22.49%,5478993
6,"GPRC","Guanwei Recycling Corp.","Industrial Goods","Waste Management","China",6.58,0.81,0.34,-45.24%,382886
7,"JDST","Direxion Daily Jr Gld Mnrs Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,14.51,-29.25%,3979603
8,"LIQD","Liquid Holdings Group, Inc.","Technology","Application Software","USA",75.70,,0.95,-24.60%,2732098
9,"TVIX","VelocityShares Daily 2x VIX ST ETN","Financial","Exchange Traded Fund","USA",,,2.89,-15.74%,38373828
10,"UVXY","ProShares Ultra VIX Short-Term Futures","Financial","Exchange Traded Fund","USA",,,26.04,-16.78%,14645111
11,"ZOOM","ZOOM Technologies, Inc.","Technology","Communication Equipment","China",1.21,,0.32,-20.00%,36797
