"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.83,,0.11,-15.38%,15600
2,"ATGN","AltiGen Communications Inc.","Technology","Communication Equipment","USA",2.14,,0.11,-15.31%,10470
3,"CAST","ChinaCast Education Corporation","Services","Education & Training Services","Hong Kong",1.96,0.08,0.03,-21.50%,1182857
4,"CBMX","CombiMatrix Corporation","Healthcare","Medical Laboratories & Research","USA",10.11,,2.30,-19.30%,2647136
5,"CGG","CGG SA","Basic Materials","Oil & Gas Equipment & Services","France",3519.35,28.87,16.69,-16.21%,156698
6,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.18,,0.02,-27.08%,65227
7,"FCEL","FuelCell Energy Inc.","Utilities","Diversified Utilities","USA",357.22,,1.41,-24.19%,19874108
8,"RMTI","Rockwell Medical Technologies Inc.","Healthcare","Drug Manufacturers - Major","USA",529.75,,10.80,-19.82%,9391424
9,"TRGT","Targacept, Inc.","Healthcare","Biotechnology","USA",200.18,,3.91,-34.29%,4444974
