"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AMBR","Amber Road, Inc.","Technology","Application Software","USA",343.38,,11.40,-16.24%,1420662
2,"ANF","Abercrombie & Fitch Co.","Services","Apparel Stores","USA",2525.07,78.62,29.50,-16.62%,14155583
3,"BORN","China New Borun Corporation","Consumer Goods","Beverages - Brewers","China",47.82,2.86,1.48,-20.43%,305101
4,"COOL","Majesco Entertainment Co.","Technology","Multimedia & Graphics Software","USA",8.10,,1.01,-17.21%,67083
5,"DUST","Direxion Daily Gold Miners Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,33.91,-24.26%,5336101
6,"FNGN","Financial Engines, Inc.","Financial","Asset Management","USA",2112.43,61.85,31.39,-23.10%,3425987
7,"GPRC","Guanwei Recycling Corp.","Industrial Goods","Waste Management","China",2.19,0.27,0.15,-28.57%,19550
8,"HGR","Hanger, Inc.","Healthcare","Specialized Health Services","USA",853.67,14.66,19.88,-17.82%,1394307
9,"ICPT","Intercept Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","USA",5240.92,,172.59,-30.12%,4006869
10,"JDST","Direxion Daily Jr Gld Mnrs Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,24.30,-34.24%,3756506
11,"LACO","Lakes Entertainment Inc.","Services","Resorts & Casinos","USA",109.08,6.41,6.91,-15.11%,130612
12,"MSON","Misonix Inc.","Healthcare","Medical Appliances & Equipment","USA",105.95,109.54,11.80,-17.13%,87740
13,"NCT","Newcastle Investment Corp.","Financial","REIT - Diversified","USA",1564.75,17.30,4.26,-81.90%,7154671
14,"PCMI","PCM, Inc.","Services","Specialty Retail, Other","USA",131.23,15.59,7.73,-27.08%,69163
15,"PFMT","Performant Financial Corporation","Services","Business Services","USA",421.51,12.01,7.04,-18.61%,1361118
16,"PLPM","Planet Payment, Inc.","Financial","Credit Services","USA",90.38,,1.37,-18.45%,1014361
17,"QKLS","QKL Stores Inc.","Services","Grocery Stores","China",4.42,,2.26,-21.80%,22220
18,"RDNT","RadNet, Inc.","Healthcare","Medical Laboratories & Research","USA",420.40,,8.37,-15.03%,1918521
19,"ROKA","Roka Bioscience, Inc.","Healthcare","Medical Laboratories & Research","USA",147.28,,3.00,-64.03%,2402832
20,"SAEX","SAExploration Holdings, Inc.","Basic Materials","Oil & Gas Equipment & Services","Canada",92.05,,4.92,-20.50%,76186
21,"SLXP","Salix Pharmaceuticals Ltd.","Healthcare","Drugs - Generic","USA",8824.25,166.93,91.47,-33.98%,25755488
22,"STAY","Extended Stay America, Inc.","Services","Lodging","USA",4768.81,49.57,18.30,-21.46%,6745154
23,"SUMR","Summer Infant, Inc.","Consumer Goods","Personal Products","USA",55.68,,2.06,-33.23%,980776
24,"TCPI","TCP International Holdings Ltd.","Technology","Diversified Electronics","China",186.91,20.45,5.59,-17.19%,344014
25,"TDN","Deutsche X-trackers 2030 Target Date","Financial","Exchange Traded Fund","USA",,,33.00,-16.67%,7931
26,"UBNT","Ubiquiti Networks, Inc.","Technology","Wireless Communications","USA",3054.87,17.57,28.78,-16.87%,6270738
27,"VPCO","Vapor Corp.","Consumer Goods","Cigarettes","USA",41.58,,1.93,-23.41%,3216655
