"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AFOP","Alliance Fiber Optic Products Inc.","Technology","Diversified Electronics","USA",280.59,16.36,12.05,-22.46%,3842739
2,"CELH","Celsius Holdings, Inc.","Consumer Goods","Beverages - Soft Drinks","USA",7.76,,0.34,-18.81%,500
3,"CWTR","Coldwater Creek Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",26.03,,0.70,-17.62%,862779
4,"DGAZ","VelocityShares 3x Inv Natural Gas ETN","Financial","Exchange Traded Fund","USA",,,3.14,-24.40%,39375044
5,"HEAT","SmartHeat Inc.","Industrial Goods","Industrial Equipment & Components","China",0.94,,0.15,-31.82%,55780
6,"JRCC","James River Coal Co.","Basic Materials","Industrial Metals & Minerals","USA",31.24,,0.64,-27.96%,6199713
7,"KOLD","ProShares UltraShort DJ-UBS Natural Gas","Financial","Exchange Traded Fund","USA",,,37.02,-16.34%,456920
8,"KONE","Kingtone Wirelessinfo Solution Holding Ltd.","Technology","Business Software & Services","China",14.08,,8.11,-19.06%,55623
9,"ORCT","Orckit Communications Ltd.","Technology","Communication Equipment","Israel",2.50,,0.09,-18.18%,16840
10,"PSMI","Peregrine Semiconductor Corporation","Technology","Semiconductor - Integrated Circuits","USA",215.42,30.23,5.58,-16.09%,1858079
11,"RMKR","Rainmaker Systems Inc.","Services","Management Services","USA",5.81,,0.20,-23.08%,6921
12,"SCEI","Sino Clean Energy Inc","Basic Materials","Synthetics","China",3.58,0.15,0.10,-33.33%,12926
13,"SIEB","Siebert Financial Corp.","Financial","Investment Brokerage - Regional","USA",85.03,,3.06,-20.52%,115812
14,"SPGH","UBS E-TRACS S&P 500 Gold Hedged Idx ETN","Financial","Exchange Traded Fund","USA",,,40.04,-19.40%,2226
15,"TBAC","Tandy Brands Accessories Inc.","Consumer Goods","Textile - Apparel Footwear & Accessories","USA",0.90,,0.10,-18.47%,795083
