"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18962.99,331.00,332.41,0.30%,4.97%,85.40%,1.30%,0.64%,0.81,2641.66,56.34,-1.66%,2405815
2,"AA",12608.24,1070.31,1069.37,0.20%,54.82%,68.80%,12.95%,12.23%,4.73,27646.61,11.73,-0.42%,19965568
3,"AADR",,,,,,,,,,4.36,37.00,0.00%,0
4,"AAIT",,,,,,,,,0.48,2.47,31.27,0.00%,0
5,"AAL",11981.76,336.00,751.64,0.70%,,18.30%,,8.40%,4.65,13581.74,36.17,1.43%,7817855
6,"AAMC",2136.70,2.35,1.70,2.50%,3.53%,60.80%,4.69%,3.89%,3.81,17.34,862.41,-5.23%,64343
7,"AAME",83.92,21.30,5.14,75.13%,,4.80%,1.29%,0.24%,1.10,11.08,3.95,0.25%,3560
8,"AAN",2234.24,75.23,66.89,0.40%,-5.64%,0.80%,,13.23%,6.69,1322.53,30.29,1.99%,557638
9,"AAOI",226.62,12.60,11.44,1.50%,,25.00%,41.11%,1.42%,2.03,80.06,20.67,14.96%,358226
10,"AAON",1085.36,36.74,28.06,0.30%,-12.68%,58.40%,0.17%,3.54%,7.98,124.35,29.35,-0.64%,125238
11,"AAP",9281.39,72.76,72.40,0.60%,-29.99%,99.70%,3.09%,2.49%,1.94,932.78,127.92,0.28%,884396
12,"AAPL",475948.66,896.07,890.69,0.04%,20.51%,61.10%,-1.15%,1.86%,1.30,12735.51,525.25,-1.11%,9898503
13,"AAT",1345.81,39.82,34.42,1.00%,-22.56%,86.10%,8.48%,1.76%,3.79,159.38,33.48,-0.95%,132474
14,"AAU",104.09,61.23,52.91,5.36%,,5.90%,165.15%,0.77%,2.50,163.72,1.67,-1.76%,111036
15,"AAV",538.14,134.20,167.07,0.25%,,58.00%,5.10%,0.13%,1.78,126.44,4.02,0.25%,99363
16,"AAWW",816.77,25.04,24.52,1.30%,3.50%,96.20%,-3.38%,11.41%,7.39,378.70,32.07,-1.69%,1472202
17,"AAXJ",,,,,,,,,0.76,726.30,57.73,0.33%,2949822
18,"AB",2235.41,92.26,94.60,0.30%,-0.80%,29.00%,-3.63%,2.91%,6.68,412.32,24.00,-0.95%,430409
19,"ABAX",878.81,22.27,21.05,2.10%,-0.43%,97.20%,2.97%,14.01%,15.28,193.11,39.04,-1.06%,164130
20,"ABB",57516.88,2297.00,2295.97,,,3.80%,3.12%,0.18%,2.42,1661.47,25.03,-0.04%,1138851
21,"ABBV",83390.88,1608.00,1589.52,0.06%,-15.30%,69.70%,1.64%,0.59%,1.37,6860.57,51.04,-1.58%,5842201
22,"ABC",15748.64,230.28,226.26,0.20%,3.83%,88.70%,-0.41%,2.42%,3.20,1710.12,68.40,0.01%,1099618
23,"ABCB",485.94,24.02,21.75,2.90%,8.57%,66.70%,-5.26%,1.66%,4.17,86.79,20.20,-0.15%,94511
24,"ABCD",91.80,47.56,11.39,71.14%,-2.66%,15.20%,-18.01%,0.05%,0.18,30.56,1.93,0.00%,11102
25,"ABCO",2309.84,36.06,35.97,0.30%,-18.77%,96.80%,1.13%,6.90%,10.48,236.77,64.73,1.06%,257390
26,"ABFS",821.54,25.79,24.30,3.40%,14.80%,94.90%,-1.81%,7.34%,4.32,413.13,32.62,2.39%,475745
27,"ABG",1491.14,30.50,30.26,1.70%,-8.80%,95.20%,-3.49%,3.49%,3.71,284.36,48.44,-0.92%,186375
28,"ABIO",19.07,10.83,13.24,2.60%,30.72%,15.40%,-2.18%,24.47%,2.16,1500.17,1.79,1.70%,199498
29,"ABM",1526.47,55.33,50.69,1.80%,10.30%,82.10%,0.66%,1.73%,4.20,208.83,27.70,0.40%,333236
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.37,15.72,0.12,0.83%,300
