"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AGEN","Agenus Inc.","Healthcare","Biotechnology","USA",331.58,,6.17,16.64%,27576829
2,"AMCO","Armco Metals Holdings, Inc","Services","Basic Materials Wholesale","USA",8.70,,1.90,21.79%,1097939
3,"ARGS","Argos Therapeutics, Inc.","Healthcare","Biotechnology","USA",127.99,,7.71,18.43%,274998
4,"ARTX","Arotech Corporation","Industrial Goods","Industrial Electrical Equipment","USA",54.99,20.45,2.69,19.56%,1146735
5,"BBW","Build-A-Bear Workshop Inc.","Services","Toy & Hobby Stores","USA",324.16,39.64,21.75,16.75%,1012292
6,"CBMG","Cellular Biomedicine Group Inc.","Healthcare","Biotechnology","USA",146.37,,19.19,19.04%,38048
7,"CLRX","CollabRx, Inc.","Technology","Healthcare Information Services","USA",2.10,,1.09,49.32%,1753319
8,"CPXX","Celator Pharmaceuticals, Inc.","Healthcare","Drugs - Generic","USA",81.19,,2.78,15.35%,6003812
9,"DGAZ","VelocityShares 3x Inv Natural Gas ETN","Financial","Exchange Traded Fund","USA",,,8.73,15.94%,9386092
10,"FMI","Foundation Medicine, Inc.","Healthcare","Medical Laboratories & Research","USA",677.46,,46.74,95.32%,8994584
11,"FRO","Frontline Ltd.","Services","Shipping","Bermuda",374.18,,4.63,17.51%,20287366
12,"GMAN","Gordmans Stores, Inc.","Services","Apparel Stores","USA",57.90,,3.42,15.54%,214833
13,"GSS","Golden Star Resources, Ltd.","Basic Materials","Gold","Canada",279.20,,0.27,15.74%,3983497
14,"IRMD","IRadimed Corporation","Healthcare","Medical Appliances & Equipment","USA",144.85,58.26,15.89,18.54%,63330
15,"JNUG","Direxion Shares ETF Trust - Direxion Daily Junior Gold Miners Index Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,41.25,15.87%,3949455
16,"MNGA","MagneGas Corporation","Basic Materials","Major Integrated Oil & Gas","USA",15.89,,0.70,61.85%,3343540
17,"PAL","North American Palladium Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",57.31,,0.19,28.81%,8024088
18,"SGNL","Signal Genetics, Inc.","Healthcare","Medical Laboratories & Research","USA",8.89,,2.93,25.18%,25449
19,"TKMR","Tekmira Pharmaceuticals Corp.","Healthcare","Biotechnology","USA",,,24.68,57.20%,15247356
20,"TOPS","Top Ships Inc.","Services","Shipping","Greece",23.70,,1.49,19.20%,350697
21,"TSRI","TSR, Inc.","Technology","Business Software & Services","USA",7.51,190.50,4.39,15.22%,107875
22,"WTSL","The Wet Seal, Inc.","Services","Apparel Stores","USA",4.60,,0.08,36.36%,10090075
23,"XGTI","xG Technology, Inc.","Technology","Wireless Communications","USA",10.51,,0.50,23.74%,311082
