"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18224.86,331.00,328.04,0.30%,14.53%,84.80%,-0.74%,0.92%,1.11,2712.36,55.34,0.51%,2326795
2,"AA",10143.60,1070.00,1068.50,0.07%,10.31%,61.00%,4.52%,11.39%,4.50,27012.83,9.56,0.84%,16874156
3,"AADR",,,,,,,,,,7.68,36.91,1.11%,5443
4,"AAIT",,,,,,,,,0.03,2.10,31.58,-0.79%,17375
5,"AAMC",2281.83,2.35,,46.34%,0.02%,15.30%,11.76%,,5.94,5.18,980.35,0.96%,63840
6,"AAME",85.83,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.55,7.73,4.04,0.25%,6392
7,"AAN",2204.65,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.36,800.32,28.85,-0.41%,685163
8,"AAOI",187.55,12.60,11.46,1.40%,,17.70%,,0.22%,0.27,95.20,15.59,4.77%,100568
9,"AAON",1114.38,36.74,28.06,0.30%,-9.82%,58.40%,2.09%,3.56%,10.97,91.08,29.94,-1.29%,88949
10,"AAP",7589.69,72.75,72.25,0.70%,-3.41%,96.30%,0.09%,3.62%,3.17,826.35,109.45,4.91%,1708205
11,"AAPL",512143.34,904.16,899.28,0.04%,33.13%,61.10%,-1.66%,2.16%,1.54,12551.00,565.55,-0.16%,9434631
12,"AAT",1261.00,39.82,34.34,0.70%,1.83%,86.10%,19.89%,2.38%,3.16,258.61,31.60,-0.22%,226390
13,"AAU",66.06,60.05,52.98,5.36%,,5.90%,174.02%,0.95%,3.68,137.10,1.14,3.64%,155508
14,"AAV",712.26,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.58,152.95,4.32,2.13%,103692
15,"AAWW",956.72,25.12,24.52,0.80%,2.55%,99.80%,-2.70%,4.65%,3.70,308.34,37.27,-2.13%,161605
16,"AAXJ",2069.91,33.80,33.80,,,,,0.75%,0.34,734.61,60.98,-0.42%,535968
17,"AB",2061.97,92.26,86.69,0.40%,-16.89%,32.00%,-7.29%,2.23%,4.91,393.84,22.40,0.22%,404126
18,"ABAX",822.42,22.31,21.08,4.20%,-5.26%,97.40%,-2.90%,9.30%,11.44,171.42,35.90,-2.63%,175010
19,"ABB",58251.92,2297.00,2295.97,,,3.60%,0.50%,0.20%,3.64,1281.63,25.12,-0.95%,698026
20,"ABBV",81423.90,1590.00,1589.52,0.06%,1.38%,68.10%,1.27%,0.80%,2.52,5033.39,52.14,1.82%,14564768
21,"ABC",16276.61,230.45,229.57,0.20%,29.14%,88.80%,-0.51%,2.64%,4.42,1368.13,69.77,-1.22%,3159603
22,"ABCB",483.04,23.90,22.99,1.80%,0.94%,69.20%,-0.54%,2.34%,5.53,97.04,20.10,-0.54%,54821
23,"ABCD",73.40,47.36,15.11,0.10%,26.77%,18.00%,-3.38%,0.12%,0.81,23.30,1.55,0.00%,5096
24,"ABCO",2266.01,35.88,35.85,0.40%,-5.90%,96.80%,1.04%,6.69%,13.62,176.08,62.46,-1.09%,265744
25,"ABFS",863.73,25.74,24.30,3.40%,12.18%,96.60%,8.29%,13.12%,6.20,513.74,32.96,-1.79%,293902
26,"ABG",1592.72,30.70,30.28,1.20%,-34.84%,98.50%,-3.66%,4.27%,3.94,328.47,52.15,0.52%,185221
27,"ABIO",16.25,10.83,12.88,15.40%,19.74%,6.00%,-48.78%,11.07%,1.13,1267.21,1.49,-0.67%,1170223
28,"ABM",1524.86,54.95,49.82,1.70%,5.06%,82.60%,-1.04%,1.49%,3.59,207.16,26.79,-3.46%,541890
29,"ABMC",2.39,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.36,16.36,0.11,0.00%,8400
30,"ABMD",1094.57,39.26,39.02,2.90%,2.40%,98.70%,0.77%,12.41%,10.93,443.15,27.40,-1.72%,350684
31,"ABR",287.14,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.51%,0.79,246.95,6.63,-0.45%,83001
32,"ABT",57727.07,1551.80,1543.14,0.10%,0.91%,68.30%,0.33%,1.01%,2.09,7463.94,37.11,-0.24%,5381171
33,"ABTL",107.62,8.87,8.78,8.62%,-44.31%,49.90%,5.99%,0.57%,0.32,158.93,11.48,-5.44%,164561
34,"ABX",16016.00,1001.00,1161.43,,,73.90%,3.15%,1.72%,1.12,17733.99,16.87,5.44%,21604428
35,"ACAD",2101.55,89.50,90.65,0.10%,-20.44%,88.20%,-3.82%,10.91%,3.91,2529.47,23.60,0.51%,902139
36,"ACAS",4343.34,286.50,267.05,0.60%,-3.48%,61.20%,-3.77%,0.76%,1.00,2022.25,15.05,-0.73%,1076669
37,"ACAT",752.43,13.38,13.27,1.60%,-15.08%,88.00%,-3.23%,4.06%,4.68,115.16,55.48,-1.35%,160390
38,"ACC",3455.68,104.78,104.27,0.30%,5.36%,99.00%,-0.57%,2.77%,3.23,893.40,32.78,-0.61%,809360
39,"ACCL",497.04,55.66,55.13,0.92%,-17.68%,89.90%,-0.01%,1.49%,6.59,124.39,8.96,0.34%,121843
40,"ACCO",704.32,113.60,112.50,0.40%,-15.76%,,0.04%,14.16%,19.60,812.83,6.12,-1.29%,554059
41,"ACCU",,,,,,,,,,17.16,28.12,-0.07%,38120
42,"ACE",34634.32,340.89,338.12,0.10%,7.24%,93.60%,0.78%,1.18%,3.38,1184.93,101.25,-0.34%,847886
43,"ACET",630.36,27.76,26.63,2.40%,38.16%,66.30%,-1.02%,1.30%,1.30,265.78,22.45,-1.14%,231501
44,"ACFC",9.69,2.50,24.12,34.25%,,1.50%,2.74%,0.06%,0.35,42.03,3.94,1.81%,41106
45,"ACFN",62.59,18.09,20.47,6.90%,16.09%,42.00%,-6.47%,12.70%,7.97,326.32,3.50,1.16%,234879
46,"ACG",1700.38,242.91,242.91,0.10%,359.09%,25.10%,18.39%,0.09%,0.25,906.93,7.03,0.43%,941137
47,"ACGL",7709.55,131.50,127.98,0.90%,-4.29%,92.50%,-2.76%,2.17%,8.00,347.88,57.96,-1.14%,213372
48,"ACH",4917.51,540.98,156.18,,,2.10%,0.19%,1.95%,31.98,95.34,9.07,-0.22%,81202
49,"ACHC",2287.33,50.04,46.86,0.50%,-62.61%,72.50%,0.50%,11.38%,21.32,250.07,45.68,-0.07%,375037
50,"ACHN",325.70,96.65,96.45,0.20%,-0.71%,94.70%,-5.87%,18.55%,5.61,3191.69,3.24,-3.86%,1529321
51,"ACI",965.11,212.11,211.11,0.54%,1.78%,62.30%,-5.94%,22.32%,5.19,9079.56,4.45,-2.20%,11380374
52,"ACIM",,,,,,,,,,1.74,64.00,2.30%,23042
53,"ACIW",2480.92,39.13,38.15,0.80%,-26.35%,98.90%,2.73%,7.60%,10.02,289.23,62.98,-0.68%,208968
54,"ACLS",231.24,109.07,107.94,1.40%,2.07%,50.10%,-3.73%,1.27%,2.04,673.27,2.16,1.89%,305923
55,"ACM",2818.25,98.03,85.16,0.90%,-41.39%,72.70%,1.61%,1.05%,1.47,606.49,28.58,-0.59%,597564
56,"ACMP",9186.61,178.04,188.90,31.43%,84.03%,74.50%,38.50%,0.51%,2.24,428.61,51.36,-0.47%,248140
57,"ACN",48255.70,642.30,635.92,0.30%,9.30%,81.40%,-2.50%,2.23%,4.45,3179.85,75.41,0.37%,2287855
58,"ACNB",104.81,5.97,5.78,1.70%,0.99%,6.90%,5.91%,0.06%,0.96,3.65,17.98,2.45%,7545
59,"ACO",1004.25,32.50,24.82,6.30%,-4.92%,71.00%,-1.13%,6.55%,17.01,95.59,30.40,-1.62%,80427
60,"ACOR",1267.50,40.32,40.53,1.80%,16.73%,86.70%,2.34%,6.61%,7.78,344.48,30.95,-1.56%,334471
61,"ACPW",56.73,19.30,18.10,0.80%,-22.57%,44.40%,-13.20%,2.12%,4.09,93.66,2.90,-1.36%,81176
62,"ACRE",133.93,10.22,28.72,1.20%,,53.00%,62.67%,3.46%,3.36,295.63,12.80,-2.36%,343282
63,"ACRX",344.96,41.46,42.41,0.10%,13.46%,82.70%,20.66%,10.84%,6.24,736.85,8.18,-1.68%,660242
64,"ACST",100.97,85.57,30.60,,,,,0.55%,1.88,89.84,1.17,-0.85%,71135
65,"ACT",22016.20,132.50,173.04,0.40%,-35.13%,69.10%,1.48%,1.19%,1.39,1481.18,163.55,-1.57%,1912482
66,"ACTG",629.26,48.33,48.71,2.10%,3.26%,93.10%,5.74%,14.18%,9.21,749.50,12.90,-0.92%,1179322
67,"ACTS",178.64,68.71,65.49,5.61%,,5.20%,-1.35%,0.03%,0.33,57.81,2.65,1.92%,41180
68,"ACU",48.63,3.19,2.75,11.00%,2.93%,38.10%,13.13%,0.03%,0.18,4.67,15.32,0.46%,8720
