"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18211.77,333.00,331.94,0.30%,9.78%,85.00%,0.96%,1.15%,1.34,2834.77,54.69,0.00%,2006818
2,"AA",13509.07,1073.00,1076.36,0.20%,54.72%,67.90%,12.42%,11.87%,4.52,28246.52,12.48,-0.87%,33493068
3,"AADR",,,,,,,,,,3.18,37.34,-0.45%,1082
4,"AAIT",,,,,,,,,0.55,3.99,31.85,1.11%,944
5,"AAL",8265.09,231.06,467.30,1.10%,,53.80%,,11.50%,4.80,11198.43,35.39,-1.06%,6784786
6,"AAMC",2519.78,2.35,1.71,2.50%,3.52%,62.00%,7.68%,6.82%,4.65,25.10,1050.00,-1.95%,17963
7,"AAME",78.81,21.30,5.14,8.50%,,4.90%,1.95%,0.20%,1.01,10.17,3.66,-1.11%,30474
8,"AAN",2275.47,75.22,69.81,0.60%,-4.04%,0.80%,,11.43%,5.44,1466.92,30.24,-0.03%,781615
9,"AAOI",315.14,12.63,13.19,1.60%,,31.60%,79.03%,1.90%,1.72,145.76,24.96,0.04%,274457
10,"AAON",1019.51,36.73,28.17,20.50%,-2.65%,58.60%,0.35%,3.48%,7.32,133.85,27.46,-1.08%,52797
11,"AAP",9016.34,72.78,72.43,0.60%,-20.12%,95.60%,-0.96%,2.00%,1.63,889.72,124.65,0.61%,660824
12,"AAPL",481602.88,896.07,890.69,0.04%,3.17%,61.60%,-0.09%,2.58%,1.99,11562.38,536.86,-0.11%,7058319
13,"AAT",1320.66,39.84,34.39,1.00%,-21.33%,86.10%,0.33%,2.18%,4.45,168.70,33.60,1.36%,132219
14,"AAU",80.21,61.23,52.88,5.36%,,5.90%,165.15%,0.84%,2.42,182.60,1.37,4.58%,49272
15,"AAV",626.71,134.20,167.57,0.25%,,58.00%,5.10%,0.06%,0.58,168.77,4.87,4.28%,526015
16,"AAWW",857.92,25.03,24.46,1.50%,18.64%,96.40%,-3.17%,10.67%,6.46,404.07,34.38,0.32%,182632
17,"AAXJ",,,,,,,,,0.63,725.37,58.89,0.98%,246235
18,"AB",2319.37,92.26,94.60,0.20%,-0.77%,28.90%,-4.10%,2.64%,6.28,397.08,25.26,0.48%,302286
19,"ABAX",844.96,22.27,21.01,2.60%,2.12%,98.50%,1.06%,14.76%,15.39,201.53,37.86,-0.21%,184247
20,"ABB",57960.00,2300.00,2292.11,,,5.60%,54.27%,0.26%,3.14,1906.76,25.58,1.51%,1219542
21,"ABBV",82242.72,1592.00,1586.98,0.10%,19.16%,70.20%,2.45%,0.74%,1.78,6616.33,50.98,-1.32%,4207714
22,"ABC",14763.06,230.28,226.31,0.20%,-1.07%,86.90%,-2.12%,2.88%,3.61,1801.09,64.82,1.11%,1671555
23,"ABCB",562.09,24.02,24.20,2.80%,9.44%,63.10%,-4.11%,2.05%,4.85,102.64,23.10,-1.28%,89768
24,"ABCD",98.93,47.56,13.08,71.14%,-2.81%,15.30%,-17.57%,0.06%,0.22,35.14,2.13,2.40%,28695
25,"ABCO",2267.64,36.06,35.93,0.60%,10.18%,96.80%,1.46%,7.44%,10.47,255.25,63.07,0.30%,314786
26,"ABFS",901.48,25.79,24.62,3.30%,15.31%,94.90%,-1.23%,4.84%,3.02,394.75,35.26,0.86%,218088
27,"ABG",1648.59,30.40,30.16,1.80%,-8.68%,98.10%,-0.88%,3.69%,3.52,315.45,54.13,-0.18%,537715
28,"ABIO",19.72,10.83,18.08,3.40%,30.72%,22.40%,-2.18%,17.73%,2.60,1233.75,1.80,-1.10%,379712
29,"ABM",1570.22,55.66,50.48,1.80%,6.14%,83.60%,2.69%,2.21%,5.23,213.23,28.14,-0.25%,265665
30,"ABMC",2.50,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.29,20.40,0.12,0.00%,6215
