"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AMWD","American Woodmark Corp.","Consumer Goods","Home Furnishings & Fixtures","USA",485.93,23.92,36.88,17.71%,606982
2,"AQU","Aquasition Corp., Prior to Reverse Merger with KBS International Holdings Inc.","Conglomerates","Conglomerates","United Kingdom",18.48,,10.00,25.00%,222
3,"ARO","Aeropostale, Inc.","Services","Apparel Stores","USA",254.79,,3.87,19.44%,29169488
4,"BAA","Banro Corporation","Basic Materials","Gold","Canada",48.60,,0.23,21.05%,14580624
5,"BODY","Body Central Corp.","Services","Apparel Stores","USA",6.47,,0.46,17.95%,162935
6,"DGLY","Digital Ally Inc.","Technology","Scientific & Technical Instruments","USA",9.93,,7.08,93.97%,2582626
7,"HGSH","China HGS Real Estate Inc.","Financial","Real Estate Development","China",155.84,5.97,5.30,53.18%,4112024
8,"NCT","Newcastle Investment Corp.","Financial","REIT - Diversified","USA",1731.49,13.81,13.70,209.95%,3170182
9,"SKH","Skilled Healthcare Group, Inc.","Healthcare","Long-Term Care Facilities","USA",246.80,,7.37,19.84%,1419739
10,"SLXP","Salix Pharmaceuticals Ltd.","Healthcare","Drugs - Generic","USA",8863.74,167.67,160.80,15.54%,6752999
11,"UNTK","UniTek Global Services, Inc.","Services","Technical Services","USA",2.52,,0.20,54.62%,575753
12,"VRNG","Vringo, Inc.","Services","Business Services","USA",109.17,,1.40,18.64%,22094924
