"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"BIOF","BioFuel Energy Corp.","Basic Materials","Specialty Chemicals","USA",47.65,,7.41,-15.41%,1109108
2,"BOTA","Biota Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",195.28,,3.68,-33.93%,1030851
3,"CNIT","China Information Technology, Inc.","Technology","Application Software","China",135.32,,4.20,-16.17%,539700
4,"GOGO","Gogo Inc.","Technology","Diversified Communication Services","USA",1563.04,,13.12,-28.62%,19109554
5,"MERU","Meru Networks, Inc.","Technology","Wireless Communications","USA",102.12,,3.67,-16.59%,481963
6,"OIBR","Oi SA","Technology","Diversified Communication Services","Brazil",1705.60,2.31,0.87,-16.59%,137183696
7,"PRTA","Prothena Corporation plc","Healthcare","Biotechnology","Ireland",825.19,,26.12,-30.68%,2530005
8,"PTSX","Point.360","Services","Movie Production, Theaters","USA",4.28,,0.34,-17.07%,47615
9,"SYN","Synthetic Biologics Inc.","Healthcare","Biotechnology","USA",169.57,,2.10,-27.84%,4452117
10,"UCTT","Ultra Clean Holdings Inc.","Technology","Semiconductor - Specialized","USA",354.54,32.81,8.73,-26.08%,3065153
