"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18585.65,331.00,330.88,0.30%,4.97%,84.70%,0.02%,0.56%,0.78,2390.66,57.85,3.03%,2875718
2,"AA",12019.57,1070.31,1069.39,0.20%,54.49%,61.90%,1.77%,11.10%,4.20,28287.54,11.45,1.96%,19735116
3,"AADR",,,,,,,,,,5.08,35.99,1.38%,1165
4,"AAIT",,,,,,,,,0.46,2.57,29.85,0.00%,0
5,"AAL",11410.56,336.00,751.64,0.70%,,5.60%,,8.53%,4.53,14142.45,34.05,0.27%,11169831
6,"AAMC",2202.78,2.35,1.70,2.50%,3.53%,60.50%,4.18%,3.69%,4.70,13.34,930.00,-0.87%,14337
7,"AAME",83.71,21.30,5.14,75.13%,,4.80%,1.19%,0.33%,1.58,10.77,3.98,1.27%,5227
8,"AAN",2031.14,76.10,67.09,0.50%,-4.04%,0.80%,,10.94%,7.94,924.43,26.91,0.82%,2167352
9,"AAOI",171.54,12.60,11.44,1.50%,,19.80%,11.63%,0.67%,1.08,70.58,13.69,0.59%,25251
10,"AAON",1029.51,36.74,28.06,0.30%,-12.68%,58.40%,0.18%,3.48%,8.03,121.67,27.92,-0.36%,176637
11,"AAP",8018.17,72.75,72.23,0.80%,1.39%,95.90%,-0.73%,2.51%,2.33,777.27,110.25,0.03%,1067208
12,"AAPL",449406.99,896.07,891.06,0.04%,4.98%,61.80%,-0.01%,1.71%,1.25,12190.38,508.85,1.46%,13642823
13,"AAT",1278.13,39.82,34.45,1.00%,-22.11%,86.10%,0.59%,1.64%,3.88,145.38,32.05,-0.16%,198018
14,"AAU",84.07,60.05,52.92,5.36%,,5.90%,174.02%,0.79%,3.04,137.59,1.38,-1.43%,129558
15,"AAV",665.11,168.38,167.07,0.25%,,58.00%,4.02%,0.11%,1.40,137.10,3.96,0.25%,78746
16,"AAWW",859.99,25.12,24.52,12.22%,-2.89%,94.30%,1.46%,4.14%,2.75,369.45,34.30,0.20%,189550
17,"AAXJ",,,,,,,,,0.53,692.70,55.44,1.26%,980129
18,"AB",1943.88,92.26,86.69,0.10%,-0.80%,33.50%,6.72%,2.75%,6.48,367.56,21.63,2.66%,268972
19,"ABAX",823.14,22.27,21.08,1.80%,-5.20%,98.60%,1.39%,11.55%,13.59,179.17,36.30,-1.79%,292355
20,"ABB",55840.07,2297.00,2295.97,,,3.60%,0.10%,0.18%,3.06,1373.80,24.51,0.82%,948593
21,"ABBV",75286.50,1590.00,1589.52,0.06%,1.49%,68.50%,0.25%,0.60%,1.46,6481.82,47.94,1.25%,9500701
22,"ABC",15007.15,230.28,231.05,0.20%,25.99%,87.70%,-0.71%,2.33%,3.27,1646.55,65.00,-0.26%,1828285
23,"ABCB",484.98,24.02,21.75,2.60%,9.66%,64.30%,-6.87%,1.68%,4.40,83.28,20.17,-0.10%,166151
24,"ABCD",86.09,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.16%,0.57,30.92,1.82,0.55%,28035
25,"ABCO",2212.90,35.88,35.87,0.40%,-13.29%,96.80%,-0.36%,6.47%,10.93,212.25,60.26,-2.29%,282402
26,"ABFS",838.30,25.79,24.30,3.40%,13.75%,97.30%,0.73%,8.02%,4.40,442.67,32.36,-0.46%,371993
27,"ABG",1394.39,30.70,30.28,0.40%,-56.73%,98.20%,-0.25%,3.69%,4.16,269.11,49.14,8.19%,701962
28,"ABIO",20.37,10.83,12.88,15.40%,19.74%,15.20%,-11.75%,20.57%,1.79,1482.20,1.82,-3.19%,2119465
29,"ABM",1439.06,55.33,50.21,1.80%,10.79%,81.00%,-1.16%,1.53%,3.73,205.90,26.31,1.15%,169033
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.65,0.13,8.33%,450
31,"ABMD",1046.42,39.59,38.71,2.90%,2.40%,99.00%,0.19%,10.26%,9.81,405.11,26.32,-0.42%,403397
32,"ABR",295.54,43.40,38.32,0.50%,-12.15%,59.00%,-0.18%,0.30%,1.08,105.77,6.80,-0.15%,138096
33,"ABT",56176.95,1567.00,1543.51,0.10%,0.71%,68.60%,0.22%,0.74%,1.70,6732.10,36.24,1.09%,8105953
34,"ABTL",122.39,8.90,8.78,8.62%,-44.21%,57.20%,5.32%,1.00%,0.32,270.90,14.60,6.18%,168483
35,"ABX",19319.30,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.90,16555.89,19.13,-0.88%,13311772
36,"ACAD",1996.83,89.50,90.65,0.10%,-13.53%,88.40%,0.35%,10.80%,7.19,1362.47,22.74,1.93%,1084595
37,"ACAS",4400.64,286.50,267.06,1.10%,-2.66%,59.60%,-2.89%,0.94%,1.12,2243.48,15.23,-0.85%,2292647
38,"ACAT",564.31,13.42,13.27,1.20%,-6.39%,86.80%,-1.61%,4.19%,2.94,189.19,42.24,0.45%,236558
39,"ACC",3545.79,104.78,104.26,0.30%,12.53%,99.00%,1.31%,2.18%,3.18,715.37,33.68,-0.47%,1342843
40,"ACCL",698.53,55.66,55.13,0.92%,-17.68%,89.40%,-0.54%,1.48%,1.30,629.49,12.56,0.08%,1720319
41,"ACCO",640.70,113.60,112.60,0.30%,-24.06%,,1.19%,14.99%,24.73,682.59,5.80,2.93%,761063
42,"ACCU",,,,,,,,,,17.40,25.77,-0.06%,124
43,"ACE",31566.32,340.89,338.37,0.40%,-5.85%,93.10%,0.00%,1.06%,2.21,1625.40,92.84,0.26%,2534747
44,"ACET",562.08,27.76,26.64,2.40%,9.72%,67.80%,2.32%,2.44%,2.08,312.72,19.88,-1.83%,685035
45,"ACFC",10.02,2.51,16.17,1.20%,,13.90%,-45.06%,0.08%,0.19,72.92,4.00,0.00%,45288
46,"ACFN",58.61,18.09,20.47,6.90%,16.09%,37.20%,-13.54%,13.10%,10.97,244.47,3.38,4.32%,185640
47,"ACG",1795.12,242.91,242.91,,,25.60%,1.81%,0.14%,0.28,1220.13,7.41,0.27%,276806
48,"ACGL",6952.14,131.50,127.98,0.90%,-4.44%,93.00%,0.58%,2.19%,7.38,379.97,53.05,0.34%,310730
49,"ACH",4684.89,540.98,156.18,,,2.10%,0.57%,1.84%,19.89,144.15,8.72,0.69%,55541
50,"ACHC",2492.49,50.04,46.86,0.40%,-44.11%,72.50%,-0.13%,13.04%,18.45,331.01,48.62,-2.39%,431792
51,"ACHN",297.68,96.65,96.45,0.10%,-0.71%,95.00%,0.14%,17.39%,7.32,2291.81,3.19,3.57%,2277578
52,"ACI",850.57,212.11,211.10,0.54%,0.44%,62.70%,1.03%,18.54%,4.44,8819.52,4.22,5.24%,18992044
53,"ACIM",,,,,,,,,,4.12,59.16,0.85%,1558
54,"ACIW",2271.60,39.13,38.05,1.00%,-2.98%,98.90%,-0.35%,5.61%,7.23,295.55,58.61,0.95%,312153
55,"ACLS",253.05,109.07,107.96,1.40%,1.06%,49.10%,-0.36%,0.58%,0.77,814.57,2.41,3.88%,1845553
56,"ACM",2714.34,98.03,89.61,1.00%,-22.59%,71.60%,-0.73%,0.92%,1.35,613.62,28.63,3.39%,1611105
57,"ACMP",9945.04,178.04,174.30,0.10%,0.04%,69.30%,-6.00%,0.61%,2.47,427.37,55.43,-0.77%,202182
58,"ACN",49719.59,636.70,507.51,0.30%,14.65%,81.80%,0.59%,2.89%,4.38,3346.32,78.08,-0.01%,2540346
59,"ACNB",112.46,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.03%,0.52,3.76,19.54,3.94%,255
60,"ACO",1102.86,32.60,24.82,6.20%,-3.99%,71.60%,1.21%,6.32%,13.06,120.06,34.87,3.07%,112815
61,"ACOR",1150.99,40.32,40.54,1.80%,17.11%,97.10%,-4.14%,8.09%,7.53,435.79,28.80,0.88%,288335
62,"ACPW",62.85,19.34,18.10,0.80%,-22.53%,44.30%,9.17%,2.50%,5.01,90.19,3.28,0.92%,68542
63,"ACRE",365.94,27.98,25.98,1.20%,-84.65%,54.20%,2.25%,3.05%,3.05,260.16,13.14,0.46%,139792
64,"ACRX",439.50,41.46,42.40,0.10%,13.46%,81.70%,-0.04%,12.75%,7.71,700.67,10.34,-2.45%,360499
65,"ACST",127.91,103.99,48.38,,,,,0.09%,0.10,420.12,1.23,0.00%,236923
66,"ACT",24124.28,132.50,173.05,0.40%,-37.13%,70.00%,1.66%,0.86%,1.11,1345.70,185.14,1.69%,1656645
