"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18436.43,333.51,333.12,0.20%,2.30%,84.20%,-0.74%,0.86%,1.38,2072.21,40.84,-26.12%,4524147
2,"AA",19757.02,1178.82,1177.31,0.20%,2.17%,67.80%,-1.04%,4.75%,2.97,18850.22,16.93,1.01%,15850469
3,"AAC",450.19,20.67,7.41,42.90%,-3.65%,,,0.14%,0.04,246.56,22.00,1.01%,44158
4,"AADR",,,,,,,,,,3.44,38.18,2.17%,20
5,"AAIT",,,,,,,,,0.02,1.77,34.35,-0.20%,11840
6,"AAL",29658.70,717.26,713.21,0.20%,2.43%,70.70%,0.03%,2.69%,1.46,13125.34,42.00,1.57%,8418105
7,"AAMC",1209.60,2.24,1.59,4.50%,11.14%,74.90%,3.39%,12.25%,16.78,11.62,538.01,-0.37%,11389
8,"AAME",79.69,20.70,4.63,77.33%,-0.03%,4.90%,-0.10%,0.14%,1.22,5.18,3.84,-0.26%,14960
9,"AAN",1790.40,72.31,71.88,0.60%,7.69%,,1.49%,5.38%,5.24,736.88,25.03,1.09%,494818
10,"AAOI",239.03,14.81,14.38,2.80%,4.54%,64.10%,0.34%,10.45%,5.86,256.49,16.20,0.37%,215918
11,"AAON",1080.95,55.01,42.17,21.30%,1.11%,57.40%,0.10%,3.62%,9.09,168.04,20.13,2.44%,257609
12,"AAP",10725.14,72.98,72.52,0.60%,2.82%,99.80%,2.93%,3.46%,3.38,742.38,147.76,0.54%,887464
13,"AAPL",633402.72,5864.84,5860.04,0.05%,30.48%,63.40%,-0.52%,1.70%,1.70,58664.03,109.40,1.30%,51844864
14,"AAT",1634.05,42.62,36.51,0.50%,7.37%,99.30%,0.80%,2.71%,6.47,152.88,38.57,0.60%,185925
15,"AAU",78.69,66.69,57.18,5.36%,,5.90%,133.55%,0.42%,1.61,147.95,1.13,-4.24%,183309
16,"AAV",727.99,170.49,168.09,0.25%,,58.00%,3.97%,0.44%,1.95,379.14,4.21,-1.41%,300980
17,"AAVL",798.69,22.26,11.28,29.60%,,31.00%,65.70%,7.15%,6.16,130.91,35.98,0.28%,84179
18,"AAWW",932.60,25.26,24.71,1.90%,-9.94%,,-0.38%,9.94%,10.04,244.67,37.48,1.52%,276561
19,"AAXJ",,,,,,,,,1.72,628.00,62.51,-0.60%,680702
20,"AB",2584.46,97.16,91.48,0.20%,15.45%,28.80%,2.78%,0.88%,3.20,250.92,25.97,-2.37%,399655
21,"ABAC",66.60,27.75,12.28,53.91%,,0.60%,-4.10%,0.91%,2.01,55.52,2.39,-0.42%,46775
22,"ABAX",1185.90,22.52,21.22,5.70%,4.73%,,-1.11%,14.85%,15.96,197.46,52.95,0.55%,283768
23,"ABB",50997.56,2324.41,2307.14,,,4.50%,15.37%,0.14%,1.86,1754.64,21.81,-0.59%,788949
24,"ABBV",101120.34,1593.45,1572.33,0.08%,14.76%,84.30%,4.38%,7.12%,7.90,14164.72,63.25,-0.33%,8176066
25,"ABC",19164.30,224.38,212.56,0.20%,0.22%,85.70%,-0.68%,3.48%,4.72,1564.41,86.90,1.74%,2557607
26,"ABCB",663.15,26.74,24.04,1.60%,2.89%,63.00%,-0.05%,4.20%,10.10,99.98,24.75,-0.20%,99627
27,"ABCD",68.70,44.90,13.16,0.10%,-0.10%,10.70%,-3.05%,0.05%,0.35,18.59,1.50,-1.96%,3850
28,"ABCO",1948.22,36.30,36.00,0.80%,8.20%,,0.82%,8.05%,9.23,314.14,53.34,-0.61%,299406
29,"ABCW",271.86,9.05,2.14,21.38%,,,,0.00%,0.00,25.48,29.99,-0.17%,12478
30,"ABG",2085.09,29.77,29.29,0.60%,-20.48%,99.40%,1.39%,7.72%,6.25,361.80,70.53,0.70%,344424
31,"ABIO",23.50,20.98,17.48,1.90%,-5.23%,13.20%,-0.43%,12.83%,11.09,202.25,1.09,-2.68%,40407
32,"ABM",1540.93,55.75,50.36,1.90%,2.02%,84.60%,-1.14%,2.49%,5.73,218.54,27.26,-1.37%,244837
33,"ABMD",1326.68,40.46,39.68,2.60%,7.57%,,0.01%,17.73%,28.02,251.14,32.52,-0.82%,885121
34,"ABR",339.73,50.48,38.63,3.30%,14.03%,59.60%,1.53%,0.39%,1.46,102.30,6.64,-1.34%,26802
35,"ABT",65546.28,1503.70,1500.64,0.20%,2.49%,68.40%,-0.89%,0.80%,2.58,4636.83,43.29,-0.69%,4364464
36,"ABTL",83.16,9.00,8.85,6.31%,,60.80%,-4.47%,1.41%,0.98,127.52,9.43,2.06%,192089
37,"ABX",13833.42,1165.41,1161.31,,,72.10%,-2.21%,1.19%,1.31,10584.68,11.92,0.42%,18492524
38,"ABY",2721.23,83.73,83.72,,,34.10%,5.74%,3.49%,7.12,410.55,33.74,3.82%,348860
39,"ACAD",2754.49,99.44,99.18,0.10%,-1.38%,95.30%,-0.44%,17.23%,14.07,1214.61,27.90,0.72%,1180726
40,"ACAS",3983.34,268.60,263.40,1.30%,21.50%,66.70%,-1.24%,1.08%,1.16,2449.73,14.66,-1.15%,1907288
41,"ACAT",434.89,12.92,12.76,1.50%,19.04%,94.00%,1.69%,6.53%,5.40,154.40,33.58,-0.24%,148045
