date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2018-06-11,7.41,7.55,7.26,7.16,93485.24,-0.21,-2.81,7.514,7.371,7.454,132958.15,84172.3,64193.82
