date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2018-05-09,19.58,20.1,20.0,19.22,91914.66,0.32,1.63,19.486,18.812,18.25,92186.32,86670.91,72784.58,1.53
