"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17897.99,333.42,331.93,0.30%,13.76%,85.40%,0.11%,1.26%,1.46,2863.04,54.65,1.81%,2059779
2,"AA",14466.76,1078.00,983.46,0.20%,53.78%,68.10%,0.24%,8.06%,2.73,29023.23,13.56,1.04%,39746840
3,"AADR",,,,,,,,,,2.87,37.75,0.96%,3268
4,"AAIT",,,,,,,,,0.27,3.65,32.50,0.84%,312
5,"AAL",16743.67,471.52,467.30,1.10%,340.03%,54.80%,1.89%,5.47%,2.27,11283.04,35.40,-0.31%,9208547
6,"AAMC",2227.80,2.37,1.70,2.80%,3.11%,62.00%,11.69%,7.71%,5.42,24.24,975.00,3.72%,15800
7,"AAME",74.41,21.08,5.00,8.60%,,4.90%,3.08%,0.11%,0.57,9.71,3.47,-1.70%,10220
8,"AAN",2147.88,71.98,69.81,0.60%,-3.57%,0.80%,,11.84%,5.93,1393.25,29.41,-1.44%,1469745
9,"AAOI",333.01,14.67,13.64,1.20%,46.65%,22.00%,-19.44%,3.13%,2.13,200.01,23.61,4.01%,216525
10,"AAON",961.96,36.66,28.16,20.90%,-2.91%,58.70%,-0.17%,3.43%,7.35,131.40,26.70,1.75%,70882
11,"AAP",8717.06,72.94,72.45,0.60%,-20.09%,95.70%,0.13%,2.38%,1.97,878.06,120.84,1.11%,803686
12,"AAPL",462951.74,891.99,890.71,0.04%,5.94%,61.60%,-0.06%,2.49%,2.04,10870.45,524.94,1.14%,10073847
13,"AAT",1345.39,40.39,34.34,1.20%,-7.27%,86.10%,-0.03%,2.42%,4.80,173.10,33.25,-0.18%,104216
14,"AAU",84.08,65.18,52.88,5.36%,,5.90%,141.01%,0.80%,2.46,172.65,1.37,6.20%,195292
15,"AAV",944.05,168.28,167.50,0.25%,,58.00%,4.02%,0.07%,0.51,243.17,5.73,2.14%,491006
16,"AAWW",875.15,25.04,24.44,1.60%,25.73%,98.20%,1.83%,11.00%,6.56,409.81,35.35,1.14%,217200
17,"AAXJ",,,,,,,,,1.40,678.00,60.87,0.21%,149723
