"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18992.78,331.00,328.05,0.30%,7.12%,84.90%,-0.62%,0.90%,1.15,2548.11,56.96,-0.73%,2911941
2,"AA",10667.90,1070.00,1068.36,0.07%,10.31%,61.00%,4.53%,10.80%,4.36,26450.50,9.94,-0.30%,19048912
3,"AADR",,,,,,,,,,6.20,37.00,0.49%,4986
4,"AAIT",,,,,,,,,0.98,1.78,31.06,-1.96%,278
5,"AAMC",2158.55,2.35,,46.34%,0.02%,15.30%,11.76%,,3.31,8.34,860.85,-6.28%,43875
6,"AAME",85.41,21.30,5.14,75.13%,,4.80%,-4.93%,0.15%,0.99,7.84,3.84,-4.24%,65905
7,"AAN",2170.40,76.10,67.11,0.50%,-6.63%,99.70%,3.40%,7.93%,6.44,826.78,28.93,1.44%,1149957
8,"AAOI",193.98,12.60,11.46,1.40%,,17.70%,,0.40%,0.48,94.55,14.80,-3.83%,448843
9,"AAON",1108.51,36.74,28.06,0.30%,-9.82%,58.50%,2.13%,3.63%,10.71,95.12,31.71,5.10%,374341
10,"AAP",7885.77,72.75,72.26,0.80%,-0.85%,96.30%,0.09%,3.49%,2.81,898.55,109.36,0.89%,957077
11,"AAPL",492278.97,904.16,899.13,0.04%,33.13%,61.20%,-1.63%,1.89%,1.46,11700.56,549.02,0.84%,14232911
12,"AAT",1243.48,39.82,34.34,0.60%,0.28%,86.10%,19.90%,2.19%,2.80,269.02,31.53,0.96%,282697
13,"AAU",64.85,60.05,52.94,5.36%,,5.90%,174.02%,0.94%,4.21,118.22,1.08,0.00%,57582
14,"AAV",729.10,168.38,167.03,0.25%,,58.00%,4.02%,0.18%,1.95,153.74,4.40,1.62%,194720
15,"AAWW",966.27,25.12,24.51,0.80%,2.55%,99.80%,-2.67%,3.93%,2.98,323.18,39.92,3.80%,546786
16,"AAXJ",1983.72,33.80,33.80,,,,,0.75%,0.42,600.76,58.70,0.02%,625312
17,"AB",1978.01,92.26,86.69,0.40%,-16.51%,32.00%,-7.22%,2.55%,5.59,395.28,21.50,0.28%,419059
18,"ABAX",831.12,22.31,21.08,1.80%,-5.19%,97.40%,-2.90%,9.10%,11.14,172.22,37.99,1.96%,160192
19,"ABB",58780.23,2297.00,2295.97,,,3.60%,0.32%,0.19%,3.40,1303.45,25.76,0.66%,3028341
20,"ABBV",83681.70,1590.00,1589.52,0.06%,1.38%,68.20%,1.33%,0.75%,2.10,5663.18,52.59,-0.08%,12240628
21,"ABC",16046.16,230.45,229.55,0.20%,29.14%,89.30%,-0.46%,2.79%,4.37,1465.12,69.82,0.27%,2165354
22,"ABCB",478.02,23.90,22.99,1.30%,3.67%,69.20%,-0.54%,2.27%,5.23,99.57,20.83,4.15%,151636
23,"ABCD",82.87,47.36,15.11,71.14%,-2.66%,18.00%,-3.38%,0.14%,0.87,24.41,1.66,-5.14%,6919
24,"ABCO",2212.90,35.88,35.85,0.40%,-5.90%,96.80%,1.04%,6.56%,12.78,183.96,62.89,1.98%,285906
25,"ABFS",878.15,25.74,24.30,3.30%,12.00%,96.60%,8.29%,12.51%,6.13,496.02,33.79,-0.97%,788989
26,"ABG",1682.05,30.70,30.28,1.20%,-34.84%,98.60%,-3.65%,4.27%,3.86,335.34,53.02,-3.23%,591390
27,"ABIO",16.47,10.83,12.88,15.40%,19.74%,5.20%,-52.35%,9.80%,0.96,1313.32,1.59,4.61%,1503495
28,"ABM",1511.13,54.95,49.82,1.70%,5.66%,82.60%,-1.02%,1.40%,3.12,223.04,28.06,2.04%,847986
29,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.57,0.11,-15.38%,4800
30,"ABMD",1035.68,39.26,39.02,2.90%,2.40%,98.60%,0.68%,11.37%,10.04,441.72,27.02,2.43%,559994
31,"ABR",284.12,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.44%,0.68,249.54,6.67,1.21%,179880
32,"ABT",59015.07,1551.80,1543.06,0.10%,0.91%,68.30%,0.31%,1.00%,2.06,7511.57,37.84,-0.50%,7474542
33,"ABTL",130.31,8.90,8.78,8.62%,-44.21%,49.90%,5.96%,0.43%,0.20,188.08,14.35,-1.98%,242212
34,"ABX",16596.58,1001.00,1160.51,,,73.90%,3.15%,1.41%,0.93,17500.71,16.58,0.00%,27774516
35,"ACAD",2089.92,89.50,90.64,0.10%,-20.44%,88.20%,-3.76%,11.17%,4.15,2439.83,24.16,3.47%,2002868
36,"ACAS",4180.04,286.50,266.99,0.60%,-8.47%,61.20%,-3.89%,1.02%,1.30,2096.89,15.21,4.25%,5155337
37,"ACAT",734.24,13.38,13.27,1.60%,-14.74%,88.00%,-3.23%,5.03%,5.53,120.80,56.10,2.22%,149770
38,"ACC",3382.33,104.78,104.27,0.30%,5.36%,99.00%,-0.56%,2.63%,3.09,887.25,32.38,0.31%,813736
39,"ACCL",517.64,55.66,55.13,0.92%,-17.68%,89.90%,-0.01%,1.51%,6.86,121.39,9.61,3.33%,339969
40,"ACCO",697.50,113.60,112.49,0.30%,-22.16%,,0.02%,14.06%,19.94,793.48,6.12,-0.33%,1467736
41,"ACCU",,,,,,,,,,19.50,27.94,0.07%,13200
42,"ACE",34211.62,340.89,338.36,0.10%,-0.87%,93.80%,0.82%,1.18%,3.30,1209.35,101.19,0.83%,1320422
43,"ACET",628.70,27.76,26.64,2.60%,36.25%,66.30%,-1.02%,1.24%,1.21,272.70,22.40,-1.10%,387450
44,"ACFC",10.02,2.50,24.12,34.25%,,1.50%,2.74%,0.20%,0.90,54.04,4.00,0.00%,100861
45,"ACFN",65.67,18.09,20.46,6.90%,16.09%,42.00%,-6.62%,13.42%,8.32,330.19,3.72,2.48%,316212
46,"ACG",1717.39,242.91,242.83,,,25.10%,18.20%,0.13%,0.35,889.37,7.09,0.28%,814361
47,"ACGL",7604.36,131.50,127.98,0.90%,-4.29%,92.50%,-2.77%,2.14%,8.09,337.77,58.49,1.14%,795492
48,"ACH",4619.97,540.98,156.18,,,2.10%,0.19%,1.98%,30.26,102.32,8.54,0.00%,201482
49,"ACHC",2333.87,50.04,46.86,0.50%,-44.42%,72.50%,0.43%,11.89%,20.50,271.82,47.16,1.11%,329985
50,"ACHN",302.51,96.65,96.43,0.20%,-0.71%,94.70%,-5.88%,18.03%,5.44,3199.26,3.13,0.00%,4160526
51,"ACI",912.08,212.11,210.89,0.54%,1.78%,62.20%,-5.89%,22.36%,5.13,9190.67,4.30,0.00%,19681312
52,"ACIM",,,,,,,,,,2.55,61.36,-0.23%,3491
53,"ACIW",2464.09,39.13,38.05,0.80%,-3.69%,98.90%,2.73%,6.87%,9.15,285.71,64.51,2.43%,570201
54,"ACLS",243.24,109.07,107.94,1.40%,2.07%,50.10%,-3.73%,1.27%,2.09,653.18,2.34,4.71%,1092856
55,"ACM",2820.21,98.03,85.15,0.90%,-39.08%,72.80%,1.78%,0.95%,1.27,633.73,29.07,1.04%,846071
56,"ACMP",9170.58,178.04,188.90,31.43%,50.02%,74.10%,38.91%,0.54%,2.44,420.97,53.12,3.13%,984473
57,"ACN",51068.96,642.30,635.89,0.30%,9.43%,81.50%,-2.46%,2.64%,4.93,3411.69,80.55,1.31%,6698746
58,"ACNB",108.57,5.98,5.84,1.70%,0.99%,6.90%,5.90%,0.05%,0.78,3.84,17.75,-2.20%,5368
