"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AMAG","AMAG Pharmaceuticals, Inc.","Healthcare","Diagnostic Substances","USA",509.03,,29.72,28.21%,4370667
2,"AMBI","Ambit Biosciences Corporation","Healthcare","Biotechnology","USA",147.60,,15.34,87.07%,2885614
3,"ATHL","Athlon Energy Inc.","Basic Materials","Independent Oil & Gas","USA",4616.46,81.98,58.32,24.80%,40538968
4,"BAGL","Einstein Noah Restaurant Group, Inc.","Services","Restaurants","USA",240.62,17.85,20.15,50.49%,6765574
5,"DWA","DreamWorks Animation SKG Inc.","Services","Movie Production, Theaters","USA",1893.22,,28.18,26.03%,18357640
6,"EGT","Entertainment Gaming Asia Inc.","Consumer Goods","Recreational Goods, Other","Hong Kong",15.70,,0.64,23.08%,227087
7,"END","Endeavour International Corporation","Basic Materials","Independent Oil & Gas","USA",13.05,,0.30,15.38%,1863057
8,"LOOK","LookSmart, Ltd.","Technology","Internet Information Providers","USA",9.41,,2.45,50.31%,461013
9,"OSN","Ossen Innovation Co., Ltd.","Basic Materials","Steel & Iron","China",18.14,4.55,1.38,51.65%,815044
10,"RADA","RADA Electronic Industries Ltd.","Services","Electronics Wholesale","Israel",22.90,,3.67,42.80%,21678892
11,"TIBX","TIBCO Software Inc.","Technology","Business Software & Services","USA",3232.42,41.51,23.65,21.22%,72350208
12,"VBIV","VBI Vaccines Inc","Healthcare","Biotechnology","USA",58.80,,3.44,15.44%,18439
13,"VGGL","Viggle Inc.","Services","General Entertainment","USA",45.09,,4.01,22.63%,693936
14,"VLTC","Voltari Corporation","Technology","Diversified Communication Services","USA",7.00,,1.71,15.54%,263228
