"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ABMC","American Bio Medica Corp.","Healthcare","Diagnostic Substances","USA",2.39,,0.13,18.18%,6855
2,"AMTY","Amerityre Corp.","Consumer Goods","Rubber & Plastics","USA",2.17,,0.10,41.86%,6400
3,"ASTC","Astrotech Corp.","Industrial Goods","Aerospace/Defense Products & Services","USA",30.57,12.08,2.15,36.94%,4074368
4,"BGMD","BG Medicine, Inc.","Healthcare","Medical Laboratories & Research","USA",30.15,,1.41,30.56%,20939236
5,"CYTR","CytRx Corporation","Healthcare","Biotechnology","USA",72.76,,4.02,68.20%,31726112
6,"DEER","Deer Consumer Products, Inc.","Consumer Goods","Home Furnishings & Fixtures","China",1.68,0.04,0.06,20.00%,213599
7,"DVOX","Dynavox Inc.","Technology","Application Software","USA",0.84,,0.11,17.67%,2000
8,"HEAT","SmartHeat Inc.","Industrial Goods","Industrial Equipment & Components","China",1.07,,0.30,20.00%,2610
9,"NRF","NorthStar Realty Finance Corp.","Financial","REIT - Retail","USA",2208.73,,11.95,20.22%,55003576
10,"RNN","Rexahn Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",52.19,,0.48,20.00%,11791961
11,"SEM","Select Medical Holdings Corporation","Healthcare","Hospitals","USA",1210.68,9.96,10.46,18.06%,6668832
12,"TSTC","Telestone Technologies Corp.","Technology","Communication Equipment","China",1.60,,0.15,15.38%,21431
