"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CNET","ChinaNet Online Holdings, Inc.","Technology","Internet Information Providers","China",48.99,16.85,1.83,-16.44%,1115801
2,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.20,,0.02,-23.08%,353
3,"DLIA","dELiA*s, Inc.","Services","Catalog & Mail Order Houses","USA",58.56,,1.00,-16.67%,3053996
4,"HXM","Homex Development Corp.","Industrial Goods","Residential Construction","Mexico",90.92,,1.42,-17.92%,1587947
5,"PWO","PowerShares Dynamic OTC","Financial","Exchange Traded Fund","USA",,,50.00,-30.36%,1715
6,"SCEI","Sino Clean Energy Inc","Basic Materials","Synthetics","China",3.82,0.16,0.12,-25.00%,15000
7,"SCIL","Scientific Learning Corp.","Services","Education & Training Services","USA",9.81,,0.34,-17.86%,1778
8,"SFY","Swift Energy Co.","Basic Materials","Independent Oil & Gas","USA",513.73,15.18,9.94,-16.05%,10558214
9,"SPPR","Supertel Hospitality, Inc.","Financial","REIT - Hotel/Motel","USA",8.47,,2.41,-17.75%,93528
10,"TXIC","Tongxin International, Ltd.","Consumer Goods","Auto Parts","USA",5.92,,0.36,-18.18%,12110
