"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13949.93,335.90,334.55,0.30%,-45.96%,85.60%,0.61%,0.72%,0.98,2473.62,41.72,0.46%,912592
2,"AA",17698.18,1222.25,1219.63,0.30%,-29.22%,66.40%,-0.83%,2.48%,1.52,19840.42,13.64,-5.84%,52453725
3,"AAAP",,,,,,,,,,,,,0
4,"AAC",617.64,21.08,13.14,42.60%,0.00%,28.00%,,5.39%,6.51,108.70,26.69,-8.91%,225385
5,"AADR",,,,,,,,,,1.74,38.20,-0.91%,400
6,"AAIT",,,,,,,,,0.11,1.16,35.25,-0.23%,507
7,"AAL",33439.20,696.65,693.11,0.55%,-0.17%,73.50%,1.88%,1.89%,1.03,12698.34,47.83,-0.35%,3957120
8,"AAMC",431.50,2.21,1.44,3.40%,143.23%,72.50%,2.96%,13.17%,10.70,17.69,203.87,4.41%,12635
9,"AAME",81.90,20.63,4.55,6.20%,0.00%,5.10%,3.34%,0.04%,0.57,3.13,4.01,1.01%,1165
10,"AAN",2034.47,72.53,72.02,0.70%,0.00%,,1.14%,4.32%,5.00,623.33,27.87,-0.64%,194143
11,"AAOI",184.78,14.89,13.86,1.40%,-4.48%,57.10%,-3.56%,12.23%,6.49,261.17,12.04,-2.98%,92439
12,"AAON",1185.00,54.06,41.19,20.80%,0.00%,59.40%,-3.50%,2.63%,7.86,137.60,21.84,-0.36%,16482
13,"AAP",10902.98,73.14,72.71,0.60%,-19.34%,98.50%,2.92%,5.15%,4.17,897.78,147.81,-0.85%,507965
14,"AAPL",737413.34,5824.75,5821.40,0.05%,-33.49%,61.40%,-1.50%,1.05%,1.07,57271.97,127.75,0.91%,31594887
15,"AAT",1747.59,43.57,37.25,1.00%,,99.30%,0.39%,1.41%,3.39,154.98,40.54,1.07%,56010
16,"AAU",67.00,69.07,56.73,5.36%,0.00%,5.90%,123.28%,0.13%,0.30,242.28,0.97,-0.43%,161287
17,"AAV",898.82,169.91,167.94,0.25%,0.00%,58.00%,3.98%,0.41%,3.39,201.37,5.17,-2.27%,81761
18,"AAVL",906.91,25.22,18.03,15.60%,-9.02%,64.00%,9.03%,7.01%,3.67,344.74,36.19,0.64%,79429
19,"AAWW",1135.55,24.81,24.25,1.40%,-17.18%,99.70%,-2.05%,7.03%,7.09,240.75,46.89,2.45%,98110
20,"AAXJ",,,,,,,,,1.97,1268.83,62.56,0.06%,158318
21,"AB",2854.53,100.76,95.18,0.30%,-1.63%,29.20%,2.55%,0.37%,0.96,366.89,28.00,-1.16%,164370
